pac_id,depth,path,status,total_received,total_donated_all,data_sufficiency,unitemized_amount,small_dollar_amount,under_5k_amount,over_5k_amount,is_federal_pac,is_major_donor_ie,low_data_sufficiency,unknown_data_sufficiency,data_ok,pct_unitemized,pct_small_dollar,pct_over_5k
1318200,0,1318200,resolved,827532.37,800030,1.0343766733747484,0,0,0,827532.37,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1244001,0,1244001,resolved,186142.52,35000,5.318357714285714,0,0,1142.52,185000,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.9938621224210353
1438874,0,1438874,resolved,1962685.44,79300,24.750131651954604,133676.09000000003,22776.32,143208.02000000002,1663025.01,FALSE,FALSE,FALSE,FALSE,TRUE,0.0681087693807929,0.011604671607488973,0.8473212141421909
1036697,0,1036697,resolved,2194803.69,2209700,0.9932586731230484,2167824.02,0,0,26979.67,FALSE,FALSE,FALSE,FALSE,TRUE,0.987707479205122,0,0.012292520794878014
1019841,0,1019841,resolved,106595,26066.43,4.089359379094107,0,0,0,106595,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1022794,0,1022794,resolved,55500.000000000015,30000,1.8500000000000005,0,0,36000.000000000015,19500,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.35135135135135126
1486767,0,1486767,resolved,138026201.51,137600000,1.0030973946947674,25,0,0,138026176.51,FALSE,FALSE,FALSE,FALSE,TRUE,1.8112503080213182e-7,0,0.9999998188749692
1476859,0,1476859,resolved,3033718.749999909,174221.91999999998,17.412956704873356,770940.61,139230.03999999963,1749997.7799999423,373550.32000000007,FALSE,FALSE,FALSE,FALSE,TRUE,0.25412395595340637,0.04589418185189507,0.12313281183366495
1355868,0,1355868,resolved,15500,20000,0.775,0,0,0,15500,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1018473,0,1018473,resolved,2500000,1363178,1.8339497849877273,2500000,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0
1296948,0,1296948,resolved,1493395.8599999999,501466,2.9780600479394415,1441938.19,0,0,51457.67,FALSE,FALSE,FALSE,FALSE,TRUE,0.9655431815647326,0,0.03445681843526739
1302384,0,1302384,resolved,5912913,2165577.1399999997,2.7304097788915525,5912913,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0
1476845,0,1476845,resolved,1191841.57,54090,22.03441615825476,5953,1400,358159.66000000003,826328.9099999999,FALSE,FALSE,FALSE,FALSE,TRUE,0.004994791379864355,0.001174652768656156,0.693321101394374
1029583,0,1029583,resolved,231072.71,124800,1.8515441506410255,0,300,69569,161203.71,FALSE,FALSE,FALSE,FALSE,TRUE,0,0.0012982926456352201,0.6976319704737093
1273063,0,1273063,resolved,1362357.66,1248195,1.0914621994159566,1318044,0,0,44313.659999999996,FALSE,FALSE,FALSE,FALSE,TRUE,0.9674728147379449,0,0.03252718526205519
1449477,0,1449477,resolved,892926,556370.6900000001,1.604912005698934,476,400,6950,885100,FALSE,FALSE,FALSE,FALSE,TRUE,5.330788889560837e-4,4.47965452904272e-4,0.9912355559139279
1374983,0,1374983,resolved,911664.7,1346300,0.6771631137190819,911664.7,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0
1018915,0,1018915,resolved,564032.87,435150,1.2961803286223141,564032.87,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0
1325942,0,1325942,resolved,2180266.48,1657800,1.3151565206900713,2180266.48,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0
1475565,0,1475565,unresolved,NA,19100,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1478170,0,1478170,resolved,817948.93,107922.27,7.579056018743861,35,200,287538.93,530175,FALSE,FALSE,FALSE,FALSE,TRUE,4.278995755884172e-5,2.4451404319338126e-4,0.6481761642502546
1464730,0,1464730,resolved,230650.83,208555.66,1.105943756213569,225000,0,0,5650.83,FALSE,FALSE,FALSE,FALSE,TRUE,0.9755005000415564,0,0.02449949995844368
1316497,0,1316497,resolved,832740.8000000035,199900,4.165786893446741,90581.46,18725.99,663433.3500000016,60000,FALSE,FALSE,FALSE,FALSE,TRUE,0.10877509544386395,0.02248717728253488,0.07205123130750858
1043298,0,1043298,resolved,160056,30500,5.247737704918033,160056,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0
1065182,0,1065182,resolved,736836.3400000001,749700,0.9828415899693211,0,0,0,736836.3400000001,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1319072,0,1319072,resolved,10028.779999999999,14500,0.6916399999999999,0,0,0,10028.779999999999,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,1
1020788,0,1020788,resolved,3828163.1300000004,3405525,1.1241036638991053,3793311.5500000003,0,0,34851.58,FALSE,FALSE,FALSE,FALSE,TRUE,0.9908960044761729,0,0.009103995523827116
1070224,0,1070224,resolved,480510,474300,1.0130929791271348,0,0,0,480510,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1448772,0,1448772,resolved,6045371.41,65308.15999999999,92.56686162954217,6045371.41,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0
1268914,0,1268914,resolved,6155502.810001109,3089150.0999999996,1.9926201740734804,1433142.4100000001,230856.95999999897,3492239.3399998425,999264.1000000001,FALSE,FALSE,FALSE,FALSE,TRUE,0.2328229641405593,0.03750415963175515,0.16233671413104594
1455363,0,1455363,unresolved,NA,11000,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1478478,0,1478478,unresolved,NA,32500,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA
1047526,0,1047526,resolved,8600,77200,0.11139896373056994,0,100,3500,5000,FALSE,FALSE,TRUE,FALSE,FALSE,0,0.011627906976744186,0.5813953488372093
1018676,0,1018676,resolved,1267390.5000000002,2856800,0.4436399117894148,754271.4,41667.5,353508.37000000005,117943.23,FALSE,FALSE,TRUE,FALSE,FALSE,0.5951373313907591,0.03287660748601161,0.09305989748226767
1331005,0,1331005,resolved,85525.68,133831.4,0.639055408521468,8199.04,0,7326.64,70000,FALSE,FALSE,TRUE,FALSE,FALSE,0.09586641111769005,0,0.8184676228239285
1059236,0,1059236,unresolved,NA,32706.56,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1018869,0,1018869,resolved,69153.47,71863.2,0.9622932182257401,58520.4,0,0,10633.07,FALSE,FALSE,FALSE,FALSE,TRUE,0.8462395307133539,0,0.15376046928664605
1019718,0,1019718,resolved,12976.5,12500,1.03812,12451.5,0,525,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.9595422494509305,0,0
1237416,0,1237416,resolved,78385.66,65900,1.18946373292868,64824,0,0,13561.659999999996,FALSE,FALSE,FALSE,FALSE,TRUE,0.8269879975495518,0,0.17301200245044815
1251912,0,1251912,resolved,193272.90000000002,183600,1.052684640522876,0,0,0,193272.90000000002,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1040545,0,1040545,resolved,329361.88999999996,324700,1.0143575300277177,327429.95,1791.4099999999996,140.52999999999997,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.9941342940435521,0.0054390324272185825,0
1047609,0,1047609,resolved,1109419.6200000027,948450,1.1697186145816887,0,0,539704.8499999995,569714.77,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.5135250537573859
1056178,0,1056178,resolved,423036,126000,3.357428571428571,423036,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0
1073398,0,1073398,resolved,44152.5,25150,1.7555666003976143,0,0,0,44152.5,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1018385,0,1018385,unresolved,NA,30522,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1477317,0,1477317,resolved,900636.2,184560,4.879910056350238,2130,200,344636.03,553670.1699999999,FALSE,FALSE,FALSE,FALSE,TRUE,0.0023649948780650834,2.220652467666745e-4,0.614754514641983
1018496,0,1018496,resolved,113050.1,127350,0.8877118178248921,0,0,0,113050.1,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1298011,0,1298011,unresolved,NA,16400,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1051285,0,1051285,resolved,173818.58000000002,25500,6.816414901960785,173818.58000000002,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0
1021722,0,1021722,resolved,411815.36,549500,0.7494365059144676,2105.6800000000003,74200,335509.68,0,FALSE,FALSE,TRUE,FALSE,FALSE,0.005113165278730741,0.18017783503752752,0
1064202,0,1064202,resolved,38870.99,10000,3.8870989999999996,0,0,2270.9900000000002,36600,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0.9415762243256476
1460206,0,1460206,resolved,99200,49200,2.016260162601626,0,0,0,99200,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1047683,0,1047683,resolved,760013.3900000001,183200,4.148544705240176,391568.63,27393.880000000005,341050.87999999913,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.5152128043428287,0.03604394390998822,0
1056662,0,1056662,resolved,140000,67500,2.074074074074074,140000,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0
1476870,0,1476870,resolved,819669.41,142600,5.748032328190743,289,900,330180.41000000003,488300,FALSE,FALSE,FALSE,FALSE,TRUE,3.525811704989698e-4,0.001098003645152501,0.5957279776977403
1049814,0,1049814,resolved,820856,156100,5.258526585522101,808142,8714,4000,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.9845112906526845,0.01061574746362334,0
1349650,0,1349650,resolved,104555,61350,1.7042379788101059,17535,5890,76030,5100,FALSE,FALSE,FALSE,FALSE,TRUE,0.16771077423365693,0.05633398689684855,0.048778155038018266
1066113,0,1066113,unresolved,NA,10000,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1053654,0,1053654,resolved,137012,64100,2.137472698907956,0,0,0,137012,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1477447,0,1477447,resolved,992933.56,379741.49,2.6147618475926877,298.88,2000,482334.68000000005,508300,FALSE,FALSE,FALSE,FALSE,TRUE,3.010070482460075e-4,0.002014233459890307,0.5119174338311215
1340101,0,1340101,resolved,133088,51400,2.5892607003891053,0,0,0,133088,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1072506,0,1072506,resolved,372417.26000000007,179950,2.0695596554598503,364808.17000000004,0,0,7609.089999999999,FALSE,FALSE,FALSE,FALSE,TRUE,0.9795683744625584,0,0.02043162553744152
1282464,0,1282464,resolved,398157.46000000037,28181.05,14.128553052494508,4091.02,4704.88,221457.6600000003,167903.9,FALSE,FALSE,FALSE,FALSE,TRUE,0.010274879692069555,0.011816631540697481,0.42170225819704554
1044790,0,1044790,resolved,53025.29,20500,2.586599512195122,0,0,0,53025.29,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1280902,0,1280902,resolved,43094.91,36500,1.1806824657534247,39806,0,3288.91,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.923682170353761,0,0
1043772,0,1043772,resolved,90000,37500,2.4,0,0,0,90000,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1280263,0,1280263,resolved,59830.530000000006,30800,1.9425496753246756,56142.41,0,3688.120000000001,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.938357223310574,0,0
1025597,0,1025597,resolved,174510.95,73100,2.387290697674419,90722.5,5329.5,69349.5,9109.45,FALSE,FALSE,FALSE,FALSE,TRUE,0.5198670914346635,0.030539630894221823,0.05219987628283498
1047877,0,1047877,resolved,371.46000000000004,6500,0.057147692307692316,0,0,371.46000000000004,0,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0
1047468,0,1047468,resolved,59722.06,46150,1.2940858071505958,55476.32,0,4245.74,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.9289083464301131,0,0
1047852,0,1047852,resolved,26267.61,13500,1.945748888888889,23335.25,0,2932.36,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.8883659381268414,0,0
1047853,0,1047853,resolved,108659.16,100600,1.0801109343936381,101207.8,0,0,7451.360000000001,FALSE,FALSE,FALSE,FALSE,TRUE,0.9314244652728771,0,0.06857553472712287
1047878,0,1047878,resolved,74369.6,123700,0.6012093775262732,74369.6,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0
1055863,0,1055863,resolved,106714.11,23400,4.560432051282051,92862.91,0,0,13851.2,FALSE,FALSE,FALSE,FALSE,TRUE,0.8702027313913784,0,0.12979726860862167
1040377,0,1040377,resolved,383175.44000000047,73280,5.228922489082976,317945.34,45958.14000000001,19271.96,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.829764402436648,0.11994020284807384,0
1491712,0,1491712,resolved,44669.36,5000,8.933872000000001,44669.36,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0
1476547,0,1476547,resolved,862374.07,96290,8.956008619794371,975.01,900,300699.06000000006,559800,FALSE,FALSE,FALSE,FALSE,TRUE,0.0011306114526379487,0.001043630636992599,0.6491382562093965
1041831,0,1041831,resolved,45978,43500,1.0569655172413792,0,0,0,45978,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1453853,0,1453853,resolved,279375,99000,2.821969696969697,0,0,0,279375,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1
1258616,0,1258616,resolved,358903.64999999985,71400,5.026661764705881,292996.15,2300,58489.179999999986,5118.32,FALSE,FALSE,FALSE,FALSE,TRUE,0.8163643640849018,0.006408405152747822,0.014260986200614015
1477034,0,1477034,resolved,875743.88,101711.49,8.610078173075628,68,0,322175.88,553500,FALSE,FALSE,FALSE,FALSE,TRUE,7.764827314579691e-5,0,0.6320341056793911
1468676,0,1468676,resolved,178221.78999999998,136800,1.3027908625730993,103.85,0,22559.96,155557.97999999998,FALSE,FALSE,FALSE,FALSE,TRUE,5.827009144055843e-4,0,0.8728336753884023
1468673,0,1468673,resolved,201613.78999999998,134500,1.498987286245353,0.5,0,13133.410000000002,188479.87999999998,FALSE,FALSE,FALSE,FALSE,TRUE,2.479989092015978e-6,0,0.9348560929289609
1018435,0,1018435,resolved,554875.9899999999,316600,1.7526089387239414,2569.84,477.5,264350.75000000006,287477.9,FALSE,FALSE,FALSE,FALSE,TRUE,0.004631377183936181,8.605526434834567e-4,0.5180939618598385
1468668,0,1468668,resolved,168427.97999999998,136800,1.2311986842105263,75.67999999999999,0,39845.42999999999,128506.87000000001,FALSE,FALSE,FALSE,FALSE,TRUE,4.4933151843298244e-4,0,0.7629781583796232
1026634,0,1026634,resolved,996704.89,940913.83,1.0592945477270752,1452.23,1979.8100000000002,334104.57999999996,659168.27,FALSE,FALSE,FALSE,FALSE,TRUE,0.0014570310776743556,0.0019863552590777397,0.6613474827037319
1047521,0,1047521,resolved,9892642.439999977,5634773.02,1.7556416922007585,9876922.64,4338.699999999999,11381.100000000008,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.9984109604592182,4.385784714564099e-4,0
1020403,0,1020403,resolved,412140.0199999995,73100,5.638030369357038,123231.75,8449.320000000002,280458.94999999966,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.2990045713104982,0.020501090867128147,0
1398311,0,1398311,unresolved,NA,6000,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
1042752,0,1042752,resolved,59730,23000,2.5969565217391306,59730,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0
1047876,0,1047876,resolved,3850.53,5000,0.7701060000000001,1500,0,2350.53,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.389556762315837,0,0
