"pac_id","depth","path","status","total_received","total_donated_all","data_sufficiency","unitemized_amount","small_dollar_amount","under_5k_amount","over_5k_amount","is_federal_pac"
"1385674",0,"1385674","resolved",5000,5000,1,0,0,0,5000,FALSE
"1356185",0,"1356185","resolved",489103.200000004,373050,1.31109288299157,276607,136353.699999999,4812.1,71330.4,FALSE
"1018449",0,"1018449","resolved",1581074.34,1179800,1.34012064756739,1921.58,280.5,116755.51,1462116.75,FALSE
"1349650",0,"1349650","resolved",104555,61350,1.70423797881011,17535,5890,76030,5100,FALSE
"1226530",0,"1226530","resolved",693059.4,340850,2.03332668329177,0,0,0,693059.4,FALSE
"1223277",0,"1223277","resolved",84135,50450,1.66769078295342,0,0,0,84135,FALSE
"1445004",0,"1445004","unresolved",NA,20800,NA,NA,NA,NA,NA,FALSE
"1437185",0,"1437185","resolved",128004.67,95080.19,1.34628117592108,2473,153.88,64072.39,61305.4,FALSE
"1038907",0,"1038907","resolved",1457107.69000006,1898400,0.767545138010986,1096933.47,130508.459999998,229665.760000001,0,FALSE
"1298011",0,"1298011","unresolved",NA,16400,NA,NA,NA,NA,NA,FALSE
"1418060",0,"1418060","resolved",47347.33,37500,1.26259546666667,0,50,27297.33,20000,FALSE
"1456636",0,"1456636","unresolved",NA,85425,NA,NA,NA,NA,NA,FALSE
"1416440",0,"1416440","unresolved",NA,83400,NA,NA,NA,NA,NA,FALSE
"1229437",0,"1229437","unresolved",NA,1e+05,NA,NA,NA,NA,NA,FALSE
"1264590",0,"1264590","resolved",11390941,11296700,1.00834234776528,0,0,15000,11375941,FALSE
"1363067",0,"1363067","resolved",195810.07,255700,0.765780484943292,65248.69,9595.1,120966.28,0,FALSE
"1069124",0,"1069124","resolved",462569.68,236200,1.95838137171888,7868.91,183.67,454517.1,0,FALSE
"1051285",0,"1051285","resolved",173818.58,25500,6.81641490196079,173818.58,0,0,0,FALSE
"1018846",0,"1018846","resolved",1442036.65,1723300,0.836787935936865,772.18,0,68100.86,1373163.61,FALSE
"1358723",0,"1358723","unresolved",NA,2572900,NA,NA,NA,NA,NA,FALSE
"1432932",0,"1432932","resolved",2152528,1173337.87,1.8345338159076,0,0,10500,2142028,FALSE
"1442900",0,"1442900","resolved",179663.37,71600,2.50926494413408,0,0,14450,165213.37,FALSE
"1052411",0,"1052411","resolved",832366.49,1520100,0.547573508321821,832366.49,0,0,0,FALSE
"1247549",0,"1247549","resolved",574842.75,409742.12,1.40293790152694,555860.63,0,0,18982.12,FALSE
"1422595",0,"1422595","resolved",259020,138350,1.87220816769064,0,0,0,259020,FALSE
"1018766",0,"1018766","resolved",443479.2,408100,1.08669247733399,2442.3,287.5,23650,417099.4,FALSE
"1077374",0,"1077374","resolved",16759665.78,24318079.98,0.6891854041842,16219188.68,0,0,540477.1,FALSE
"1373047",0,"1373047","resolved",22359271.91,22547297.7,0.991660828162126,22359271.91,0,0,0,FALSE
"1358150",0,"1358150","resolved",2118384.42,868383.04,2.43945853663839,2118384.42,0,0,0,FALSE
"1318200",0,"1318200","resolved",827532.37,772130,1.07175264527994,0,0,0,827532.37,FALSE
"1244001",0,"1244001","resolved",186142.52,35000,5.31835771428571,0,0,1142.52,185000,FALSE
"1438874",0,"1438874","resolved",1910111.21,79300,24.0871527112232,117275.86,21515.32,113565.02,1657755.01,FALSE
"1036697",0,"1036697","resolved",2194803.69,2170500,1.01119727712509,2167824.02,0,0,26979.67,FALSE
"1486767",0,"1486767","resolved",118026176.51,117600000,1.00362394991497,0,0,0,118026176.51,FALSE
"1019841",0,"1019841","resolved",106595,25903.39,4.11509844850423,0,0,0,106595,FALSE
"1022794",0,"1022794","resolved",50500,30000,1.68333333333333,0,0,31000,19500,FALSE
"1476859",0,"1476859","resolved",3019692.79999991,174021.92,17.352370322083,770940.61,139230.04,1746871.82999994,362650.32,FALSE
"1355868",0,"1355868","resolved",15500,20000,0.775,0,0,0,15500,FALSE
"1018473",0,"1018473","resolved",2500000,1343578,1.86070328629972,2500000,0,0,0,FALSE
"1296948",0,"1296948","resolved",1493395.86,423645,3.52511149665404,1441938.19,0,0,51457.67,FALSE
"1302384",0,"1302384","resolved",5211651,1887177.14,2.76161198095055,5211651,0,0,0,FALSE
"1476845",0,"1476845","resolved",1157538.57,54090,21.4002323904603,5950,1400,347659.66,802528.91,FALSE
"1018676",0,"1018676","resolved",1267390.5,2829800,0.447872817866987,754271.4,41667.5,353508.37,117943.23,FALSE
"1029583",0,"1029583","resolved",231072.71,112300,2.05763766696349,0,300,69569,161203.71,FALSE
"1273063",0,"1273063","resolved",1362357.66,1259995,1.08124052873226,1318044,0,0,44313.66,FALSE
"1449477",0,"1449477","resolved",892926,539070.68,1.6564172994903,476,400,6950,885100,FALSE
"1374983",0,"1374983","resolved",911664.7,1259100,0.724060598840441,911664.7,0,0,0,FALSE
"1018915",0,"1018915","resolved",496940.07,410550,1.21042521008403,496940.07,0,0,0,FALSE
"1325942",0,"1325942","resolved",2180266.48,1587200,1.37365579637097,2180266.48,0,0,0,TRUE
"1475565",0,"1475565","unresolved",NA,19100,NA,NA,NA,NA,NA,FALSE
"1478170",0,"1478170","resolved",772488.93,105922.27,7.29297937062716,35,200,261978.93,510275,FALSE
"1316497",0,"1316497","resolved",832740.800000004,199900,4.16578689344674,90581.46,18725.99,663433.350000002,60000,FALSE
"1043298",0,"1043298","resolved",160056,30500,5.24773770491803,160056,0,0,0,FALSE
"1065182",0,"1065182","resolved",736836.34,749700,0.982841589969321,0,0,0,736836.34,FALSE
"1319072",0,"1319072","resolved",10028.78,14500,0.69164,0,0,0,10028.78,FALSE
"1070224",0,"1070224","resolved",480510,432300,1.11151977793199,0,0,0,480510,FALSE
"1448772",0,"1448772","resolved",6045371.41,65257.22,92.639119625384,6045371.41,0,0,0,TRUE
"1020788",0,"1020788","resolved",3339883.18,3320625,1.00579956484096,3305031.6,0,0,34851.58,FALSE
"1268914",0,"1268914","resolved",6110062.48000111,3089150.1,1.97791051979025,1433142.41,230856.959999999,3484966.93999984,961096.17,FALSE
"1455363",0,"1455363","unresolved",NA,11000,NA,NA,NA,NA,NA,FALSE
"1478478",0,"1478478","unresolved",NA,32500,NA,NA,NA,NA,NA,FALSE
"1047526",0,"1047526","resolved",8600,75200,0.11436170212766,0,100,3500,5000,FALSE
"1059236",0,"1059236","unresolved",NA,32706.56,NA,NA,NA,NA,NA,FALSE
"1018869",0,"1018869","resolved",55027.27,70863.2,0.776528155657662,48362.8,0,0,6664.47,FALSE
"1019718",0,"1019718","resolved",12976.5,12500,1.03812,12451.5,0,525,0,FALSE
"1237416",0,"1237416","resolved",78385.66,65900,1.18946373292868,64824,0,0,13561.66,FALSE
"1251912",0,"1251912","resolved",193272.9,179100,1.07913400335008,0,0,0,193272.9,FALSE
"1040545",0,"1040545","resolved",263111.39,324700,0.810321496766245,261611.44,1359.42,140.53,0,FALSE
"1047609",0,"1047609","resolved",941873.720000003,925550,1.01763677813192,0,0,531491.499999999,410382.22,FALSE
"1056178",0,"1056178","resolved",371954,126000,2.95201587301587,371954,0,0,0,FALSE
"1340101",0,"1340101","resolved",109176,48400,2.25570247933884,0,0,0,109176,FALSE
"1073398",0,"1073398","resolved",44152.5,25150,1.75556660039761,0,0,0,44152.5,FALSE
"1282464",0,"1282464","resolved",398157.46,19344.93,20.5820057244973,4091.02,4704.88,221457.66,167903.9,FALSE
"1460206",0,"1460206","resolved",99200,49200,2.01626016260163,0,0,0,99200,FALSE
"1247000",0,"1247000","resolved",12181116.68,104100,117.013608837656,12167544.44,0,0,13572.24,TRUE
"1056662",0,"1056662","resolved",140000,60000,2.33333333333333,140000,0,0,0,FALSE
"1064202",0,"1064202","resolved",38870.99,10000,3.887099,0,0,2270.99,36600,FALSE
"1066113",0,"1066113","unresolved",NA,10000,NA,NA,NA,NA,NA,FALSE
"1491712",0,"1491712","resolved",44669.36,5000,8.933872,44669.36,0,0,0,TRUE
"1367567",0,"1367567","resolved",100,12300,0.00813008130081301,0,100,0,0,FALSE
"1453853",0,"1453853","resolved",249375,84000,2.96875,0,0,0,249375,FALSE
"1041831",0,"1041831","resolved",45978,58500,0.785948717948718,0,0,0,45978,FALSE
"1477034",0,"1477034","resolved",850943.88,95811.49,8.88143875019583,68,0,323175.88,527700,FALSE
"1055863",0,"1055863","resolved",76714.11,23400,3.27838076923077,62862.91,0,0,13851.2,FALSE
"1476855",0,"1476855","unresolved",NA,39200,NA,NA,NA,NA,NA,FALSE
"1257183",0,"1257183","unresolved",NA,50100,NA,NA,NA,NA,NA,FALSE
"1018385",0,"1018385","unresolved",NA,30522,NA,NA,NA,NA,NA,FALSE
"1477317",0,"1477317","resolved",863086.2,184560,4.67645318595579,2130,100,333986.03,526870.17,FALSE
"1018496",0,"1018496","resolved",109142.1,78150,1.39657197696737,0,0,0,109142.1,FALSE
"1047852",0,"1047852","resolved",18290.61,13500,1.35486,16135.25,0,2155.36,0,FALSE
"1047878",0,"1047878","resolved",50369.6,122200,0.412189852700491,50369.6,0,0,0,FALSE
"1476870",0,"1476870","resolved",785359.41,117600,6.6782262755102,289,900,311770.41,472400,FALSE
"1398311",0,"1398311","unresolved",NA,6000,NA,NA,NA,NA,NA,FALSE
"1462692",0,"1462692","unresolved",NA,50000,NA,NA,NA,NA,NA,FALSE
"1387404",0,"1387404","unresolved",NA,39200,NA,NA,NA,NA,NA,FALSE
"1258616",0,"1258616","resolved",358903.65,60400,5.94211341059602,292996.15,2300,58489.18,5118.32,FALSE
"1047521",0,"1047521","resolved",9892642.43999998,3505873.02,2.82173438215397,9876922.64,4338.7,11381.1,0,FALSE
"1053654",0,"1053654","resolved",137012,64100,2.13747269890796,0,0,0,137012,FALSE
"1044790",0,"1044790","resolved",53025.29,20500,2.58659951219512,0,0,0,53025.29,FALSE
"1280902",0,"1280902","resolved",36355.91,36500,0.996052328767123,33192,0,3163.91,0,FALSE
"1043772",0,"1043772","resolved",80000,37500,2.13333333333333,0,0,0,80000,FALSE
"1280263",0,"1280263","resolved",39681.21,30800,1.28835097402597,36527.41,0,3153.8,0,FALSE
"1025597",0,"1025597","resolved",174510.95,68100,2.56256901615272,90722.5,5329.5,69349.5,9109.45,FALSE
"1047877",0,"1047877","unresolved",NA,6500,NA,NA,NA,NA,NA,FALSE
"1047468",0,"1047468","resolved",41454.2,44650,0.928425531914894,37476.32,0,3977.88,0,FALSE
"1047853",0,"1047853","resolved",71345.95,100600,0.709204274353877,68054.8,0,3291.15,0,FALSE
"1040377",0,"1040377","resolved",309430.31,73280,4.22257519104803,266098.27,27737.78,15594.26,0,FALSE
"1047683",0,"1047683","resolved",760013.39,183200,4.14854470524018,391568.63,27393.88,341050.879999999,0,FALSE
"1020403",0,"1020403","resolved",412140.02,73100,5.63803036935704,123231.75,8449.32,280458.95,0,FALSE
"1042752",0,"1042752","resolved",59730,23000,2.59695652173913,59730,0,0,0,FALSE
"1047876",0,"1047876","unresolved",NA,5000,NA,NA,NA,NA,NA,FALSE
"1262838",0,"1262838","unresolved",NA,84600,NA,NA,NA,NA,NA,TRUE
"1042976",0,"1042976","resolved",21917.5,10000,2.19175,0,0,0,21917.5,FALSE
"1043305",0,"1043305","unresolved",NA,39200,NA,NA,NA,NA,NA,FALSE
"1021722",0,"1021722","resolved",400831.36,547500,0.732112073059361,2090.68,77500,321240.68,0,FALSE
"1468676",0,"1468676","resolved",178221.79,127800,1.39453669796557,103.85,0,22559.96,155557.98,FALSE
"1468673",0,"1468673","resolved",201613.79,127800,1.57757269170579,0.5,0,13133.41,188479.88,FALSE
"1018435",0,"1018435","resolved",554875.99,302600,1.83369461335096,2569.84,477.5,264350.75,287477.9,FALSE
"1468668",0,"1468668","resolved",168427.98,127800,1.31790281690141,75.68,0,39845.43,128506.87,FALSE
"1435580",0,"1435580","resolved",36782,25000,1.47128,0,200,16582,20000,FALSE
"1021273",0,"1021273","resolved",2305264.38,1054117.72,2.1869136020216,22375.02,1230,270095.12,2011564.24,FALSE
"1476547",0,"1476547","resolved",821774.07,96290,8.53436566621664,975.01,900,289199.06,530700,FALSE
"1072506",0,"1072506","resolved",197646.15,179950,1.09833926090581,190383.92,0,0,7262.23,FALSE
"1469747",0,"1469747","resolved",5526410.13,622632,8.87588516170065,5512460.25,0,0,13949.88,FALSE
"1266480",0,"1266480","resolved",273900,85100,3.21856639247944,0,0,97900,176000,FALSE
"1237671",0,"1237671","resolved",332156.73,298800,1.11163564257028,0,0,0,332156.73,FALSE
"1042187",0,"1042187","resolved",146058.5,52800,2.76625946969697,146058.5,0,0,0,FALSE
"1064902",0,"1064902","resolved",88522.5999999999,32900,2.69065653495441,73960.18,1145.97,2777.45,10639,FALSE
"1034124",0,"1034124","resolved",328704.09,159700.4,2.05825464432149,320565.35,0,0,8138.74,FALSE
"1071932",0,"1071932","resolved",1338859.35,1079900,1.23979937957218,1317656.13,0,0,21203.22,FALSE
"1073761",0,"1073761","resolved",1663353.34,626460,2.65516288350413,1663353.34,0,0,0,FALSE
"1413981",0,"1413981","unresolved",NA,22900,NA,NA,NA,NA,NA,FALSE
"1019977",0,"1019977","unresolved",NA,153000,NA,NA,NA,NA,NA,FALSE
"1221924",0,"1221924","unresolved",NA,5000,NA,NA,NA,NA,NA,FALSE
"1475124",0,"1475124","unresolved",NA,10000,NA,NA,NA,NA,NA,TRUE
"1477312",0,"1477312","resolved",1246911.63,151040,8.25550602489407,725,1000,428961.12,816225.51,FALSE
"1478172",0,"1478172","resolved",687715.37,85850,8.01066243447874,1537,100,188767.15,497311.22,FALSE
"1076050",0,"1076050","resolved",231331.59,144100,1.60535454545455,0.11,0,12033.9,219297.58,FALSE
"1021744",0,"1021744","resolved",218887.43,213352.57,1.02594231698264,0,0,6898,211989.43,FALSE
"1021706",0,"1021706","resolved",478628.05,122800,3.89762255700326,66260.74,45125,336262.57,30979.74,FALSE
"1030692",0,"1030692","resolved",46960,50250,0.93452736318408,0,0,46960,0,FALSE
"1054067",0,"1054067","resolved",34177.97,55100,0.620289836660617,0,3110,22767.97,8300,FALSE
"1048794",0,"1048794","resolved",170389.85,125400,1.35877073365231,0,0,3652.52,166737.33,FALSE
"1045460",0,"1045460","resolved",21830.15,10500,2.0790619047619,21830.15,0,0,0,FALSE
"1483803",0,"1483803","resolved",9596448.56,2789200,3.44057384196185,9596448.56,0,0,0,FALSE
"1281772",0,"1281772","resolved",81770.61,39500,2.07014202531646,0,0,0,81770.61,FALSE
"1456932",0,"1456932","unresolved",NA,125315,NA,NA,NA,NA,NA,FALSE
"1489012",0,"1489012","resolved",25000,5900,4.23728813559322,0,0,0,25000,FALSE
"1299419",0,"1299419","unresolved",NA,10000,NA,NA,NA,NA,NA,FALSE
"1477142",0,"1477142","resolved",714096.71,87750,8.13785424501424,668.52,2100,259105.28,452222.91,FALSE
"1022953",0,"1022953","resolved",53559.2,68600,0.780746355685131,85,285,53189.2,0,FALSE
"1400117",0,"1400117","unresolved",NA,93495.5,NA,NA,NA,NA,NA,TRUE
"1070701",0,"1070701","resolved",176235,115300,1.52849089332177,0,0,72235,104000,FALSE
"1019401",0,"1019401","resolved",2359786.55,1456228.25,1.62047848611644,535548.47,14426.16,1285756.92,524055,FALSE
"1467150",0,"1467150","resolved",748,9800,0.0763265306122449,0,0,748,0,FALSE
"1018748",0,"1018748","resolved",166188.14,64000,2.5966896875,44004.35,1205,101378.79,19600,FALSE
"1388166",0,"1388166","resolved",217649.23,97511.64,2.23203332443183,0,0,11500,206149.23,FALSE
"1021618",0,"1021618","resolved",1138492.5,329981.26,3.45017320074479,823.5,200,208965,928504,FALSE
"1398390",0,"1398390","resolved",238229.01,46500,5.12320451612903,233548.32,0,4680.69,0,FALSE
"1480805",0,"1480805","resolved",243015.5,102400,2.3731982421875,0,200,19950,222865.5,FALSE
"1018750",0,"1018750","resolved",419100,152300,2.75180564674984,419100,0,0,0,FALSE
"1018640",0,"1018640","resolved",530603,248674.35,2.13372629706281,0,0,3060,527543,FALSE
"1313474",0,"1313474","resolved",248166,113800,2.18072056239016,0,0,24649,223517,FALSE
"1490566",0,"1490566","unresolved",NA,10000,NA,NA,NA,NA,NA,FALSE
"1477778",0,"1477778","resolved",158725,203300,0.780742744712248,25,0,67000,91700,FALSE
"1492717",0,"1492717","unresolved",NA,39200,NA,NA,NA,NA,NA,TRUE
"1036989",0,"1036989","resolved",5550,25000,0.222,50,0,0,5500,FALSE
"1018754",0,"1018754","resolved",834380.14,620017.24,1.34573699918409,834380.14,0,0,0,FALSE
"1010229",1,"1026634 -> 1010229","unresolved",NA,642570,NA,NA,NA,NA,NA,FALSE
"1240437",1,"1021268 -> 1240437","unresolved",NA,20200,NA,NA,NA,NA,NA,FALSE
"1286035",1,"1377585 -> 1286035","resolved",1891660.7,817000,2.31537417380661,0,100,1200,1890360.7,FALSE
"1401346",1,"1377585 -> 1401346","resolved",164261.99,168800,0.97311605450237,6184.09,1620,32022,124435.9,FALSE
"1408990",1,"1377585 -> 1408990","resolved",311500,89200,3.49215246636771,0,0,1500,310000,FALSE
"1463224",1,"1377585 -> 1463224","resolved",2847824.75,525296.13,5.42137013269068,2804300.48,0,0,43524.27,FALSE
"1272633",1,"1377585 -> 1272633","resolved",252085,150400,1.67609707446809,15670,1345,109470,125600,FALSE
"1357256",1,"1377585 -> 1357256","resolved",8446000,5361721.71,1.57524027855597,0,0,0,8446000,FALSE
"1387772",1,"1377585 -> 1387772","resolved",250871.91,221636.88,1.13190507825232,0,0,0,250871.91,FALSE
"1423131",1,"1377585 -> 1423131","resolved",3199169.86,869800,3.67805226488848,0,0,0,3199169.86,FALSE
"1471593",1,"1377585 -> 1471593","resolved",15000,16000,0.9375,0,0,0,15000,FALSE
"1075652",1,"1377585 -> 1075652","resolved",172348.94,50500,3.4128502970297,172348.94,0,0,0,FALSE
"1298012",1,"1377585 -> 1298012","resolved",125709.71,28250,4.44990123893805,23224.71,0,483,102002,FALSE
"1488590",1,"1377585 -> 1488590","resolved",5e+05,225000,2.22222222222222,0,0,0,5e+05,FALSE
"1012312",1,"1064861 -> 1012312","unresolved",NA,34700,NA,NA,NA,NA,NA,FALSE
"1011327",1,"1064861 -> 1011327","unresolved",NA,35300,NA,NA,NA,NA,NA,FALSE
"1007720",1,"1064861 -> 1007720","unresolved",NA,105300,NA,NA,NA,NA,NA,FALSE
"1011621",1,"1064861 -> 1011621","unresolved",NA,5000,NA,NA,NA,NA,NA,FALSE
"1446977",1,"1432932 -> 1446977","resolved",2390005,173608.35,13.7666477447657,0,0,0,2390005,FALSE
"1477268",1,"1432932 -> 1477268","resolved",861805.71,148171.49,5.81627214520148,99,100,335462.4,526144.31,FALSE
"1335312",1,"1432932 -> 1335312","resolved",83963.51,45500,1.84535186813187,9663.51,0,0,74300,FALSE
"1067293",1,"1432932 -> 1067293","resolved",5e+05,364900,1.37023842148534,0,0,0,5e+05,FALSE
"1343200",1,"1432932 -> 1343200","resolved",597103.11,407000,1.46708380835381,0,0,485650,111453.11,FALSE
"1034330",1,"1432932 -> 1034330","resolved",163087,93700,1.74052294557097,0,0,48345,114742,FALSE
"1437529",1,"1432932 -> 1437529","resolved",15021309.22,3168388,4.74099422797965,0,0,0,15021309.22,FALSE
"1475739",1,"1432932 -> 1475739","resolved",303657.86,25000,12.1463144,0,0,0,303657.86,FALSE
"1479794",1,"1442900 -> 1479794","unresolved",NA,6713.37,NA,NA,NA,NA,NA,FALSE
"1329702",1,"1442900 -> 1329702","unresolved",NA,5000,NA,NA,NA,NA,NA,FALSE
"1302433",1,"1422595 -> 1302433","resolved",3656243.34,993050,3.6818320729067,4620.74,1243.4,15456.24,3634922.96,FALSE
"1465611",1,"1422595 -> 1465611","resolved",7242932.16,2774769.98,2.61028200975419,0,0,8934.17,7233997.99,FALSE
"1266887",1,"1422595 -> 1266887","resolved",1867391,1320180.79,1.41449641908515,0,0,1791,1865600,FALSE
"1439102",1,"1422595 -> 1439102","resolved",2e+06,5086500,0.393197680133687,0,0,0,2e+06,FALSE
"1030699",1,"1438874 -> 1030699","resolved",3986896.24,73600,54.1697858695652,3986896.24,0,0,0,FALSE
"1405807",1,"1438874 -> 1405807","resolved",50345.97,9660.48,5.21153917817748,0,0,4564.15,45781.82,FALSE
"1401119",1,"1438874 -> 1401119","resolved",2055933.02,586500,3.50542714407502,0,0,0,2055933.02,FALSE
"1076803",1,"1476859 -> 1076803","resolved",120936.75,51750,2.33694202898551,20364.75,3831,91341,5400,FALSE
"1018624",1,"1476859 -> 1018624","resolved",584509.4,708200,0.825345100254165,798.6,100,562748.8,20862,FALSE
"1239870",1,"1476859 -> 1239870","resolved",45355.79,30713.66,1.47673022362037,5.79,0,25350,20000,FALSE
"1022620",1,"1476845 -> 1022620","resolved",56150.76,273500,0.205304424131627,31659,1000,23491.76,0,FALSE
"1047894",1,"1476845 -> 1047894","resolved",670560.07,1546400,0.433626532591826,194999.26,8100,68600.81,398860,FALSE
"1349036",1,"1476845 -> 1349036","resolved",68600,57097.67,1.20145007668439,0,0,0,68600,FALSE
"1067533",1,"1476845 -> 1067533","resolved",863725.76,569500,1.5166387357331,0,0,0,863725.76,FALSE
"1439959",1,"1476845 -> 1439959","resolved",116952.3,113100,1.03406100795756,205,500,25675,90572.3,FALSE
"1019127",1,"1476845 -> 1019127","resolved",192644.89,100900,1.90926551040634,0,0,0,192644.89,FALSE
"1275328",1,"1476845 -> 1275328","resolved",77797,92582.7,0.840297377371798,59422,5975,12400,0,FALSE
"1275549",1,"1478170 -> 1275549","resolved",5077614,891600,5.69494616419919,0,0,17500,5060114,FALSE
"1405082",1,"1478170 -> 1405082","resolved",25084.7,23300,1.07659656652361,0,0,2500,22584.7,FALSE
"1073535",1,"1478170 -> 1073535","resolved",74062.7600000002,77401,0.956870841461999,60553.27,12767.7,741.79,0,FALSE
"1070689",1,"1478170 -> 1070689","resolved",289723.08,124800,2.32149903846154,0,0,3000,286723.08,FALSE
"1035164",1,"1478170 -> 1035164","resolved",530600,301600,1.75928381962865,9038,1888,260242,259432,FALSE
"1018843",1,"1478170 -> 1018843","resolved",140813.89,89000,1.58217853932584,0,0,135200,5613.89,FALSE
"1021823",1,"1478170 -> 1021823","resolved",1055526.55,1004500,1.05079795918367,1053433.25,755.2,1338.1,0,FALSE
"1019100",1,"1478170 -> 1019100","resolved",78384.6,6500,12.0591692307692,78384.6,0,0,0,FALSE
"1452149",1,"1268914 -> 1452149","resolved",1042306.09,38415,27.1327890147078,2959.7,1200,535444.19,502702.2,FALSE
"1488423",1,"1268914 -> 1488423","resolved",48271835.92,40000,1206.795898,28,0,0,48271807.92,FALSE
