"pac_id","depth","is_seed","traversed","has_pac_no_id_contributors"
"1282464",0,TRUE,TRUE,FALSE
"1044790",0,TRUE,TRUE,FALSE
"1280902",0,TRUE,TRUE,FALSE
"1043772",0,TRUE,TRUE,FALSE
"1280263",0,TRUE,TRUE,FALSE
"1025597",0,TRUE,TRUE,FALSE
"1047877",0,TRUE,TRUE,FALSE
"1047468",0,TRUE,TRUE,FALSE
"1047852",0,TRUE,TRUE,FALSE
"1047853",0,TRUE,TRUE,FALSE
"1047878",0,TRUE,TRUE,FALSE
"1055863",0,TRUE,TRUE,FALSE
"1040377",0,TRUE,TRUE,FALSE
"1491712",0,TRUE,FALSE,FALSE
"1041831",0,TRUE,TRUE,FALSE
"1453853",0,TRUE,TRUE,FALSE
"1258616",0,TRUE,TRUE,FALSE
"1477034",0,TRUE,FALSE,FALSE
"1468676",0,TRUE,TRUE,FALSE
"1468673",0,TRUE,TRUE,FALSE
"1018435",0,TRUE,TRUE,FALSE
"1468668",0,TRUE,TRUE,FALSE
"1018725",0,TRUE,TRUE,FALSE
"1026634",0,TRUE,TRUE,FALSE
"1018378",0,TRUE,TRUE,FALSE
"1047521",0,TRUE,TRUE,FALSE
"1018771",0,TRUE,TRUE,FALSE
"1018937",0,TRUE,TRUE,FALSE
"1042247",0,TRUE,TRUE,FALSE
"1020403",0,TRUE,TRUE,FALSE
"1398311",0,TRUE,TRUE,FALSE
"1042752",0,TRUE,TRUE,FALSE
"1047876",0,TRUE,TRUE,FALSE
"1262838",0,TRUE,FALSE,FALSE
"1042976",0,TRUE,TRUE,FALSE
"1043305",0,TRUE,TRUE,FALSE
"1247000",0,TRUE,FALSE,FALSE
"1053896",0,TRUE,TRUE,FALSE
"1367567",0,TRUE,TRUE,FALSE
"1040629",0,TRUE,TRUE,FALSE
"1435580",0,TRUE,TRUE,TRUE
"1282378",0,TRUE,TRUE,FALSE
"1299419",0,TRUE,TRUE,FALSE
"1034124",0,TRUE,TRUE,FALSE
"1018862",0,TRUE,TRUE,FALSE
"1413981",0,TRUE,FALSE,FALSE
"1478172",0,TRUE,FALSE,FALSE
"1019977",0,TRUE,TRUE,FALSE
"1071932",0,TRUE,TRUE,FALSE
"1456932",0,TRUE,FALSE,FALSE
"1277874",0,TRUE,TRUE,FALSE
"1045460",0,TRUE,TRUE,FALSE
"1018846",0,TRUE,TRUE,FALSE
"1477142",0,TRUE,FALSE,FALSE
"1076050",0,TRUE,TRUE,FALSE
"1226530",0,TRUE,TRUE,FALSE
"1042187",0,TRUE,TRUE,FALSE
"1073761",0,TRUE,TRUE,FALSE
"1490064",0,TRUE,TRUE,FALSE
"1221924",0,TRUE,TRUE,FALSE
"1489012",0,TRUE,FALSE,FALSE
"1469747",0,TRUE,TRUE,FALSE
"1223277",0,TRUE,TRUE,FALSE
"1477312",0,TRUE,FALSE,FALSE
"1034589",0,TRUE,TRUE,FALSE
"1021744",0,TRUE,TRUE,TRUE
"1020015",0,TRUE,TRUE,FALSE
"1021273",0,TRUE,TRUE,TRUE
"1031555",0,TRUE,TRUE,FALSE
"1039598",0,TRUE,TRUE,FALSE
"1021706",0,TRUE,TRUE,TRUE
"1030692",0,TRUE,TRUE,FALSE
"1266480",0,TRUE,TRUE,FALSE
"1019780",0,TRUE,TRUE,FALSE
"1018801",0,TRUE,TRUE,FALSE
"1054067",0,TRUE,TRUE,FALSE
"1048794",0,TRUE,TRUE,FALSE
"1237671",0,TRUE,TRUE,FALSE
"1483803",0,TRUE,FALSE,FALSE
"1281772",0,TRUE,TRUE,FALSE
"1064902",0,TRUE,TRUE,FALSE
"1022953",0,TRUE,TRUE,FALSE
"1400117",0,TRUE,FALSE,FALSE
"1070701",0,TRUE,TRUE,FALSE
"1467150",0,TRUE,TRUE,FALSE
"1343200",0,TRUE,TRUE,FALSE
"1048313",0,TRUE,TRUE,FALSE
"1058417",0,TRUE,TRUE,FALSE
"1255069",0,TRUE,FALSE,FALSE
"1406838",0,TRUE,TRUE,TRUE
"1018748",0,TRUE,TRUE,FALSE
"1388166",0,TRUE,TRUE,FALSE
"1021618",0,TRUE,TRUE,FALSE
"1398390",0,TRUE,TRUE,FALSE
"1480805",0,TRUE,TRUE,FALSE
"1018750",0,TRUE,TRUE,FALSE
"1018640",0,TRUE,TRUE,FALSE
"1313474",0,TRUE,TRUE,FALSE
"1490566",0,TRUE,TRUE,FALSE
"1477778",0,TRUE,FALSE,FALSE
"1492717",0,TRUE,FALSE,FALSE
"1036989",0,TRUE,TRUE,FALSE
"1445004",0,TRUE,FALSE,FALSE
"1018754",0,TRUE,TRUE,FALSE
"1365388",0,TRUE,TRUE,FALSE
"1067533",0,TRUE,TRUE,FALSE
"1408693",0,TRUE,FALSE,FALSE
"1042048",0,TRUE,TRUE,FALSE
"1342714",0,TRUE,TRUE,FALSE
"1018392",0,TRUE,TRUE,TRUE
"1482358",0,TRUE,TRUE,FALSE
"1243091",0,TRUE,TRUE,FALSE
"1019216",0,TRUE,TRUE,FALSE
"1261647",0,TRUE,TRUE,FALSE
"1258919",0,TRUE,TRUE,FALSE
"1273830",0,TRUE,TRUE,FALSE
"1021721",0,TRUE,TRUE,FALSE
"1045835",0,TRUE,FALSE,FALSE
"1280975",0,TRUE,TRUE,FALSE
"1371227",0,TRUE,TRUE,FALSE
"1343340",0,TRUE,TRUE,FALSE
"1047567",0,TRUE,TRUE,FALSE
"1435087",0,TRUE,TRUE,FALSE
"1029026",0,TRUE,TRUE,FALSE
"1436215",0,TRUE,TRUE,FALSE
"1302173",0,TRUE,TRUE,FALSE
"1268631",0,TRUE,TRUE,FALSE
"1025607",0,TRUE,TRUE,FALSE
"1039258",0,TRUE,TRUE,FALSE
"1019646",0,TRUE,TRUE,FALSE
"1288633",0,TRUE,TRUE,FALSE
"1396710",0,TRUE,TRUE,FALSE
"1298176",0,TRUE,FALSE,FALSE
"1484213",0,TRUE,FALSE,FALSE
"1243454",0,TRUE,TRUE,FALSE
"1045880",0,TRUE,TRUE,FALSE
"1452790",0,TRUE,FALSE,FALSE
"1048353",0,TRUE,FALSE,FALSE
"1047153",0,TRUE,TRUE,FALSE
"1300663",0,TRUE,TRUE,FALSE
"1069562",0,TRUE,TRUE,FALSE
"1020192",0,TRUE,TRUE,FALSE
"1035426",0,TRUE,TRUE,FALSE
"1444108",0,TRUE,TRUE,FALSE
"1327739",0,TRUE,TRUE,FALSE
"1409634",0,TRUE,FALSE,FALSE
"1035434",0,TRUE,TRUE,FALSE
"1030435",0,TRUE,TRUE,FALSE
"1238271",0,TRUE,TRUE,FALSE
"1069124",0,TRUE,TRUE,FALSE
"1012312",1,FALSE,TRUE,FALSE
"1055717",1,FALSE,TRUE,FALSE
"1379198",1,FALSE,TRUE,FALSE
"1446977",1,FALSE,TRUE,FALSE
"1335312",1,FALSE,TRUE,FALSE
"1019401",1,FALSE,TRUE,FALSE
"1043345",1,FALSE,TRUE,FALSE
"1067293",1,FALSE,TRUE,FALSE
"1034330",1,FALSE,TRUE,FALSE
"1344506",1,FALSE,TRUE,FALSE
"1437529",1,FALSE,TRUE,FALSE
"1475739",1,FALSE,TRUE,FALSE
"1034810",1,FALSE,TRUE,FALSE
"1329702",1,FALSE,FALSE,FALSE
"1302433",1,FALSE,TRUE,FALSE
"1465611",1,FALSE,TRUE,FALSE
"1266887",1,FALSE,TRUE,FALSE
"1439102",1,FALSE,TRUE,FALSE
"1423131",1,FALSE,TRUE,FALSE
"1408990",1,FALSE,TRUE,FALSE
"1357256",1,FALSE,TRUE,FALSE
"1488590",1,FALSE,TRUE,FALSE
"1067655",1,FALSE,TRUE,FALSE
"1039225",1,FALSE,TRUE,TRUE
"1455738",1,FALSE,TRUE,FALSE
"1448283",1,FALSE,TRUE,FALSE
"1372681",1,FALSE,TRUE,FALSE
"1466973",1,FALSE,TRUE,FALSE
"1383218",1,FALSE,TRUE,FALSE
"1432601",1,FALSE,TRUE,FALSE
"1425252",1,FALSE,TRUE,FALSE
"1435800",1,FALSE,TRUE,FALSE
"1030699",1,FALSE,FALSE,FALSE
"1407996",1,FALSE,TRUE,FALSE
"1440790",1,FALSE,TRUE,FALSE
"1405807",1,FALSE,TRUE,FALSE
"1407923",1,FALSE,TRUE,FALSE
"1332115",1,FALSE,TRUE,FALSE
"1489835",1,FALSE,TRUE,FALSE
"1401119",1,FALSE,TRUE,FALSE
"1491225",1,FALSE,FALSE,FALSE
"1486290",1,FALSE,TRUE,FALSE
"1364220",1,FALSE,TRUE,FALSE
"1477899",1,FALSE,TRUE,FALSE
"1461019",1,FALSE,TRUE,FALSE
"1476560",1,FALSE,TRUE,FALSE
"1488423",1,FALSE,TRUE,FALSE
"1326620",1,FALSE,TRUE,FALSE
"1460720",1,FALSE,TRUE,FALSE
"1291884",1,FALSE,TRUE,FALSE
"1443600",1,FALSE,FALSE,FALSE
"1010229",1,FALSE,TRUE,FALSE
"1473273",1,FALSE,FALSE,FALSE
"1488101",1,FALSE,TRUE,FALSE
"1073535",1,FALSE,TRUE,FALSE
"1447800",1,FALSE,TRUE,FALSE
"1478537",1,FALSE,FALSE,FALSE
"1072551",1,FALSE,TRUE,FALSE
"1046932",1,FALSE,TRUE,FALSE
"1454100",1,FALSE,TRUE,FALSE
"1278808",1,FALSE,TRUE,FALSE
"1019828",1,FALSE,FALSE,FALSE
"1026184",1,FALSE,TRUE,FALSE
"1388537",1,FALSE,TRUE,FALSE
"1234155",1,FALSE,TRUE,FALSE
"1021268",1,FALSE,TRUE,TRUE
"1045740",1,FALSE,TRUE,FALSE
"1254179",1,FALSE,TRUE,FALSE
"1021823",1,FALSE,TRUE,FALSE
"1305436",1,FALSE,TRUE,FALSE
"1045082",1,FALSE,TRUE,FALSE
"1041364",1,FALSE,TRUE,FALSE
"1286035",1,FALSE,TRUE,FALSE
"1477233",1,FALSE,TRUE,FALSE
"1480256",1,FALSE,FALSE,FALSE
"1452249",1,FALSE,TRUE,FALSE
"1467902",1,FALSE,TRUE,FALSE
"1479814",1,FALSE,TRUE,FALSE
"1394146",1,FALSE,TRUE,FALSE
"1471300",1,FALSE,TRUE,FALSE
"1237135",1,FALSE,TRUE,FALSE
"1456428",1,FALSE,TRUE,TRUE
"1398376",1,FALSE,TRUE,TRUE
"1018355",1,FALSE,TRUE,FALSE
"1377164",1,FALSE,TRUE,FALSE
"1054869",1,FALSE,TRUE,FALSE
"1457818",1,FALSE,TRUE,TRUE
"1036915",1,FALSE,TRUE,FALSE
"1303937",1,FALSE,TRUE,FALSE
"1478738",1,FALSE,TRUE,FALSE
"1383183",1,FALSE,TRUE,FALSE
"1458142",1,FALSE,TRUE,FALSE
"1456951",1,FALSE,FALSE,FALSE
"1064861",1,FALSE,TRUE,FALSE
"1318775",1,FALSE,TRUE,FALSE
"1280730",1,FALSE,FALSE,FALSE
"1427496",1,FALSE,TRUE,FALSE
"1018529",1,FALSE,TRUE,FALSE
"1358910",1,FALSE,TRUE,FALSE
"1241835",1,FALSE,TRUE,FALSE
"1468264",1,FALSE,TRUE,FALSE
"1039318",1,FALSE,TRUE,FALSE
"1467077",1,FALSE,TRUE,FALSE
"1468740",1,FALSE,TRUE,FALSE
"1469561",1,FALSE,TRUE,FALSE
"1377592",1,FALSE,FALSE,FALSE
"1401346",1,FALSE,TRUE,FALSE
"1278442",1,FALSE,TRUE,FALSE
"1406018",1,FALSE,TRUE,FALSE
"1018912",1,FALSE,TRUE,FALSE
"1048529",1,FALSE,TRUE,TRUE
"1272633",1,FALSE,TRUE,TRUE
"1038905",1,FALSE,TRUE,FALSE
"1338487",1,FALSE,TRUE,FALSE
"1483101",1,FALSE,TRUE,FALSE
"1042437",1,FALSE,TRUE,FALSE
"1363067",1,FALSE,TRUE,FALSE
"1455293",1,FALSE,TRUE,FALSE
"1069839",1,FALSE,TRUE,TRUE
"1358790",1,FALSE,TRUE,FALSE
"1047894",1,FALSE,TRUE,FALSE
"1380675",1,FALSE,TRUE,TRUE
"1051531",1,FALSE,TRUE,FALSE
"1415484",1,FALSE,TRUE,FALSE
"1377585",1,FALSE,TRUE,FALSE
"1466919",1,FALSE,TRUE,FALSE
"1477295",1,FALSE,TRUE,FALSE
"1478936",1,FALSE,FALSE,FALSE
"1479206",1,FALSE,TRUE,FALSE
"1431167",1,FALSE,TRUE,FALSE
"1387772",1,FALSE,TRUE,TRUE
"1481476",1,FALSE,TRUE,FALSE
"1247892",1,FALSE,TRUE,FALSE
"1483657",1,FALSE,TRUE,FALSE
"1478433",1,FALSE,FALSE,FALSE
"1468266",1,FALSE,TRUE,FALSE
"1428226",1,FALSE,TRUE,FALSE
"1485822",1,FALSE,TRUE,FALSE
"1482260",1,FALSE,TRUE,FALSE
"1459007",1,FALSE,TRUE,FALSE
"1282023",1,FALSE,TRUE,FALSE
"1480296",1,FALSE,TRUE,TRUE
"1468335",1,FALSE,TRUE,FALSE
"1231808",1,FALSE,TRUE,FALSE
"1467230",1,FALSE,TRUE,FALSE
"1254059",1,FALSE,TRUE,FALSE
"1029806",1,FALSE,TRUE,FALSE
"1477642",1,FALSE,TRUE,FALSE
"1484266",1,FALSE,TRUE,TRUE
"1018513",1,FALSE,TRUE,FALSE
"1484899",1,FALSE,TRUE,FALSE
"1408224",1,FALSE,TRUE,FALSE
"1235258",1,FALSE,TRUE,FALSE
"1051844",1,FALSE,TRUE,FALSE
"1275672",1,FALSE,TRUE,FALSE
"1470826",1,FALSE,TRUE,FALSE
"1488081",1,FALSE,TRUE,FALSE
"1058979",1,FALSE,TRUE,FALSE
"1353866",1,FALSE,TRUE,FALSE
"1254010",1,FALSE,TRUE,FALSE
"1060120",1,FALSE,TRUE,FALSE
"1233935",1,FALSE,TRUE,FALSE
"1296889",1,FALSE,TRUE,FALSE
"1475998",1,FALSE,TRUE,FALSE
"1065171",1,FALSE,TRUE,FALSE
"1461436",1,FALSE,TRUE,FALSE
"1035687",1,FALSE,TRUE,FALSE
"1026550",1,FALSE,TRUE,FALSE
"1018475",1,FALSE,TRUE,FALSE
"1365285",1,FALSE,TRUE,FALSE
"1235948",1,FALSE,TRUE,FALSE
"1021723",1,FALSE,TRUE,FALSE
"1018769",1,FALSE,TRUE,FALSE
"1301846",1,FALSE,TRUE,FALSE
"1021698",1,FALSE,TRUE,FALSE
"1018654",1,FALSE,TRUE,FALSE
"1018716",1,FALSE,TRUE,FALSE
"1018494",1,FALSE,TRUE,FALSE
"1032202",1,FALSE,TRUE,FALSE
"1069546",1,FALSE,TRUE,FALSE
"1273104",1,FALSE,TRUE,FALSE
"1459884",1,FALSE,TRUE,FALSE
"1435661",1,FALSE,TRUE,FALSE
"1062927",1,FALSE,TRUE,FALSE
"1020609",1,FALSE,TRUE,FALSE
"1018602",1,FALSE,TRUE,FALSE
"1018523",1,FALSE,TRUE,FALSE
"1077648",1,FALSE,TRUE,FALSE
"1377313",1,FALSE,TRUE,FALSE
"1462496",1,FALSE,TRUE,FALSE
"1441181",1,FALSE,TRUE,FALSE
"1076803",1,FALSE,TRUE,FALSE
"1031089",1,FALSE,TRUE,FALSE
"1256259",1,FALSE,TRUE,FALSE
"1225755",1,FALSE,TRUE,FALSE
"1026324",1,FALSE,FALSE,FALSE
"1024768",1,FALSE,TRUE,FALSE
"1055991",1,FALSE,TRUE,FALSE
"1021736",1,FALSE,TRUE,FALSE
"1034642",1,FALSE,TRUE,FALSE
"1467929",1,FALSE,TRUE,FALSE
"1228854",1,FALSE,TRUE,FALSE
"1018853",1,FALSE,TRUE,FALSE
"1413079",1,FALSE,TRUE,FALSE
"1025148",1,FALSE,TRUE,FALSE
"1018580",1,FALSE,TRUE,FALSE
"1468871",1,FALSE,TRUE,FALSE
"1480103",1,FALSE,TRUE,FALSE
"1484235",1,FALSE,FALSE,FALSE
"1018526",1,FALSE,TRUE,FALSE
"1468441",1,FALSE,TRUE,FALSE
"1479626",1,FALSE,FALSE,FALSE
"1457730",1,FALSE,TRUE,FALSE
"1479719",1,FALSE,TRUE,FALSE
"1489531",1,FALSE,TRUE,FALSE
"1073618",2,FALSE,TRUE,FALSE
"1221322",2,FALSE,TRUE,FALSE
"1410008",2,FALSE,TRUE,FALSE
"1069777",2,FALSE,TRUE,FALSE
"1294628",2,FALSE,TRUE,FALSE
"1365806",2,FALSE,TRUE,FALSE
"1471074",2,FALSE,TRUE,FALSE
"1436831",2,FALSE,TRUE,FALSE
"1018412",2,FALSE,TRUE,FALSE
"1474057",2,FALSE,TRUE,FALSE
"1063721",2,FALSE,TRUE,TRUE
"1311218",2,FALSE,TRUE,FALSE
"1413748",2,FALSE,TRUE,FALSE
"1073520",2,FALSE,TRUE,FALSE
"1446666",2,FALSE,TRUE,FALSE
"1485654",2,FALSE,TRUE,FALSE
"1276614",2,FALSE,TRUE,FALSE
"1463224",2,FALSE,TRUE,FALSE
"1450820",2,FALSE,TRUE,FALSE
"1302403",2,FALSE,TRUE,FALSE
"1050957",2,FALSE,TRUE,TRUE
"1452276",2,FALSE,TRUE,FALSE
"1476993",2,FALSE,TRUE,FALSE
"1297707",2,FALSE,TRUE,FALSE
"1358788",2,FALSE,TRUE,FALSE
"1413944",2,FALSE,TRUE,FALSE
"1035164",2,FALSE,TRUE,FALSE
"1022037",2,FALSE,TRUE,FALSE
"1430404",2,FALSE,TRUE,FALSE
"1421884",2,FALSE,TRUE,FALSE
"1410966",2,FALSE,FALSE,FALSE
"1374474",2,FALSE,TRUE,FALSE
"1355053",2,FALSE,TRUE,FALSE
"1355052",2,FALSE,TRUE,FALSE
"1253541",2,FALSE,TRUE,FALSE
"1009760",2,FALSE,TRUE,FALSE
"1014098",2,FALSE,TRUE,FALSE
"1261612",2,FALSE,TRUE,FALSE
"1363184",2,FALSE,TRUE,FALSE
"1010199",2,FALSE,TRUE,FALSE
"1010204",2,FALSE,TRUE,FALSE
"1010197",2,FALSE,TRUE,FALSE
"1355050",2,FALSE,TRUE,FALSE
"1010260",2,FALSE,TRUE,FALSE
"1355057",2,FALSE,TRUE,FALSE
"1355060",2,FALSE,TRUE,FALSE
"1010278",2,FALSE,TRUE,FALSE
"1450764",2,FALSE,TRUE,FALSE
"1261609",2,FALSE,TRUE,FALSE
"1261972",2,FALSE,TRUE,FALSE
"1294498",2,FALSE,TRUE,FALSE
"1010381",2,FALSE,TRUE,FALSE
"1010258",2,FALSE,TRUE,FALSE
"1010167",2,FALSE,TRUE,FALSE
"1010183",2,FALSE,TRUE,FALSE
"1012585",2,FALSE,TRUE,FALSE
"1457545",2,FALSE,TRUE,FALSE
"1261615",2,FALSE,TRUE,FALSE
"1010405",2,FALSE,TRUE,FALSE
"1450766",2,FALSE,TRUE,FALSE
"1355048",2,FALSE,TRUE,FALSE
"1264046",2,FALSE,TRUE,FALSE
"1010385",2,FALSE,TRUE,FALSE
"1010411",2,FALSE,TRUE,FALSE
"1012990",2,FALSE,TRUE,FALSE
"1261618",2,FALSE,TRUE,FALSE
"1011716",2,FALSE,TRUE,FALSE
"1282798",2,FALSE,TRUE,FALSE
"1014526",2,FALSE,TRUE,FALSE
"1012856",2,FALSE,TRUE,FALSE
"1293912",2,FALSE,TRUE,FALSE
"1011492",2,FALSE,TRUE,FALSE
"1287768",2,FALSE,TRUE,FALSE
"1245954",2,FALSE,TRUE,FALSE
"1010241",2,FALSE,TRUE,FALSE
"1355061",2,FALSE,TRUE,FALSE
"1012481",2,FALSE,TRUE,FALSE
"1010274",2,FALSE,TRUE,FALSE
"1450768",2,FALSE,TRUE,FALSE
"1282797",2,FALSE,TRUE,FALSE
"1457550",2,FALSE,TRUE,FALSE
"1393636",2,FALSE,TRUE,FALSE
"1450761",2,FALSE,TRUE,FALSE
"1393635",2,FALSE,TRUE,FALSE
"1363208",2,FALSE,TRUE,FALSE
"1233722",2,FALSE,TRUE,FALSE
"1057363",2,FALSE,TRUE,FALSE
"1466271",2,FALSE,TRUE,FALSE
"1256042",2,FALSE,TRUE,FALSE
"1073792",2,FALSE,TRUE,FALSE
"1067126",2,FALSE,TRUE,FALSE
"1258461",2,FALSE,TRUE,FALSE
"1434521",2,FALSE,TRUE,FALSE
"1281019",2,FALSE,TRUE,FALSE
"1018955",2,FALSE,TRUE,FALSE
"1064977",2,FALSE,TRUE,FALSE
"1448626",2,FALSE,TRUE,TRUE
"1369752",2,FALSE,TRUE,FALSE
"1457857",2,FALSE,TRUE,FALSE
"1398000",2,FALSE,TRUE,FALSE
"1267012",2,FALSE,TRUE,FALSE
"1018964",2,FALSE,TRUE,FALSE
"1282058",2,FALSE,TRUE,FALSE
"1333867",2,FALSE,TRUE,FALSE
"1265524",2,FALSE,TRUE,FALSE
"1314805",2,FALSE,TRUE,FALSE
"1417140",2,FALSE,TRUE,FALSE
"1449329",2,FALSE,TRUE,FALSE
"1056124",2,FALSE,TRUE,FALSE
"1479257",2,FALSE,TRUE,FALSE
"1445325",2,FALSE,TRUE,TRUE
"1462395",2,FALSE,TRUE,FALSE
"1417133",2,FALSE,TRUE,FALSE
"1363198",2,FALSE,TRUE,FALSE
"1469109",2,FALSE,TRUE,FALSE
"1446271",2,FALSE,TRUE,FALSE
"1471258",2,FALSE,TRUE,FALSE
"1479464",2,FALSE,TRUE,TRUE
"1071446",2,FALSE,TRUE,FALSE
"1303833",2,FALSE,TRUE,FALSE
"1265977",2,FALSE,TRUE,FALSE
"1306048",2,FALSE,TRUE,FALSE
"1073650",2,FALSE,TRUE,FALSE
"1479867",2,FALSE,TRUE,FALSE
"1274758",2,FALSE,TRUE,FALSE
"1433277",2,FALSE,TRUE,FALSE
"1481559",2,FALSE,TRUE,FALSE
"1421327",2,FALSE,TRUE,FALSE
"1039029",2,FALSE,TRUE,FALSE
"1021730",2,FALSE,TRUE,FALSE
"1354904",2,FALSE,TRUE,FALSE
"1461257",2,FALSE,TRUE,FALSE
"1039375",2,FALSE,TRUE,FALSE
"1458772",2,FALSE,TRUE,FALSE
"1488039",2,FALSE,TRUE,FALSE
"1299840",2,FALSE,TRUE,FALSE
"1319222",2,FALSE,TRUE,FALSE
"1421550",2,FALSE,TRUE,FALSE
"1487507",2,FALSE,TRUE,FALSE
"1485027",2,FALSE,TRUE,FALSE
"1488418",2,FALSE,TRUE,FALSE
"1485031",2,FALSE,TRUE,FALSE
"1385421",2,FALSE,TRUE,FALSE
"1025165",2,FALSE,TRUE,FALSE
"1327642",2,FALSE,TRUE,FALSE
"1332378",2,FALSE,TRUE,FALSE
"1070781",2,FALSE,TRUE,FALSE
"1222119",2,FALSE,TRUE,FALSE
"1047491",2,FALSE,TRUE,FALSE
"1031061",2,FALSE,TRUE,FALSE
"1021644",2,FALSE,TRUE,FALSE
"1250157",2,FALSE,TRUE,TRUE
"1049558",2,FALSE,TRUE,FALSE
"1273532",2,FALSE,TRUE,FALSE
"1297708",2,FALSE,TRUE,FALSE
"1459023",2,FALSE,TRUE,FALSE
"1241349",2,FALSE,TRUE,FALSE
"1041970",2,FALSE,TRUE,FALSE
"1018820",2,FALSE,TRUE,FALSE
"1067211",2,FALSE,TRUE,FALSE
"1450224",2,FALSE,TRUE,FALSE
"1309647",2,FALSE,TRUE,FALSE
"1356720",2,FALSE,TRUE,FALSE
"1233793",2,FALSE,TRUE,FALSE
"1378642",2,FALSE,TRUE,FALSE
"1018460",2,FALSE,TRUE,TRUE
"1298154",2,FALSE,TRUE,FALSE
"1315755",2,FALSE,TRUE,FALSE
"1344050",2,FALSE,TRUE,FALSE
"1327112",2,FALSE,TRUE,FALSE
"1060411",2,FALSE,TRUE,FALSE
"1255226",2,FALSE,TRUE,FALSE
"1343845",2,FALSE,TRUE,FALSE
"1286381",2,FALSE,TRUE,FALSE
"1265580",2,FALSE,TRUE,FALSE
"1242839",2,FALSE,TRUE,FALSE
"1292770",2,FALSE,TRUE,FALSE
