pac_id,depth,path,status,total_received,total_donated_all,data_sufficiency,unitemized_amount,small_dollar_amount,under_5k_amount,over_5k_amount,is_federal_pac,is_major_donor_ie,is_candidate_pac,suspected_federal_reason,suspected_federal_pac,low_data_sufficiency,unknown_data_sufficiency,data_ok,pct_unitemized,pct_small_dollar,pct_over_5k,entity_id_normalized
1442900,0,1442900,resolved,182663.37,72100,2.53347253814147,0,0,17450,165213.37,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0,0,0.904469078830638,b63d8b6f-53c9-4525-a3de-d1237ac008df
1052411,0,1052411,resolved,1786987.62,1575100,1.13452328106152,1786987.62,0,0,0,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,1,0,0,871075c1-2689-4bcc-80cf-12a6a0296d6a
1247549,0,1247549,resolved,574842.75,415642.12,1.3830233326689798,555860.63,0,0,18982.12,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.966978586752638,0,0.03302141324736199,fbe92020-c26f-45c7-a407-23115251c6bb
1422595,0,1422595,resolved,444020,138350,3.209396458258041,0,0,0,444020,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0,0,1,0a56255a-3312-4085-837c-80349dcdf2bd
1018766,0,1018766,resolved,443479.2,408100,1.0866924773339868,2442.3,287.5,23650,417099.4,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.005507135396654455,6.482829408910271e-4,0.9405162632204622,f3cd48a8-cb68-4e56-aac2-3711f0f1376a
1077374,0,1077374,resolved,17726290.03,24318079.980000004,0.7289346052228913,17185812.93,0,0,540477.1,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,0.9695098580083426,0,0.030490141991657345,ceeb5ee1-8356-44e1-946f-5f61ec33350c
1373047,0,1373047,resolved,22421094.51,22588703.01,0.992579985671342,22421094.51,0,0,0,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,1,0,0,b5951f83-1f30-46b9-9257-e3919ea69ffa
1358150,0,1358150,resolved,2514947.35,868383.04,2.8961267483989555,2514947.35,0,0,0,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,1,0,0,1411eff6-0fa8-40b1-9efe-429c7edf667a
1318200,0,1318200,resolved,827532.37,872830,0.9481025743844735,0,0,0,827532.37,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0,0,1,c5a92a01-f2c7-4b04-b4c4-163989edc08e
1244001,0,1244001,resolved,186142.52,35000,5.318357714285714,0,0,1142.52,185000,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0,0,0.9938621224210353,f0006ef7-c867-4bfe-9a93-48c0b202b3f7
1438874,0,1438874,resolved,1962685.44,79300,24.750131651954604,133676.09000000003,22776.32,140708.02000000002,1665525.01,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.0681087693807929,0.011604671607488973,0.8485949791322649,93e0509a-cae7-4163-ad7c-45c9c5073c63
1018449,0,1018449,resolved,1882899.4900000002,1399200,1.345697176958262,2155.58,241.5,106743.09999999998,1773759.3099999998,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.001144819472015471,1.2825963429412792e-4,0.9420361094261063,fbf0d247-e846-45d4-8fbe-eb79e6cd0240
1036697,0,1036697,resolved,2194803.69,2360300,0.9298833580477057,2167824.02,0,0,26979.67,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.987707479205122,0,0.012292520794878014,a531dcca-e8e5-4ff2-a8a3-d449e2f1eb74
1019841,0,1019841,resolved,106595,26066.43,4.089359379094107,0,0,0,106595,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0,0,1,a0d15db3-932f-4981-b168-2b71be023c65
1022794,0,1022794,resolved,55500.000000000015,35000,1.585714285714286,0,0,36000.000000000015,19500,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0,0,0.35135135135135126,f44695e7-248a-4c1b-94ab-ef381fc43040
1486767,0,1486767,resolved,156832665.71,168100000,0.9329724313503868,25,0,0,156832640.71,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,1.5940556698964495e-7,0,0.999999840594433,064d2f92-2822-4fd1-b728-f4761d25d40d
1355868,0,1355868,resolved,15500,20000,0.775,0,0,0,15500,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0,0,1,55f52ff3-4306-48d1-b84e-1a31fa04e7b8
1018473,0,1018473,resolved,2500000,1363178,1.8339497849877273,2500000,0,0,0,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,1,0,0,d0854243-1d1c-4b96-96da-5fbcc16a6e5c
1296948,0,1296948,resolved,1493395.8599999999,597066,2.5012240857794614,1441938.19,0,0,51457.67,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.9655431815647326,0,0.03445681843526739,f7636b51-da70-44bd-86eb-e0f86a8e6b85
1302384,0,1302384,resolved,5912913,2425677.14,2.437633971353665,5912913,0,0,0,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,1,0,0,e0625819-026d-421e-aca1-1a93fc60020e
1038947,0,1038947,resolved,2267007.0200000005,2275553.32,0.9962442980681291,2206548.6500000004,0,0,60458.37,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.9733311941839509,0,0.026668805816049034,4a599149-1397-4e75-9d59-a7db1c42c748
1342002,0,1342002,resolved,18620,47000,0.39617021276595743,0,200,8620,9800,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,0,0.010741138560687433,0.5263157894736842,52c081e2-0134-43ed-b2a3-29a5a3808332
1476845,0,1476845,resolved,1244741.57,63890,19.482572703083427,5953,1400,352159.66000000003,885228.9099999999,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,0.004782518832403098,0.0011247314573096486,0.7111748585692369,244c68ca-4659-4424-9cf4-239a54dd36f0
1029583,0,1029583,resolved,231072.71,139800,1.6528806151645208,0,300,69569,161203.71,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0,0.0012982926456352201,0.6976319704737093,e8b916cd-1a49-412d-8aa9-3bedb4e52c3f
1273063,0,1273063,resolved,1362357.66,1314395,1.0364902940135956,1318044,0,0,44313.659999999996,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.9674728147379449,0,0.03252718526205519,f100c1ca-ebef-4413-97f6-fbad36f0301d
1449477,0,1449477,resolved,892926,556370.6900000001,1.604912005698934,476,400,6950,885100,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,5.330788889560837e-4,4.47965452904272e-4,0.9912355559139279,d4c84356-b011-47ff-9b0f-da1b1f23e4f6
1374983,0,1374983,resolved,911664.7,1346300,0.6771631137190819,911664.7,0,0,0,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,1,0,0,7cf0c6da-179c-44ba-9816-840db4f1ff48
1018915,0,1018915,resolved,564032.87,437550,1.289070666209576,564032.87,0,0,0,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,1,0,0,ebd8e7ad-a20f-45d4-869a-2e79c5268150
1325942,0,1325942,federal_pac,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,1bbe4ce2-bcfb-4cc4-a299-6a0cc8989a41
1475565,0,1475565,unresolved,NA,19100,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,40012665-8f82-4695-82cb-31035d8427ff
1478170,0,1478170,resolved,838848.93,107922.27,7.772713917155375,35,200,291038.93,547575,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,4.17238417410868e-5,2.3842195280621029e-4,0.652769504039303,5e7d6c1d-410d-4b4c-9dcc-f5ab068f4aba
1464730,0,1464730,resolved,230650.83,208555.66,1.105943756213569,225000,0,0,5650.83,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.9755005000415564,0,0.02449949995844368,fb40e856-baa0-429b-9860-a76cf1d99946
1316497,0,1316497,resolved,832740.8000000035,199900,4.165786893446741,90581.46,18725.99,663433.3500000016,60000,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.10877509544386395,0.02248717728253488,0.07205123130750858,afd4c1fc-7914-4027-be63-1c0d91530150
1043298,0,1043298,resolved,160056,32000,5.00175,160056,0,0,0,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,1,0,0,e773af63-fd69-4883-9af9-0da50f65ca91
1065182,0,1065182,resolved,736836.3400000001,749700,0.9828415899693211,0,0,0,736836.3400000001,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0,0,1,a014938b-e708-4679-ba12-b259b2387b23
1319072,0,1319072,resolved,10028.779999999999,14500,0.6916399999999999,0,0,0,10028.779999999999,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,0,0,1,20d50471-c724-4123-956e-c26b89d51b45
1020788,0,1020788,resolved,3828163.1300000004,3544025,1.0801738503537646,3793311.5500000003,0,0,34851.58,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.9908960044761729,0,0.009103995523827116,b5951f83-1f30-46b9-9257-e3919ea69ffa
1070224,0,1070224,resolved,480510,483200,0.9944329470198675,0,0,0,480510,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0,0,1,5797aef8-335b-4365-b50d-39183b7574ed
1448772,0,1448772,federal_pac,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,644748ed-94b9-4ef9-be90-e6fe0bd9db9d
1268914,0,1268914,resolved,6206373.250001113,3089150.0999999996,2.0090876289893176,1433142.4100000001,230856.95999999897,3518277.429999842,1024096.4500000001,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.23091463440419785,0.03719675738160891,0.1650072286580277,bf8c6009-8411-473d-b1df-5886a9d91af4
1455363,0,1455363,unresolved,NA,11000,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,7a442578-16ca-4865-9b3a-ca8152a61449
1478478,0,1478478,unresolved,NA,32500,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,ec8f2b4f-b8bf-4147-b318-80189b873eef
1047526,0,1047526,resolved,8600,77200,0.11139896373056994,0,100,3500,5000,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,0,0.011627906976744186,0.5813953488372093,639582c2-3176-4d8c-bcc8-8c4fced4c650
1018676,0,1018676,resolved,1267390.5000000002,2858300,0.44340709512647386,754271.4,41667.5,353508.37000000005,117943.23,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,0.5951373313907591,0.03287660748601161,0.09305989748226767,3309a3a9-ea67-48cb-bb69-6221765da320
1331005,0,1331005,resolved,85525.68,133831.4,0.639055408521468,8199.04,0,7326.64,70000,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,0.09586641111769005,0,0.8184676228239285,37aa7e37-4b84-4bb9-9bb0-670007cf010f
1059236,0,1059236,unresolved,NA,32706.56,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,4ea5af2b-5565-4ef0-9f1c-f32f48a58cfc
1018869,0,1018869,resolved,69153.47,76863.2,0.8996954329249889,58520.4,0,0,10633.07,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.8462395307133539,0,0.15376046928664605,2cfd0fcf-ca08-4f9d-bfc9-e2aee29fbd77
1019718,0,1019718,resolved,12976.5,12500,1.03812,12451.5,0,525,0,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.9595422494509305,0,0,83328479-f416-4cb1-926d-85d759436915
1237416,0,1237416,resolved,78385.66,65900,1.18946373292868,64824,0,0,13561.659999999996,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.8269879975495518,0,0.17301200245044815,54e28465-f6d9-4c9b-a638-57859d82175f
1251912,0,1251912,resolved,193272.90000000002,186100,1.03854325631381,0,0,0,193272.90000000002,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0,0,1,0ab1f59b-7a29-44e7-9157-e466c03a7230
1040545,0,1040545,resolved,329361.88999999996,324700,1.0143575300277177,327429.95,1791.4099999999996,140.52999999999997,0,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.9941342940435521,0.0054390324272185825,0,6187c78a-16ed-4d3f-a37b-35f40c2127d1
1047609,0,1047609,resolved,1109419.6200000027,961650,1.1536625799407296,0,0,529435.8999999993,579983.72,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0,0,0.52278119977723,79c6d841-ea96-490c-8f71-38486400c6f2
1056178,0,1056178,resolved,423036,126000,3.357428571428571,423036,0,0,0,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,1,0,0,d3883c6e-1639-447d-83e7-f9c3af84e128
1489060,0,1489060,resolved,50000,10500,4.761904761904762,0,0,0,50000,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0,0,1,7e9c3f9e-fc30-49ab-a09c-1d441a56cbcb
1021564,0,1021564,resolved,528323.1,791200,0.6677491152679474,478811.54,0,0,49511.560000000005,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,0.906285452973758,0,0.0937145470262421,0100889d-c16d-4250-b060-778f1533631d
1058056,0,1058056,resolved,335550.0899999999,462800,0.7250434096802072,74375.63,21079.169999999995,240095.2899999999,0,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,0.22165283877587405,0.06281974175599238,0,4b8cb7ca-9477-4c4f-b2ee-a68ae7edd05f
1073398,0,1073398,resolved,44152.5,25150,1.7555666003976143,0,0,0,44152.5,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0,0,1,cc52bced-647c-43c4-b309-c3a2b32f7726
1018385,0,1018385,unresolved,NA,30522,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,e42a3bd0-43b1-428c-8062-d6c6a2efe627
1477317,0,1477317,resolved,938936.2,184560,5.087430645860424,2130,200,358736.03,577870.1699999999,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,0.0022685247410846447,2.1300701794222014e-4,0.615452008347319,48c8dafc-4673-47eb-8c9d-6f1c340c3f27
1018496,0,1018496,resolved,113050.1,127350,0.8877118178248921,0,0,0,113050.1,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0,0,1,544c808c-31d0-4153-8f13-b837df229769
1298011,0,1298011,unresolved,NA,17400,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,7d5ba0c4-0c80-40e4-b691-2ab5a489bb9f
1051285,0,1051285,resolved,173818.58000000002,25500,6.816414901960785,173818.58000000002,0,0,0,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,1,0,0,33b3b8db-4411-4661-aadd-97f80ac13802
1023815,0,1023815,resolved,6883360.399999999,3513080,1.9593520215878941,3414628.9499999997,0,0,3468731.4499999997,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.4960700517729683,0,0.5039299482270316,60141326-867a-478e-b854-7961990e66ed
1021722,0,1021722,resolved,411815.36,549500,0.7494365059144676,2105.6800000000003,74200,335509.68,0,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,0.005113165278730741,0.18017783503752752,0,f64c15ef-f926-4030-966f-b9fd3a43bb99
1064202,0,1064202,resolved,38870.99,10000,3.8870989999999996,0,0,2270.9900000000002,36600,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0,0,0.9415762243256476,9fc50cad-a3a1-45ca-a7c7-29738a8c6b0f
1460206,0,1460206,resolved,99200,49200,2.016260162601626,0,0,0,99200,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0,0,1,9791864f-d090-440f-b5f6-36c519889be1
1018954,0,1018954,resolved,741729.13,579400,1.2801676389368313,741729.13,0,0,0,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,1,0,0,cbcbd425-5659-49ea-a74a-7c2686d1205a
1047683,0,1047683,resolved,760013.3900000001,188200,4.038328320935176,391568.63,27393.880000000005,341050.87999999913,0,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.5152128043428287,0.03604394390998822,0,2a318cf1-5ba7-4d59-83ba-d495173c995a
1056662,0,1056662,resolved,140000,67500,2.074074074074074,140000,0,0,0,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,1,0,0,93326e1e-44b8-4d4f-bf46-57fe85ce7d1b
1476870,0,1476870,resolved,858869.41,142600,6.02292713884993,289,900,315180.41000000003,542500,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,3.36488873203669e-4,0.0010478892245096958,0.6316443381072333,863160ca-fba5-4f8d-8b06-7d2efdf26597
1049814,0,1049814,resolved,820856,156100,5.258526585522101,808142,8714,4000,0,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.9845112906526845,0.01061574746362334,0,955473d1-c58c-48b9-adc7-58720b3cf513
1349650,0,1349650,resolved,104555,61350,1.7042379788101059,17535,5890,76030,5100,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.16771077423365693,0.05633398689684855,0.048778155038018266,2b6a60ae-177d-4603-9f64-1cd14b01ba6d
1066113,0,1066113,unresolved,NA,10000,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,590bb6c9-c479-4073-9af1-d393f17e42ce
1053654,0,1053654,resolved,137012,67600,2.026804733727811,0,0,0,137012,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0,0,1,f8e7107c-6635-4637-9a27-66d1a001d2c7
1477447,0,1477447,resolved,1026233.56,379741.49,2.702453081963733,298.88,2000,496834.68000000005,527100,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,2.912397446834617e-4,0.0019488740945092459,0.5136257676079118,9b883d10-332d-4259-bb57-d02aec5baad6
1340101,0,1340101,resolved,133088,51400,2.5892607003891053,0,0,0,133088,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0,0,1,508aeec5-4617-4942-a6c8-a61d55ee0650
1072506,0,1072506,resolved,372417.26000000007,179950,2.0695596554598503,364808.17000000004,0,0,7609.089999999999,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.9795683744625584,0,0.02043162553744152,320d022d-d191-45c9-818e-eb02989564fb
1282464,0,1282464,resolved,399099.1400000003,32181.05,12.401681735058375,3927.19,4584.88,212047.17000000022,178539.90000000002,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.009840136463335895,0.011488072863299071,0.4473572656658691,cfe0a6c7-41c7-419f-bc90-bc40aa9c1b1a
1044790,0,1044790,resolved,53025.29,21500,2.4662925581395347,0,0,0,53025.29,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0,0,1,9c05dd5e-2da1-4af0-b48b-55c7e515c150
1280902,0,1280902,resolved,43094.91,37500,1.1491976000000002,39806,0,3288.91,0,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.923682170353761,0,0,9c7557a3-92bf-4e4a-910d-cd34d04e402d
1043772,0,1043772,resolved,90000,37500,2.4,0,0,0,90000,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0,0,1,7689ad38-1ee7-40e7-9a29-c8f193c45673
1280263,0,1280263,resolved,59830.530000000006,30800,1.9425496753246756,56142.41,0,3688.120000000001,0,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.938357223310574,0,0,d37967e8-9db1-4f1b-9ac7-762667fd5d22
1025597,0,1025597,resolved,174510.95,73100,2.387290697674419,90722.5,5329.5,69349.5,9109.45,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.5198670914346635,0.030539630894221823,0.05219987628283498,f86ea8a0-74a6-4a9e-979a-acc03ce785c2
1047877,0,1047877,resolved,371.46000000000004,9450,0.039307936507936514,0,0,371.46000000000004,0,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,0,0,0,d0894d1c-1153-49bc-89ab-6bee51ef6d39
1047468,0,1047468,resolved,59722.06,46150,1.2940858071505958,55476.32,0,4245.74,0,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.9289083464301131,0,0,b4134f4d-226b-4ec5-a6f8-34b7b3207a75
1047852,0,1047852,resolved,26267.61,13500,1.945748888888889,23335.25,0,2932.36,0,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.8883659381268414,0,0,9e2baa2e-e05c-461f-832d-10f89ec48942
1047853,0,1047853,resolved,108659.16,100600,1.0801109343936381,101207.8,0,0,7451.360000000001,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.9314244652728771,0,0.06857553472712287,b2cb292e-a8c8-4c90-b621-c7ca985ab47b
1047878,0,1047878,resolved,74369.6,123700,0.6012093775262732,74369.6,0,0,0,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,1,0,0,a6597290-3bd4-4ced-bf3f-342ab008791c
1055863,0,1055863,resolved,106714.11,23400,4.560432051282051,92862.91,0,0,13851.2,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.8702027313913784,0,0.12979726860862167,5643ca6f-4e65-453f-9c62-937d6d107211
1040377,0,1040377,resolved,383175.44000000047,95780,4.000578826477349,317945.34,45958.14000000001,19271.96,0,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.829764402436648,0.11994020284807384,0,7b9a6079-8119-4a7b-9818-f201aa2a6f34
1491712,0,1491712,federal_pac,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,f0821e4f-7a42-44f4-8147-7ca0df51e062
1041831,0,1041831,resolved,45978,43500,1.0569655172413792,0,0,0,45978,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0,0,1,37614374-a993-4f27-906b-60d1f45682dc
1453853,0,1453853,resolved,279375,109000,2.563073394495413,0,0,0,279375,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0,0,1,319d6f7f-eeef-43fc-b64f-d66e1a0badcf
1258616,0,1258616,resolved,358903.64999999985,71400,5.026661764705881,292996.15,2300,58489.179999999986,5118.32,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,0.8163643640849018,0.006408405152747822,0.014260986200614015,096d82d5-6efc-4bcf-8de6-8e8080a31a9b
1477034,0,1477034,resolved,923243.88,150711.49,6.125902411289279,68,0,334175.88,589000,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,7.365334498615902e-5,0,0.6379679440712892,339e6b30-c106-4308-b9f5-881650c909cc
1468676,0,1468676,resolved,178221.78999999998,171000,1.0422326900584795,103.85,0,22559.96,155557.97999999998,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,5.827009144055843e-4,0,0.8728336753884023,4f870a5f-81b2-4b7a-95eb-26b0adfdfa9a
1468673,0,1468673,resolved,201613.78999999998,168700,1.1951024896265559,0.5,0,13133.410000000002,188479.87999999998,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,2.479989092015978e-6,0,0.9348560929289609,621d368d-b494-4636-9e6c-6ce590297b21
