pac_id,fec_id,Contributor.Name,committee_url,name_variants,is_assoc,is_union,industry_override_under_5k,note_subcategory,notes,unresolvable_reason,is_candidate_pac,is_federal_pac,suspected_federal_pac,suspected_federal_reason,is_seed,is_major_donor_ie,low_data_sufficiency,unknown_data_sufficiency,classification_status,data_ok,contributor_is_dc_based,total_received,total_donated_all,data_sufficiency,unitemized_amount,under_5k_amount,over_5k_amount,pct_over_5k,total_direct_over_5k,total_resolvable,pct_resolvable
1255069,,Duane Morris Government Committee,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1255069,Duane Morris Government Committee | Duane Morris LLP Government Committee | Duane Morris LLP Government Committee PA ID#7900289 | Duane Morris LLP Government Committee State & Local Fund,,,Candidates/Political Parties,Candidate,,federal_pac,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,TRUE,unresolvable,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0
1406838,,Teamsters Local Union 350 PAC,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1406838,Teamsters Local Union 350 PAC,,TRUE,Unions,Trade Unions,,low_pct_resolvable,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,unresolvable,TRUE,FALSE,70323.05,38200,1.840917539,0,3417.05,66906,0.9514092463,66906,0,0
1365388,,"California Almond Industry PAC, Sponsored by The Almond Alliance of California",https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1365388,"Almond Alliance PAC | CA Almond Industry PAC | CA Almond Industry PAC, Sponsored by The Almon Alliance of California | CA Almond Industry PAC, Sponsored by the Almond Alliance of CA | CA Almond Industry PAC, Sponsored by The Almond Alliance of CA | CA Almond Industry PAC, Sponsored by the Almond Alliance of California | CA Almond Industry PAC, Sponsored by The Almond Alliance of California | CA Almond Industry PAC, Spronsored by the Almond Alliance of California | CA Almond Industy -PAC Sponsored by the Almond Alliance of CA | California Almond Industry PAC, Sponsored by the Almond Alliance of California | California Almond Industry PAC, Sponsored by The Almond Alliance of California | California Almond Industry PAC, Sponsored by The Almond Alliance Of California",,,Agriculture/Livestock,,,low_pct_resolvable,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,unresolvable,TRUE,FALSE,114270.5,135350,0.8442593277,650,73700,37100,0.3246682215,37100,37100,0.3246682215
1342714,,International Brotherhood of Electrical Workers Local 569 Candidate PAC,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1342714,Internat'l Brotherhood of Electrical Workers (IBEW) Local 569 Candidate PAC | International Brotherhood of Electrica Workes Local 569 | International Brotherhood of Electrical Workers Local 569 Candidate PAC,,TRUE,Unions,Trade Unions,,no_over_5k_contributors,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,unresolvable,TRUE,FALSE,347793.98,199550,1.742891406,207824.5,113485.51,0,0,0,0,0
1018392,,California Democratic Party,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1018392,California Democratic Party | California Democratic Party -- State | California Democratic Party- SRE Restricted Use Account,,,Candidates/Political Parties,Political Parties,,NA,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,classify_by_contributors,TRUE,FALSE,47605261.74,4192628.26,11.3545153,8782.24,315739.09,47278925.41,0.9931449525,47278925.41,28866408.98,0.6063701348
1482358,,Central Valley Council,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1482358,Central Valley Council,,,Uncategorized,,,no_contributor_data,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,TRUE,unresolvable,FALSE,FALSE,NA,117000,NA,NA,NA,NA,NA,0,0,0
1261647,,San Marcos Professional Firefighters Association PAC,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1261647,San Marcos Professional Firefighters Association PAC,,TRUE,Unions,Public Safety Unions,,no_contributor_data,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,TRUE,unresolvable,FALSE,FALSE,NA,5000,NA,NA,NA,NA,NA,0,0,0
1258919,,Schools First Federal Credit Union (FCU) Employees State PAC,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1258919,Schools First FCU Employee State PAC | Schools First FCU Employees State PAC | Schools First Federal Credit Union (FCU) Employees State PAC | Schoolsfirst FCU Employees State PAC | SchoolsFirst FCU Employees State PAC | Schoolsfirst Federal Credit Union Employees State PAC | SchoolsFirst Federal Credit Union Employees State PAC,,,Finance/Insurance,,,low_data_sufficieny,FALSE,FALSE,FALSE,NA,TRUE,FALSE,TRUE,FALSE,unresolvable,FALSE,FALSE,14767.4,36000,0.4102055556,9909.32,3353.46,0,0,0,0,0
1273830,,Wescom Credit Union State PAC,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1273830,Wescom Credit Union State PAC,,,Finance/Insurance,,,low_data_sufficieny,FALSE,FALSE,FALSE,NA,TRUE,FALSE,TRUE,FALSE,unresolvable,FALSE,FALSE,25668.07,43900,0.5846940774,5204.65,19043.41,0,0,0,0,0
1280975,,Teamsters Union Local No. 665 PAC,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1280975,Teamsters Local Union No. 665 | TEAMSTERS LOCAL UNION NO. 665 | Teamsters Union Local No. 665 | Teamsters Union Local No. 665 PAC | Teamsters Union Local No. 665 PAC Small Contributor Committee | Teamsters Union Local No.665 PAC,,TRUE,Unions,Trade Unions,,low_pct_resolvable,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,unresolvable,TRUE,FALSE,194238.21,51300,3.786319883,146663.06,13781.15,33749,0.1737505715,33749,33749,0.1737505715
1371227,,LeadingAge California PAC,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1371227,LeadingAge California PAC,,,Healthcare/Insurance,,,low_pct_resolvable,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,unresolvable,TRUE,FALSE,76666.54,18900,4.056430688,332.4,68264.4,7569.74,0.09873590226,7569.74,7569.74,0.09873590226
1435087,,Bill Dodd for Lt. Governor 2026,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1435087,Bill Dodd for Lt. Gov. 2026 | Bill Dodd for Lt. Governor 2026,,,Candidates/Political Parties,Candidate,,no_contributor_data,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,TRUE,unresolvable,FALSE,FALSE,NA,22800,NA,NA,NA,NA,NA,0,0,0
1436215,,California Psychiatrists PAC,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1436215,"California Psychiatrists PAC | California Psychiatrists Political Action Committee, Sponsored by California Psychiatric Societies",TRUE,,Associations,Healthcare/Education,,NA,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,classify_by_contributors,TRUE,FALSE,23439,13000,1.803,0,6300,17139,0.7312172021,17139,17139,0.7312172021
1268631,,Exchange Contractors State PAC,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1268631,Exchange Contractors PAC | Exchange Contractors State PAC,,,Agriculture/Livestock,,,low_data_sufficieny,FALSE,FALSE,FALSE,NA,TRUE,FALSE,TRUE,FALSE,unresolvable,FALSE,FALSE,15434,27900,0.5531899642,50,10384,5000,0.3239600881,5000,5000,0
1039258,,Western Plant Health Association PAC,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1039258,Western Plant Health Assoc PAC | Western Plant Health Association (WPHA) PAC | Western Plant Health Association PAC | Western Plant Heatlh Association (WPHA) PAC,TRUE,,Associations,Agriculture/Livestock,,low_pct_resolvable,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,unresolvable,TRUE,FALSE,54305,47500,1.143263158,142,45451,8712,0.1604272166,8712,8712,0.1604272166
1288633,,"California Snow Political Committee, Sponsored by the California Ski Industry Association",https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1288633,"California Snow PAC | California Snow Political Committee, Sponsored by the California Ski Industry Association",TRUE,,Associations,"Entertainment, Media and Gambling",,NA,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,classify_by_contributors,TRUE,FALSE,45911.67,19000,2.416403684,386.79,12568.17,32956.71,0.7178286044,32956.71,32956.71,0.7178286044
1298176,,HNTB Holdings Ltd. PAC (FEC ID# C00386029),https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1298176,HNTB Holdings Ltd PAC (FEC ID#C0038629) | HNTB Holdings Ltd. PAC (FEC ID #C00386029) | HNTB Holdings Ltd. PAC (FEC ID# C00386029) | HNTB Holdings Ltd. PAC FEC ID# C00386029,,,Professional/Legal,,,federal_pac,FALSE,TRUE,FALSE,all_contributors_federal,TRUE,FALSE,FALSE,TRUE,unresolvable,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0
1484213,,Nancy Skinner for Board of Equalization 2030,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1484213,Nancy Skinner for Board of Equalization 2030,,,Candidates/Political Parties,Candidate,,NA,TRUE,FALSE,FALSE,NA,TRUE,FALSE,TRUE,FALSE,classify_as_candidate,FALSE,FALSE,2161.87,7500,0.2882493333,2161.87,0,0,0,0,0,0
1243454,,Pacific Merchant Shipping Association PAC,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1243454,Pacific Merchant Shipping Assn PAC | Pacific Merchant Shipping Association | Pacific Merchant Shipping Association PAC,TRUE,,Associations,Other Industries,,no_contributor_data,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,TRUE,unresolvable,FALSE,FALSE,NA,34000,NA,NA,NA,NA,NA,0,0,0
1300663,,Sheet Metal Workers Local 206 PAC,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1300663,Sheet Metal Workers Local 206 | Sheet Metal Workers Local 206 PAC,,TRUE,Unions,Trade Unions,,no_over_5k_contributors,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,unresolvable,TRUE,FALSE,121337.75,95800,1.266573591,68961.22,31174.83,0,0,0,0,0
1020192,,International Union of Operating Engineers Local Union No. 501 PAC,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1020192,"International Union of Operating Engineers Local Union #501 PAC | International Union of Operating Engineers Local Union No. 501 PAC | International Union of Operating Engineers Local Union No. 501 Political Action Committee | Operating Engineers Local 501 | Operating Engineers Local 501 IUOE | Operating Engineers Local 501, I.U.O.E. PAC",,TRUE,Unions,Trade Unions,,low_data_sufficieny,FALSE,FALSE,FALSE,NA,TRUE,FALSE,TRUE,FALSE,unresolvable,FALSE,FALSE,24073,38450,0.6260858257,24073,0,0,0,0,0,0
1444108,,Phil Ting for Treasurer 2026,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1444108,Phil Ting for Treasurer 2026 | Phil Ting For Treasurer 2026,,,Candidates/Political Parties,Candidate,,no_contributor_data,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,TRUE,unresolvable,FALSE,FALSE,NA,49700,NA,NA,NA,NA,NA,0,0,0
1327739,,Solar Energy Industries Association California PAC,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1327739,"Solar Energy Industries Association California PAC | Solar Energy Industries Association Inc.  California PAC | Solar Energy Industries Association Inc. PAC | Solar Energy Industries Association, Inc California PAC | Solar Energy Industries Association, Inc. - California PAC | Solar Energy Industries Association, Inc. California PAC",TRUE,,Associations,Utilities/Infrastructure,,suspected_federal_pac,FALSE,FALSE,TRUE,dc_based,TRUE,FALSE,TRUE,FALSE,unresolvable,FALSE,TRUE,27939.5,39000,0.7163974359,0,0,27939.5,1,27939.5,27939.5,0
1030435,,California Republican Party,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1030435,California Republican Party | California Republican Party (State),,,Candidates/Political Parties,Political Parties,,low_pct_resolvable,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,unresolvable,TRUE,FALSE,18859542.22,2767348.96,6.815021341,2692.39,200046.3,18650803.53,0.9889319323,18650803.53,7634853.65,0.4048270929
1238271,,Howard Jarvis Taxpayers Association Small Contributor Committee,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1238271,Howard Jarvis Taxpayers Assn | Howard Jarvis Taxpayers Assn Small Contributor Committee | Howard Jarvis Taxpayers Assoc | Howard Jarvis Taxpayers Assoc State PAC-SCC | Howard Jarvis Taxpayers Association | Howard Jarvis Taxpayers Association SCC | Howard Jarvis Taxpayers Association Small Contributor Committee | Howard Jarvis Taxpayers Association-SCC,,,Uncategorized,,,low_pct_resolvable,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,unresolvable,TRUE,FALSE,141253.82,120900,1.168352523,88226.82,14501,25986,0.1839667062,25986,25986,0.1839667062
1067655,,SEIU California State Council for Working People,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1067655,SEIU California State Council for Working People | SEIU California State Council For Working People | SEIU CALIFORNIA STATE COUNCIL FOR WORKING PEOPLE,,TRUE,Unions,Misc Unions,,low_pct_resolvable,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,unresolvable,TRUE,FALSE,8793053.16,5409300,1.62554363,8706803.24,0,86249.92,0.009808870529,86249.92,86249.92,0.009808870529
1030699,,UNITE HERE TIP State & Local Fund,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1030699,UNITE HERE TIP State & Local Fund | Unite Here Tip State & Local Fund (NY SBOE ID #3370),,TRUE,Unions,Misc Unions,,no_over_5k_contributors,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,unresolvable,TRUE,FALSE,3986896.24,73600,54.16978587,3986896.24,0,0,0,0,0,0
1227710,,Los Angeles College Faculty Guild COPE,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1227710,Los Angeles College Faculty Guild Cope | Los Angeles College Faculty Guild COPE | LOS ANGELES COLLEGE FACULTY GUILD COPE | Los Angeles College Guild | Los Angeles College Guild - State | Los Angeles College Guild COPE | Los Angeles College Guild State PAC | Los Angeles College Guild State Political,,TRUE,Unions,Social Services Union,,no_contributor_data,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,unresolvable,FALSE,FALSE,NA,104400,NA,NA,NA,NA,NA,0,0,0
1460720,,Eleni Kounalakis Ballot Measure Committee,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1460720,Eleni Kounalakis Ballot Measure Committee,,,Candidates/Political Parties,Candidate,,low_data_sufficieny,FALSE,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,unresolvable,FALSE,FALSE,3000,50000,0.06,0,3000,0,0,0,0,0
1018697,,California Bankers Association State PAC,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1018697,CA Bankers Assn State PAC | CA Bankers Association State PAC | California Bankers Assoc | California Bankers Association State PAC | California Bankers Association State Political Action Committee,TRUE,,Associations,Finance/Insurance,,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,classify_by_contributors,TRUE,FALSE,253887.11,186000,1.364984462,75,80522.24,172589.87,0.6797898089,172589.87,162589.87,0.6404022244
1056422,,Cemetary and Mortuary Association of California PAC,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1056422,Cemetary and Mortuary Asociation of California PAC | Cemetary and Mortuary Assoc of CA | Cemetary and Mortuary Association of California PAC | Cemetary and Mortuary Association of California Political Action Committee | Cemetery and Mortuary Association of California PAC,TRUE,,Associations,Other Industries,,low_pct_resolvable,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,unresolvable,TRUE,FALSE,36484.77,24500,1.489174286,0,11484.77,25000,0.6852174209,25000,15000,0.4111304525
1303937,,Association of California State Supervisors PAC,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1303937,Assn of California State Supervisors PAC | Association of CA State Supervisors PAC | Association of CA State Supervisors- PAC | Association of California State Supervisors PAC,TRUE,,Associations,Government/Public Safety,,no_over_5k_contributors,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,unresolvable,TRUE,FALSE,181243.98,134100,1.351558389,179885.6,820,0,0,0,0,0
1303833,,Service Employees International Union Local 121RN PAC,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1303833,SEIU Local 121RN PAC Small Contributor Committee | Service Employee International Union Local 121RN PAC | Service Employees International Union Local 121 RN PAC | Service Employees International Union Local 121RN PAC | SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 121RN PAC | Service Employees International Union Local 121RN PAC Small Contributor Committee,,TRUE,Unions,Misc Unions,,low_pct_resolvable,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,unresolvable,TRUE,FALSE,226140.7,127243.2,1.777232104,207053.45,0,19087.25,0.08440431112,19087.25,19087.25,0.08440431112
1263100,,Housing Contractors of California PAC,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1263100,Housing Contractors of California PAC,TRUE,,Associations,Real Estate/Construction,,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,classify_by_contributors,TRUE,FALSE,27641.5,5900,4.685,0,12784.5,14857,0.5374889206,14857,14857,0.5374889206
1047613,,Central City Association PAC,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1047613,Central City Assocation PAC | Central City Association PAC,,,Uncategorized,,,no_contributor_data,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,unresolvable,FALSE,FALSE,NA,13800,NA,NA,NA,NA,NA,0,0,0
1311499,,"FairPAC, Sponsored by the Civil Justice Association of California",https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1311499,"FairPAC | FairPAC, sponsored by Civil Justice Association of California | FairPac, Sponsored by the Civil Justice Association of California | FairPAC, sponsored by the Civil Justice Association of California | FairPAC, Sponsored by the Civil Justice Association of California | FairPAC, Sponsored by the Justice Association of California",TRUE,,Associations,Professional/Legal,,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,classify_by_contributors,TRUE,FALSE,181463.86,80161.71,2.263722418,0,0,181463.86,1,181463.86,157979.756,0.8705852286
1021953,,"California Conference Board, Amalgamated Transit Union PAC",https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1021953,"CA Conference Board Amalgamated Transit Union | CA Conference Board Amalgamated Transit Union - SCC | CA Conference Board Amalgamated Transit Union PAC - SCC | CA Conference Board, Amalgamated Transit Union PAC | California Conference Board Amalgamated Transit Union | California Conference Board Amalgamated Transit Union PAC | California Conference Board Amalgamated Transit Union PAC Small Contributor Committee | California Conference Board, Amalgamated Transit Union PAC | California Conference Board, Amalgamated Transit Union PAC Small Contributor Commitee | California Conference Board, Amalgamated Transit Union PAC Small Contributor Committee | California Conference Board, Amalgated Transit Union PAC | California Conferenece Board, Amalgamated Transit Union PAC",,TRUE,Unions,Public Sector Unions,,low_pct_resolvable,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,unresolvable,TRUE,FALSE,372574.07,128850,2.891533333,363060.66,0,9513.41,0.02553427832,9513.41,9513.41,0.02553427832
1447800,,CALJUSTICE PAC,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1447800,CALJUSTICE PAC,,,Uncategorized,,,no_contributor_data,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,unresolvable,FALSE,FALSE,NA,12170.61,NA,NA,NA,NA,NA,0,0,0
1454100,,"San Diego Labor Coalition, Sponsored by Laborers' International Union of North America Local 89",https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1454100,"San Diego Labor Coalition, Sponsored by Laborers' International Union of North America Local 89 | San Diego Labor Coalition, Sponsored by LiUNA Local 89 | San Diego Labor Coalition, Sponsored by LIUNA Local 89",,TRUE,Unions,Trade Unions,,no_contributor_data,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,unresolvable,FALSE,FALSE,NA,36600,NA,NA,NA,NA,NA,0,0,0
1026184,,Cal Fire Local 2881 Small Contributor PAC,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1026184,Cal Fire Local | Cal Fire Local 2281 - SCC | Cal Fire Local 2881 | Cal FIre Local 2881 | Cal Fire Local 2881 PAC SCC | Cal Fire Local 2881 PAC Small Contributor Committee | CAL Fire Local 2881 PAC Small Contributor Committee | Cal Fire Local 2881 SCC PAC | Cal Fire Local 2881 Small Contributor Committee | CAL FIRE Local 2881 Small Contributor Committee PAC | Cal Fire Local 2881 Small Contributor PAC | CAL Fire Local 2881 Small Contributor PAC | CAL FIRE Local 2881 Small Contributor PAC | CalFire Local 2881 Small Contributor PAC | California Fire Local 2881 Small Contributor PAC,,TRUE,Unions,Public Safety Unions,,no_over_5k_contributors,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,unresolvable,TRUE,FALSE,1234703,620000,1.991456452,1234286,0,0,0,0,0,0
1388537,,California Apartment Association Issues Committee,https://cal-access.sos.ca.gov/Campaign/Committees/Detail.aspx?id=1388537,California Apartment Association Issues Committee,TRUE,,Associations,Real Estate/Construction,,low_pct_resolvable,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,unresolvable,TRUE,FALSE,500050,109000,4.587614679,50,0,5.00E+05,0.99990001,5.00E+05,0,0
