race_prop,candidate,code,code_label,total_amount,n_contributions,candidate_total,pct_of_total
Insurance Commissioner,"ALLEN, BEN",21,Oil and Gas,74.96653279785811,1,1306900.2599999984,0.005736209188439384
Governor,"BECERRA, XAVIER",100,Major Donors/Megadonors,9735671.051308075,923,24932484.19999998,39.04813885857424
Governor,"BECERRA, XAVIER",indiv_medium,Individual Donors (Mid-Level),3835297.7699999595,34233,24932484.19999998,15.382734184185153
Governor,"BECERRA, XAVIER",77,Unions,2342304.156087278,132,24932484.19999998,9.39458794919152
Governor,"BECERRA, XAVIER",101,Unitemized Contributions,1925512.9499999997,7,24932484.19999998,7.722908533919782
Governor,"BECERRA, XAVIER",60,Healthcare/Education,1584090.7017926003,93,24932484.19999998,6.353521330187394
Governor,"BECERRA, XAVIER",50,Professional/Legal,768795.8227756051,89,24932484.19999998,3.0835107188220165
Governor,"BECERRA, XAVIER",52,Finance/Insurance,763673.8443899477,69,24932484.19999998,3.062967325133002
Governor,"BECERRA, XAVIER",20,Utilities/Infrastructure,719760.2837351894,64,24932484.19999998,2.886837420457244
Governor,"BECERRA, XAVIER",92a,Tribes,715513.2365132109,48,24932484.19999998,2.869803228485397
Governor,"BECERRA, XAVIER",40,Real Estate/Construction,536555.4791621809,54,24932484.19999998,2.1520337679074166
Governor,"BECERRA, XAVIER",79,Technology,423067.4734853676,39,24932484.19999998,1.6968524680158743
Governor,"BECERRA, XAVIER",99,Uncategorized,350144.3006524724,60,24932484.19999998,1.4043698888716138
Governor,"BECERRA, XAVIER",11,Agriculture/Livestock,277822.31620393175,47,24932484.19999998,1.1142985752054821
Governor,"BECERRA, XAVIER",80,Other Industries,206198.7981104946,40,24932484.19999998,0.8270286925941169
Governor,"BECERRA, XAVIER",31-33,Manufacturing,174180.87673468463,28,24932484.19999998,0.6986101959895548
Governor,"BECERRA, XAVIER",90,Candidates/Political Parties,98732.2534826831,29,24932484.19999998,0.3959984600438779
Governor,"BECERRA, XAVIER",org_medium,Organizational Donors (Mid-Level),98058.84,72,24932484.19999998,0.393297511846012
Governor,"BECERRA, XAVIER",70,"Entertainment, Media and Gambling",94208.9320654973,29,24932484.19999998,0.3778561787497187
Governor,"BECERRA, XAVIER",76,Associations,85665.19074773135,49,24932484.19999998,0.343588669546741
Governor,"BECERRA, XAVIER",88,PACs,59200,2,24932484.19999998,0.23744124141468442
Governor,"BECERRA, XAVIER",76a,76a,49200.776317049545,13,24932484.19999998,0.19733603728524407
Governor,"BECERRA, XAVIER",21,Oil and Gas,48281.35985704811,22,24932484.19999998,0.19364841252781442
Governor,"BECERRA, XAVIER",92,Government/Public Safety,40547.78657894885,26,24932484.19999998,0.1626303510460016
Governor,"HILTON, STEVE",indiv_medium,Individual Donors (Mid-Level),7553294.389999736,70546,18607279.819997683,40.59322191673622
Governor,"HILTON, STEVE",100,Major Donors/Megadonors,6508676.65773564,2346,18607279.819997683,34.97919481352998
Governor,"HILTON, STEVE",101,Unitemized Contributions,3375442.1799999997,6,18607279.819997683,18.140438649029893
Governor,"HILTON, STEVE",40,Real Estate/Construction,243733.37414458932,20,18607279.819997683,1.309881812400345
Governor,"HILTON, STEVE",org_medium,Organizational Donors (Mid-Level),228804.26,384,18607279.819997683,1.229649159970705
Governor,"HILTON, STEVE",50,Professional/Legal,122966.44859769175,11,18607279.819997683,0.6608512893192309
Governor,"HILTON, STEVE",11,Agriculture/Livestock,119438.29391860293,22,18607279.819997683,0.6418901369465072
Governor,"HILTON, STEVE",31-33,Manufacturing,103187.03454054441,7,18607279.819997683,0.5545519578291442
Governor,"HILTON, STEVE",20,Utilities/Infrastructure,101700,8,18607279.819997683,0.5465602763209946
Governor,"HILTON, STEVE",80,Other Industries,68613.86933199463,9,18607279.819997683,0.36874744721285746
Governor,"HILTON, STEVE",52,Finance/Insurance,60196.2855047513,10,18607279.819997683,0.32350932585028863
Governor,"HILTON, STEVE",99,Uncategorized,46316.65974580522,5,18607279.819997683,0.24891687658734307
Governor,"HILTON, STEVE",79,Technology,39942.48350178002,3,18607279.819997683,0.21466051936754826
Governor,"HILTON, STEVE",70,"Entertainment, Media and Gambling",7955.2272533832665,2,18607279.819997683,0.042753305858460815
Governor,"HILTON, STEVE",21,Oil and Gas,7500,2,18607279.819997683,0.04030680503842143
Governor,"HILTON, STEVE",60,Healthcare/Education,7359.360556794084,2,18607279.819997683,0.03955097482268636
Governor,"HILTON, STEVE",76,Associations,7153.295168434213,1,18607279.819997683,0.038443529831514646
Governor,"HILTON, STEVE",90,Candidates/Political Parties,5000,1,18607279.819997683,0.026871203358947618
Insurance Commissioner,"KIM, JANE",100,Major Donors/Megadonors,373487.7540389181,57,991220.5499999998,37.67958140485669
Insurance Commissioner,"KIM, JANE",77,Unions,250767.27472944654,23,991220.5499999998,25.298837350521698
Insurance Commissioner,"KIM, JANE",indiv_medium,Individual Donors (Mid-Level),247046.08000000002,804,991220.5499999998,24.923421936722363
Insurance Commissioner,"KIM, JANE",101,Unitemized Contributions,38399.47,4,991220.5499999998,3.873958222516675
Insurance Commissioner,"KIM, JANE",50,Professional/Legal,29517.22447260987,7,991220.5499999998,2.977866477103393
Insurance Commissioner,"KIM, JANE",org_medium,Organizational Donors (Mid-Level),21175,19,991220.5499999998,2.1362551452348324
Insurance Commissioner,"KIM, JANE",80,Other Industries,15020.008913167589,8,991220.5499999998,1.5153044308017618
Insurance Commissioner,"KIM, JANE",99,Uncategorized,13440.334118828989,6,991220.5499999998,1.3559378000011189
Insurance Commissioner,"KIM, JANE",90,Candidates/Political Parties,877.1543594765091,1,991220.5499999998,0.08849235011083145
Insurance Commissioner,"KIM, JANE",70,"Entertainment, Media and Gambling",612.1205605391781,5,991220.5499999998,0.06175422417737184
Insurance Commissioner,"KIM, JANE",60,Healthcare/Education,319.6656456154418,6,991220.5499999998,0.0322496991830367
Insurance Commissioner,"KIM, JANE",20,Utilities/Infrastructure,165.9496892066416,1,991220.5499999998,0.01674195406931804
Insurance Commissioner,"KIM, JANE",79,Technology,119.72597828379595,1,991220.5499999998,0.012078641658891755
Insurance Commissioner,"KIM, JANE",31-33,Manufacturing,101.02236827747844,1,991220.5499999998,0.010191714475398886
Insurance Commissioner,"KIM, JANE",52,Finance/Insurance,73.15641959510899,1,991220.5499999998,0.007380438147202355
Insurance Commissioner,"KIM, JANE",76,Associations,63.032781455514524,2,991220.5499999998,0.006359107612883382
Insurance Commissioner,"KIM, JANE",40,Real Estate/Construction,35.42848447942139,1,991220.5499999998,0.003574228205763228
Insurance Commissioner,"KIM, JANE",92,Government/Public Safety,0.14744009979918482,1,991220.5499999998,1.4874600793858123e-5
OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,100,Major Donors/Megadonors,5544782.741390726,10,11269999.999999998,49.19949193780591
OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,79,Technology,5152566.7721393695,9,11269999.999999998,45.719314748352886
OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,52,Finance/Insurance,240816.36451281764,7,11269999.999999998,2.1367911669282846
OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,76,Associations,200000,2,11269999.999999998,1.7746228926353154
OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,40,Real Estate/Construction,129465.57312517025,8,11269999.999999998,1.1487628493803927
OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,99,Uncategorized,1167.594494607601,7,11269999.999999998,0.01036019959722805
OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,21,Oil and Gas,583.7972473038003,7,11269999.999999998,0.0051800997986140235
OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,31-33,Manufacturing,325.25846635497453,7,11269999.999999998,0.0028860556020849563
OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,20,Utilities/Infrastructure,291.89862365190027,7,11269999.999999998,0.0025900498993070126
SUPPORTED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,SUPPORTED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,77,Unions,31425235.4,81,31432930.42,99.97551924081787
SUPPORTED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,SUPPORTED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,org_medium,Organizational Donors (Mid-Level),4215.02,5,31432930.42,0.013409567430334422
SUPPORTED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,SUPPORTED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,indiv_medium,Individual Donors (Mid-Level),3480,30,31432930.42,0.011071191751774316
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,79,Technology,44945437.081986256,9,58276335.92000002,77.12467912136066
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,52,Finance/Insurance,7807484.6632760195,9,58276335.92000002,13.397349953493812
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,100,Major Donors/Megadonors,4444693.86421899,9,58276335.92000002,7.626927455289109
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,31-33,Manufacturing,1055125.9825457246,9,58276335.92000002,1.8105564907069134
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,99,Uncategorized,18278.719763900193,9,58276335.92000002,0.031365595443393464
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,org_medium,Organizational Donors (Mid-Level),4528,2,58276335.92000002,0.007769877650193898
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,40,Real Estate/Construction,287.080542500494,1,58276335.92000002,4.926194105521484e-4
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,60,Healthcare/Education,168.2222987508965,1,58276335.92000002,2.886631358941766e-4
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,50,Professional/Legal,135.9629597678553,1,58276335.92000002,2.3330732384153514e-4
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,90,Candidates/Political Parties,102.7386619280729,1,58276335.92000002,1.7629567869385167e-4
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,20,Utilities/Infrastructure,89.13927293650976,1,58276335.92000002,1.529596388127034e-4
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,92a,Tribes,1.789479712553166,1,58276335.92000002,3.070679863966927e-6
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,21,Oil and Gas,1.094148984580544,1,58276335.92000002,1.8775184940977732e-6
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,11,Agriculture/Livestock,0.628286011946241,1,58276335.92000002,1.0781151594855465e-6
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,80,Other Industries,0.6210433924687372,1,58276335.92000002,1.0656870969398053e-6
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,77,Unions,0.31487572532517544,1,58276335.92000002,5.403148985849544e-7
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,76,Associations,0.01369626176170548,1,58276335.92000002,2.3502269910221007e-8
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,70,"Entertainment, Media and Gambling",0.0019700456391643227,1,58276335.92000002,3.3805242008844574e-9
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,92,Government/Public Safety,9.730966184379472e-4,1,58276335.92000002,1.6697971879594226e-9
SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,79,Technology,45717035.275364,9,59277037.26000001,77.12435942916758
SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,52,Finance/Insurance,7941520.203054372,9,59277037.26000001,13.397296103415899
SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,100,Major Donors/Megadonors,4521037.058365412,9,59277037.26000001,7.626961918719571
SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,31-33,Manufacturing,1073240.9162595083,9,59277037.26000001,1.8105508741134881
SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,SUPPORTED: PROPOSITION 042 - PROHIBITS NEW STATE PERSONAL PROPERTY TAXES AND CERTAIN RETROACTIVE STATE TAXES. INITIATIVE CONSTITUTIONAL AMENDMENT.,99,Uncategorized,18889.858125881266,9,59277037.26000001,0.03186707534492128
