"","pac_id","depth","path","status","total_received","total_donated_all","data_sufficiency","unitemized_amount","member_dues_amount","under_5k_amount","over_5k_amount","is_federal_pac","low_data_sufficiency","unknown_data_sufficiency","data_ok","pct_unitemized_dues","pct_over_5k","classify_by_name","total_direct_over_5k","total_resolvable","pct_resolvable","classification_status","unresolvable_reason","Contributor.Name"
"15","1018676",0,"1018676","resolved",275700.14,2021700,0.136370450610872,195595.47,0,70304.67,9800,FALSE,TRUE,FALSE,FALSE,0.709450020591212,0.0355458651562527,FALSE,9800,9800,0.0355458651562527,"unresolvable","low_data_sufficieny","California Medical Association PAC"
"16","1018977",0,"1018977","resolved",900101.03,979097.97,0.919316613433485,900101.03,0,0,0,FALSE,FALSE,FALSE,TRUE,1,0,TRUE,0,0,0,"classify_by_name",NA,"California Professional Firefighters PAC"
"17","1295768",0,"1295768","resolved",601817.67,839800,0.716620231007383,598037.66,0,3780.01,0,FALSE,TRUE,FALSE,FALSE,0.993719011274627,0,FALSE,0,0,0,"unresolvable","low_data_sufficieny","United Nurses Association of California/Union of Health Care Professionals PAC (UNAC PAC)"
"18","1475565",0,"1475565","unresolved",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,0,0,0,"unresolvable","no_contributor_data","Dr. Angelo Farooq for Riverside County Supervisor 2028"
"19","1478170",0,"1478170","resolved",317717.68,30222.27,10.5127007335981,235,0,140982.68,176500,FALSE,FALSE,FALSE,TRUE,0.00073965037136114,0.555524640618048,FALSE,176500,119596.179822862,0.376422803486611,"unresolvable","low_pct_resolvable","Avila Farias for State Assembly 2026"
"20","1038947",0,"1038947","resolved",569931.3,988000,0.576853542510122,547324.65,0,0,22606.65,FALSE,TRUE,FALSE,FALSE,0.960334429781274,0.0396655702187264,FALSE,22606.65,22606.65,0.0396655702187264,"unresolvable","low_data_sufficieny","Faculty For Our University's Future, A Committee Sponsored By The California Faculty Association"
"21","1059236",0,"1059236","unresolved",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,0,0,0,"unresolvable","no_contributor_data","Marin Professional Firefighters Political Action Committee"
"22","1464730",0,"1464730","resolved",125000,93400,1.33832976445396,125000,0,0,0,FALSE,FALSE,FALSE,TRUE,1,0,TRUE,0,0,0,"classify_by_name",NA,"Physician Association of California Political Action Committee"
"23","1316497",0,"1316497","unresolved",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,0,0,0,"unresolvable","no_contributor_data","Laborer's International Union of North America Local 89 Political Action Fund"
"24","1043298",0,"1043298","resolved",53728,29500,1.82128813559322,53728,0,0,0,FALSE,FALSE,FALSE,TRUE,1,0,TRUE,0,0,0,"classify_by_name",NA,"Laborers Local 185 PAC"
"25","1018869",0,"1018869","resolved",6880.8,13400,0.513492537313433,6880.8,0,0,0,FALSE,TRUE,FALSE,FALSE,1,0,FALSE,0,0,0,"unresolvable","low_data_sufficieny","Painters and Allied Trades District Council No. 36 Political Action Committee"
"26","1019718",0,"1019718","resolved",4675,10000,0.4675,4385,0,290,0,FALSE,TRUE,FALSE,FALSE,0.937967914438503,0,FALSE,0,0,0,"unresolvable","low_data_sufficieny","ACT Political"
"27","1237416",0,"1237416","resolved",29907.04,49100,0.609104684317719,26648,0,3259.04,0,FALSE,TRUE,FALSE,FALSE,0.891027664389388,0,FALSE,0,0,0,"unresolvable","low_data_sufficieny","Laborers Local 220 PAC"
"28","1251912",0,"1251912","resolved",60701.02,141000,0.430503687943262,0,60701.02,0,0,FALSE,TRUE,FALSE,FALSE,1,0,FALSE,0,0,0,"unresolvable","low_data_sufficieny","Laborers Local 652 PAC"
"29","1040545",0,"1040545","resolved",86655.28,202400,0.428138735177866,86655.28,0,0,0,FALSE,TRUE,FALSE,FALSE,1,0,FALSE,0,0,0,"unresolvable","low_data_sufficieny","Laborers' International Union of North America Local 1309 PAC"
"30","1065182",0,"1065182","resolved",226243.53,590600,0.38307404334575,0,226243.53,0,0,FALSE,TRUE,FALSE,FALSE,1,0,FALSE,0,0,0,"unresolvable","low_data_sufficieny","Laborers' Local 300 Small Contributor Committee"
"31","1047609",0,"1047609","resolved",212497.85,526550,0.403566327984047,-32609.85,0,245107.7,0,FALSE,TRUE,FALSE,FALSE,-0.153459670297841,0,FALSE,0,0,0,"unresolvable","low_data_sufficieny","Associated General Contractors Political Action Committee of CA"
"32","1319072",0,"1319072","resolved",10028.78,12000,0.835731666666667,0,10028.78,0,0,FALSE,FALSE,FALSE,TRUE,1,0,TRUE,0,0,0,"classify_by_name",NA,"LiUNA Laborers' Local 585 PAC"
"33","1056178",0,"1056178","resolved",104742,102800,1.01889105058366,104742,0,0,0,FALSE,FALSE,FALSE,TRUE,1,0,TRUE,0,0,0,"classify_by_name",NA,"Local 770 United Food and Commercial Workers PAC"
"34","1340101",0,"1340101","resolved",23416,16400,1.42780487804878,0,0,7688,15728,FALSE,FALSE,FALSE,TRUE,0,0.671677485480014,FALSE,15728,15728,0.671677485480014,"classify_by_contributors",NA,"Angelenos for Safe Transportation PAC Sponsored by L.A. Taxi Cooperative, Inc. and South Bay Cooperative, Inc."
"35","1073398",0,"1073398","resolved",12289.5,13400,0.917126865671642,0,0,0,12289.5,FALSE,FALSE,FALSE,TRUE,0,1,FALSE,12289.5,12289.5,1,"classify_by_contributors",NA,"Laborers Local Union No. 783-PAC"
"36","1282464",0,"1282464","resolved",138610.65,11000,12.6009681818182,1674.67,350,105108.48,31477.5,FALSE,FALSE,FALSE,TRUE,0.0146068862673972,0.227092939828217,FALSE,31477.5,31477.5,0.227092939828217,"unresolvable","low_pct_resolvable","Planned Parenthood of Orange and San Bernardino Counties Community Action Fund PAC"
"37","1460206",0,"1460206","resolved",20000,49200,0.40650406504065,0,0,0,20000,FALSE,TRUE,FALSE,FALSE,0,1,FALSE,20000,20000,1,"unresolvable","low_data_sufficieny","Revenue Based Finance Coalition Nonprofit 501(c)(6)"
"38","1247000",0,"1247000","resolved",3371531.13,72600,46.4398227272727,3368930.63,0,2600.5,0,TRUE,FALSE,FALSE,FALSE,0.999228688717461,0,TRUE,0,0,0,"classify_by_name",NA,"United Food and Commercial Workers Active Ballot Club (California) (Fed PAC ID# C00002766)"
"39","1026634",0,"1026634","resolved",267072.37,247363.83,1.0796742999977,1683.46,0,102950.03,162438.88,FALSE,FALSE,FALSE,TRUE,0.00630338510868796,0.6082204609934,FALSE,162438.88,162438.88,0.6082204609934,"classify_by_contributors",NA,"California Hospital Association PAC, Sponsored by CA Assn of Hospitals & Health Systems (CAHHS)"
"40","1056662",0,"1056662","resolved",45000,35000,1.28571428571429,45000,0,0,0,FALSE,FALSE,FALSE,TRUE,1,0,TRUE,0,0,0,"classify_by_name",NA,"IBEW Local 6 Political Account"
"41","1064202",0,"1064202","unresolved",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,0,0,0,"unresolvable","no_contributor_data","Oakland Police Officer's Association - Political Action Committee"
"42","1066113",0,"1066113","unresolved",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,0,0,0,"unresolvable","no_contributor_data","Richmond Police Officers Association PAC, Sponsored by Richmond Police Officers Association"
"43","1491712",0,"1491712","resolved",44669.36,5000,8.933872,44669.36,0,0,0,TRUE,FALSE,FALSE,FALSE,1,0,TRUE,0,0,0,"classify_by_name",NA,"Road Sprinkler Fitters Local Union No. 669, UA, AFL-CIO PAC (Fed PAC ID #C00468801)"
"44","1036697",0,"1036697","resolved",14274.5,708800,0.020138967268623,1296,0,0,12978.5,FALSE,TRUE,FALSE,FALSE,0.0907912711478511,0.909208728852149,FALSE,12978.5,12978.5,0.909208728852149,"unresolvable","low_data_sufficieny","SEIU California State Council Small Contributor Committee"
"45","1374983",0,"1374983","resolved",288154.32,872600,0.330224982809993,288154.32,0,0,0,FALSE,TRUE,FALSE,FALSE,1,0,FALSE,0,0,0,"unresolvable","low_data_sufficieny","Service Employees International Union SEIU Local 2015 State PAC"
"46","1453853",0,"1453853","resolved",15000,62600,0.23961661341853,0,0,0,15000,FALSE,TRUE,FALSE,FALSE,0,1,FALSE,15000,15000,1,"unresolvable","low_data_sufficieny","Asian Business Association Candidate PAC"
"47","1221924",0,"1221924","unresolved",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,0,0,0,"unresolvable","no_contributor_data","Chula Vista Firefighters Local 2180 PAC"
"48","1475124",0,"1475124","unresolved",NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,0,0,0,"unresolvable","federal_pac","Elect Dems Now PAC Fed ID# C00880062"
"49","1226530",0,"1226530","resolved",228492,111100,2.05663366336634,0,228492,0,0,FALSE,FALSE,FALSE,TRUE,1,0,TRUE,0,0,0,"classify_by_name",NA,"International Longshore and Warehouse Union Local 13 PAC (ILWU)"
"50","1477312",0,"1477312","resolved",463757.63,27980,16.5746115082202,650,0,170707.63,292400,FALSE,FALSE,FALSE,TRUE,0.00140159419048264,0.630501755841731,FALSE,292400,206409.543839006,0.445080642315266,"unresolvable","low_pct_resolvable","Mark Gonzalez for Assembly 2026"
"51","1478172",0,"1478172","resolved",401400.47,25350,15.8343380670611,0,0,43377.25,358023.22,FALSE,FALSE,FALSE,TRUE,0,0.891935228675741,FALSE,358023.22,296349.468926059,0.738288794046652,"classify_by_contributors",NA,"Sabrina Cervantes for Secretary of State 2030"
"52","1367567",0,"1367567","unresolved",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,0,0,0,"unresolvable","no_contributor_data","CAPA21- State"
"53","1041831",0,"1041831","resolved",15273.5,47800,0.319529288702929,0,15273.5,0,0,FALSE,TRUE,FALSE,FALSE,1,0,FALSE,0,0,0,"unresolvable","low_data_sufficieny","ESC Local 20 IFPTE Lou Lucivero Legislative Education & Action Program (LEAP), Sponsored by Engineers & Scientists of California Local 20"
"54","1477034",0,"1477034","resolved",296872.63,26800,11.0773369402985,0,0,149272.63,147600,FALSE,FALSE,FALSE,TRUE,0,0.497182916458146,FALSE,147600,121250.988152098,0.408427641686262,"unresolvable","low_pct_resolvable","Michelle Rodriguez for Assembly 2026"
"55","1055863",0,"1055863","resolved",1421,17500,0.0812,0,0,1421,0,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,0,0,0,"unresolvable","low_data_sufficieny","Plumbers Local No. 78 Political Action Committee"
"56","1273063",0,"1273063","resolved",303233.59,814935,0.372095430923939,293919,0,0,9314.59,FALSE,TRUE,FALSE,FALSE,0.969282459769711,0.0307175402302891,FALSE,9314.59,9314.59,0.0307175402302891,"unresolvable","low_data_sufficieny","Service Employees International Union Local 1000 Candidate PAC"
"57","1051285",0,"1051285","resolved",41161.01,14500,2.83869034482759,41161.01,0,0,0,FALSE,FALSE,FALSE,TRUE,1,0,TRUE,0,0,0,"classify_by_name",NA,"Sprinkler Fitters United Association 709 P.A.C"
"58","1018725",0,"1018725","resolved",1241260.95,2292929.27,0.541342886690962,419353.66,0,810011.93,11895.36,FALSE,TRUE,FALSE,FALSE,0.33784488265743,0.00958328705982412,FALSE,11895.36,11895.36,0.00958328705982412,"unresolvable","low_data_sufficieny","California Dental Association Political Action Committee (CDA PAC)"
"59","1058056",0,"1058056","resolved",12979.02,37200,0.348898387096774,5991.52,0,6987.5,0,FALSE,TRUE,FALSE,FALSE,0.461631155510971,0,FALSE,0,0,0,"unresolvable","low_data_sufficieny","Doctors Company Political Action Committee AKA Docpac; The"
"60","1018385",0,"1018385","unresolved",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,0,0,0,"unresolvable","no_contributor_data","Laborers' Local 1184 Political Campaign Fund"
"61","1477317",0,"1477317","resolved",372026.99,84075,4.42494189711567,1090,0,179266.82,191670.17,FALSE,FALSE,FALSE,TRUE,0.00292989495197647,0.515205012410524,FALSE,191670.17,115730.775799668,0.311081665875016,"unresolvable","low_pct_resolvable","Lori Wilson for Assembly 2026"
"62","1018496",0,"1018496","resolved",27776.65,53650,0.517738117427773,0,0,0,27776.65,FALSE,TRUE,FALSE,FALSE,0,1,FALSE,27776.65,27776.65,1,"unresolvable","low_data_sufficieny","Los Angeles County Firefighters Local 1014 Legislative Fund Committee"
"63","1047852",0,"1047852","unresolved",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,0,0,0,"unresolvable","no_contributor_data","Plumbers and Steamfitters Local Union No. 484 Political Action Committee"
"64","1047878",0,"1047878","unresolved",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,0,0,0,"unresolvable","no_contributor_data","Plumbers and Steamfitters Local Union No. 761 Political Action Committee"
"65","1021564",0,"1021564","resolved",174064.42,278800,0.624334361549498,157760.79,0,0,16303.63,FALSE,TRUE,FALSE,FALSE,0.906335654351418,0.0936643456485823,FALSE,16303.63,16303.63,0.0936643456485823,"unresolvable","low_data_sufficieny","Southern California Pipe Trades District Council No. 16 Political Action Committee"
"66","1476870",0,"1476870","resolved",212690.87,39100,5.4396641943734,100,0,107690.87,104900,FALSE,FALSE,FALSE,TRUE,0.000470165926727367,0.493204057137008,FALSE,104900,94000,0.441955971123725,"unresolvable","low_pct_resolvable","Stephanie Nguyen for Assembly 2026"
"67","1398311",0,"1398311","unresolved",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,0,0,0,"unresolvable","no_contributor_data","U.A. Local No. 228 Building Corporation PAC Fund"
"68","1053896",0,"1053896","resolved",131315.4,205900,0.637762991743565,131315.4,0,0,0,FALSE,TRUE,FALSE,FALSE,1,0,FALSE,0,0,0,"unresolvable","low_data_sufficieny","United Food and Commercial Workers Western States Council Candidates PAC"
"69","1258616",0,"1258616","resolved",154702,38600,4.00782383419689,113332.5,0,41369.5,0,FALSE,FALSE,FALSE,TRUE,0.732585874778607,0,TRUE,0,0,0,"classify_by_name",NA,"California Academy of Family Physicians Political Action Committee"
"70","1047521",0,"1047521","resolved",5772456,1608000,3.58983582089552,5761469.98,0,10986.02,0,FALSE,FALSE,FALSE,TRUE,0.998096820486809,0,TRUE,0,0,0,"classify_by_name",NA,"California Real Estate PAC"
"71","1349650",0,"1349650","resolved",23500,20400,1.15196078431373,12600,9700,1200,0,FALSE,FALSE,FALSE,TRUE,0.948936170212766,0,TRUE,0,0,0,"classify_by_name",NA,"International Longshore and Warehouse Union Foremen's Local 94 PAC (ILWU)"
"72","1018954",0,"1018954","resolved",198063.54,194700,1.01727550077042,198063.54,0,0,0,FALSE,FALSE,FALSE,TRUE,1,0,TRUE,0,0,0,"classify_by_name",NA,"Steamfitters & Refrigeration U.A. Local 250 PAC Small Contributor Committee"
"73","1018378",0,"1018378","resolved",686326.68,350100,1.96037326478149,100,0,428926.68,257300,FALSE,FALSE,FALSE,TRUE,0.000145703209439563,0.374894357887996,FALSE,257300,257300,0.374894357887996,"unresolvable","low_pct_resolvable","California New Car Dealers Association PAC"
"74","1018771",0,"1018771","resolved",376267.5,1427700,0.263548014288716,376267.5,0,0,0,FALSE,TRUE,FALSE,FALSE,1,0,FALSE,0,0,0,"unresolvable","low_data_sufficieny","California State Association of Electrical Workers"
"75","1018937",0,"1018937","resolved",249374.2,857000,0.290985064177363,0,245274.2,4100,0,FALSE,TRUE,FALSE,FALSE,0.983558844499551,0,FALSE,0,0,0,"unresolvable","low_data_sufficieny","California State Pipe Trades Council Political Action Committee"
"76","1053654",0,"1053654","resolved",30536,59100,0.51668358714044,0,30536,0,0,FALSE,TRUE,FALSE,FALSE,1,0,FALSE,0,0,0,"unresolvable","low_data_sufficieny","Pipe Trades District Council #36 PAC"
"77","1044790",0,"1044790","resolved",17884.39,7000,2.55491285714286,0,17884.39,0,0,FALSE,FALSE,FALSE,TRUE,1,0,TRUE,0,0,0,"classify_by_name",NA,"Plumbers & Pipefitters Local Union 442 PAC"
"78","1280902",0,"1280902","resolved",8315.5,34500,0.241028985507246,7697,0,618.5,0,FALSE,TRUE,FALSE,FALSE,0.925620828573147,0,FALSE,0,0,0,"unresolvable","low_data_sufficieny","Plumbers and Pipefitters Local 364 PAC"
"79","1043772",0,"1043772","resolved",20000,16000,1.25,0,0,0,20000,FALSE,FALSE,FALSE,TRUE,0,1,FALSE,20000,20000,1,"classify_by_contributors",NA,"Plumbers and Pipefitters U.A. Local #246 COPE Committee"
"80","1280263",0,"1280263","resolved",5140.24,24900,0.206435341365462,4411,0,729.24,0,FALSE,TRUE,FALSE,FALSE,0.858131137845704,0,FALSE,0,0,0,"unresolvable","low_data_sufficieny","Plumbers and Steamfitters Local 460 PAC"
"81","1025597",0,"1025597","resolved",119133.65,27500,4.33213272727273,56666.5,58311,4156.15,0,FALSE,FALSE,FALSE,TRUE,0.965113551041205,0,TRUE,0,0,0,"classify_by_name",NA,"Plumbers and Steamfitters Local No. 467 State Political Action Fund"
"82","1047877",0,"1047877","unresolved",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,0,0,0,"unresolvable","no_contributor_data","Plumbers and Steamfitters Local Union No. 114 Political Action Committee"
"83","1047468",0,"1047468","resolved",941.39,19000,0.0495468421052632,0,0,941.39,0,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,0,0,0,"unresolvable","low_data_sufficieny","Plumbers and Steamfitters Local Union No. 398 Political Action Committee"
"84","1047853",0,"1047853","unresolved",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,0,0,0,"unresolvable","no_contributor_data","Plumbers and Steamfitters Local Union No. 582 Political Action Committee"
"85","1040377",0,"1040377","resolved",118901.28,30900,3.84793786407767,116818.97,0,2082.31,0,FALSE,FALSE,FALSE,TRUE,0.982487068263689,0,TRUE,0,0,0,"classify_by_name",NA,"Plumbers, Steamfitters & Refrigeration Fitters Local 393 Political Action Fund"
"86","1298011",0,"1298011","unresolved",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,0,0,0,"unresolvable","no_contributor_data","Sprinkler Fitters & Apprentices Local 483 Statewide PAC"
"87","1047683",0,"1047683","resolved",170994.89,76000,2.2499327631579,163778.67,0,7216.22,0,FALSE,FALSE,FALSE,TRUE,0.957798621935427,0,TRUE,0,0,0,"classify_by_name",NA,"Steamfitters Local 342 Political Action Committee"
"88","1020403",0,"1020403","resolved",87464.77,11000,7.95134272727273,86355.8,0,1108.97,0,FALSE,FALSE,FALSE,TRUE,0.987320952195953,0,TRUE,0,0,0,"classify_by_name",NA,"U.A. Local 38 COPE Fund"
"89","1042752",0,"1042752","resolved",38230,18500,2.06648648648649,38230,0,0,0,FALSE,FALSE,FALSE,TRUE,1,0,TRUE,0,0,0,"classify_by_name",NA,"United Association No. 159 Consumer Protection Fund Sponsored by Plumbers & Steamfitters Local 159"
"90","1047876",0,"1047876","unresolved",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,0,0,0,"unresolvable","no_contributor_data","United Association of Journeymen & Apprentices of the Plumbing & Pipefitting Industry Local Union Number 345 Political Action Committee"
"91","1262838",0,"1262838","unresolved",NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,0,0,0,"unresolvable","federal_pac","United Association of Journeymen & Apprentices of the U.S. & Canada Local 447 Federal PAC (Fed PAC ID # C00320218)"
"92","1042976",0,"1042976","resolved",5630,10000,0.563,0,5630,0,0,FALSE,TRUE,FALSE,FALSE,1,0,FALSE,0,0,0,"unresolvable","low_data_sufficieny","United Association of the Journeymen and Apprentices of the Plumbing and Pipefitting Industry, Local #343 PAC"
"93","1043305",0,"1043305","unresolved",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,0,0,0,"unresolvable","no_contributor_data","United Association Political Action Fund"
"94","1039598",0,"1039598","resolved",4275,48400,0.0883264462809917,975,0,3300,0,FALSE,TRUE,FALSE,FALSE,0.228070175438596,0,FALSE,0,0,0,"unresolvable","low_data_sufficieny","California Defense Counsel PAC"
"95","1489012",0,"1489012","resolved",25000,5900,4.23728813559322,0,0,0,25000,FALSE,FALSE,FALSE,TRUE,0,1,FALSE,25000,16241.4407443777,0.649657629775109,"classify_by_contributors",NA,"David Alvarez for Assembly 2026"
"96","1299419",0,"1299419","unresolved",NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,0,0,0,"unresolvable","no_contributor_data","Rancho Cucamonga Professional Firefighters Association - IAFF Local 2274 PAC"
"97","1477142",0,"1477142","resolved",255908.7,24800,10.3188991935484,1640.26,0,142868.44,111400,FALSE,FALSE,FALSE,TRUE,0.00640955153146415,0.435311499765346,FALSE,111400,83495.2795735919,0.326269796898628,"unresolvable","low_pct_resolvable","Rhodesia Ransom for State Assembly"
"98","1022953",0,"1022953","resolved",21291.68,28200,0.755024113475177,0,0,21291.68,0,FALSE,FALSE,FALSE,TRUE,0,0,FALSE,0,0,0,"unresolvable","no_over_5k_contributors","Western United Dairies PAC"
"99","1021722",0,"1021722","resolved",192847,210800,0.914833965844402,154684,0,38163,0,FALSE,FALSE,FALSE,TRUE,0.802107370091316,0,TRUE,0,0,0,"classify_by_name",NA,"Greater Anesthesia Service and PAC"
"100","1468676",0,"1468676","resolved",54395.52,110300,0.493159746146872,89.94,0,26719.59,27585.99,FALSE,TRUE,FALSE,FALSE,0.00165344498958738,0.507137168649183,FALSE,27585.99,27585.99,0.507137168649183,"unresolvable","low_data_sufficieny","California Association of Health Facilities Los Angeles Region PAC"
"101","1468673",0,"1468673","resolved",61661.65,110300,0.559035811423391,0.12,0,33159.57,28501.96,FALSE,TRUE,FALSE,FALSE,1.94610426415771e-06,0.462231549107103,FALSE,28501.96,28501.96,0.462231549107103,"unresolvable","low_data_sufficieny","California Association of Health Facilities Northern Region PAC"
"102","1018435",0,"1018435","resolved",178635.59,138300,1.29165285610991,1291.58,0,126603.76,50740.25,FALSE,FALSE,FALSE,TRUE,0.0072302501422029,0.284043342091013,FALSE,50740.25,50740.25,0.284043342091013,"unresolvable","low_pct_resolvable","California Association of Health Facilities PAC"
"103","1468668",0,"1468668","resolved",59019.44,110300,0.535081051677244,11.25,0,23814.21,35193.98,FALSE,TRUE,FALSE,FALSE,0.00019061516002185,0.596311655956071,FALSE,35193.98,35193.98,0.596311655956071,"unresolvable","low_data_sufficieny","California Association of Health Facilities Southern Region PAC"
"104","1029583",0,"1029583","resolved",124827.2,57500,2.17090782608696,200,0,41971.2,82656,FALSE,FALSE,FALSE,TRUE,0.00160221490188036,0.662163374649115,FALSE,82656,82656,0.662163374649115,"classify_by_contributors",NA,"California Association of Sheet Metal and Air Conditioning Contractors PAC"
"105","1022794",0,"1022794","resolved",30000,17500,1.71428571428571,0,0,18000,12000,FALSE,FALSE,FALSE,TRUE,0,0.4,FALSE,12000,0,0,"unresolvable","low_pct_resolvable","California Westside Farms PAC"
"106","1435580",0,"1435580","resolved",15682,5000,3.1364,200,0,10482,5000,FALSE,FALSE,FALSE,TRUE,0.0127534753220253,0.318836883050631,FALSE,5000,5000,0.318836883050631,"unresolvable","low_pct_resolvable","Americans4Hindus CA PAC"
"107","1469747",0,"1469747","resolved",1325082.78,384132,3.44955062322327,1321402.5,0,3680.28,0,FALSE,FALSE,FALSE,TRUE,0.997222603707823,0,TRUE,0,0,0,"classify_by_name",NA,"Building a Stronger Future for California PAC"
"108","1020015",0,"1020015","resolved",38958.81,56000,0.695693035714286,2.5,0,19877.37,19078.94,FALSE,TRUE,FALSE,FALSE,6.41703378516952e-05,0.489720810260888,FALSE,19078.94,19078.94,0.489720810260888,"unresolvable","low_data_sufficieny","California Applicants' Attorneys Association PAC"
