"raw_name","entity_uuid","reviewed_date","source"
"INTERNATIONAL LONGSHORE AND WAREHOUSE UNION LOCAL 13","5c2e5ffa-51f7-4403-add6-53731c400a64","2026-08-28","manual_review"
"INTERNATIONAL LONGSHORE AND WAREHOUSE UNION LOCAL 13 PAC FUND","5c2e5ffa-51f7-4403-add6-53731c400a64","2026-08-28","manual_review"
"INTERNATIONAL LONGSHORE AND WAREHOUSE UNION FOREMEN'S LOCAL 94 (ADMIN)","2b6a60ae-177d-4603-9f64-1cd14b01ba6d","2026-08-28","manual_review"
"INTERNATIONAL LONGSHORE & WAREHOUSE UNION, LOCAL 63","b7b2065e-b860-43d3-b082-d9c7cda36118","2026-08-28","manual_review"
"MARINE CLERKS ILWU LOCAL 63 - PAC","b7b2065e-b860-43d3-b082-d9c7cda36118","2026-08-28","manual_review"
"MARINE CLERKS ILWU LOCAL 63 PAC SMALL CONTRIBUTOR COMMITTEE","b7b2065e-b860-43d3-b082-d9c7cda36118","2026-08-28","manual_review"
"MARINE CLERKS ILWU LOCAL 63- PAC","b7b2065e-b860-43d3-b082-d9c7cda36118","2026-08-28","manual_review"
"MARINE CLERKS ILWU LOCAL 63- PAC SMALL CONTRIBUTOR COMMITTEE","b7b2065e-b860-43d3-b082-d9c7cda36118","2026-08-28","manual_review"
"MARINE CLERKS PAC LOCAL 63 ILWU","b7b2065e-b860-43d3-b082-d9c7cda36118","2026-08-28","manual_review"
"MARINE CLERKS POLITICAL ACTION COMMITTEE LOCAL 63 ILWU","b7b2065e-b860-43d3-b082-d9c7cda36118","2026-08-28","manual_review"
"NORTHERN CALIFORNIA DISTRICT COUNCIL ILWU","61b18f05-0309-4823-b4f7-d99f0130c953","2026-08-28","manual_review"
"IBEW 302 PAC","7982f64f-ea81-40ec-b7f5-8ead39c41868","2026-08-28","manual_review"
"IBEW 332 EDUCATION FUND SPONSORED BY INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 332 SMALL CONTRIBUTOR COMMITTEE","a4aa5814-a7ab-42f6-b316-08e6c1d48095","2026-08-28","manual_review"
"IBEW LOCAL 332","a4aa5814-a7ab-42f6-b316-08e6c1d48095","2026-08-28","manual_review"
"IBEW LOCAL 1245 POLITICAL ACTION COMMITTEE","71da9155-d8e9-41d7-bb87-126e9b89cd2d","2026-08-28","manual_review"
"IBEW LOCAL UNION 1245","71da9155-d8e9-41d7-bb87-126e9b89cd2d","2026-08-28","manual_review"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS (IBEW) LOCAL UNION 1245 PAC","71da9155-d8e9-41d7-bb87-126e9b89cd2d","2026-08-28","manual_review"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS (IBEW) LOCAL UNION 1245 SMALL CONTRIBUTOR COMMITTEE","71da9155-d8e9-41d7-bb87-126e9b89cd2d","2026-08-28","manual_review"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL UNION 1245","71da9155-d8e9-41d7-bb87-126e9b89cd2d","2026-08-28","manual_review"
"IBEW LOCAL 18","56eca98c-74f0-4335-acb0-3110d5d1df61","2026-08-28","manual_review"
"IBEW LOCAL 18 WATER & POWER DEFENSE LEAGUE","56eca98c-74f0-4335-acb0-3110d5d1df61","2026-08-28","manual_review"
"IBEW LOCAL 6 POLITICAL ACCOUNT","93326e1e-44b8-4d4f-bf46-57fe85ce7d1b","2026-08-28","manual_review"
"IBEW LOCAL 684 PAC","01f94531-db49-4144-bd74-4f64bff23a08","2026-08-28","manual_review"
"IBEW PAC EDUCATIONAL FUND (FEC ID #C00027342)","955473d1-c58c-48b9-adc7-58720b3cf513","2026-08-28","manual_review"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS POLITICAL ACTION COMMITTEE","955473d1-c58c-48b9-adc7-58720b3cf513","2026-08-28","manual_review"
"INTERNATIONAL BROTHERHOOD OF ELECTRICA WORKES LOCAL 569","4e2eda30-9690-49f1-8626-b468e9c31102","2026-08-28","manual_review"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL NO. 11 POLITICAL ACTION COMMITTEE","abe62467-94cf-4b01-a3ce-779164eaf832","2026-08-28","manual_review"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL NO. 11","abe62467-94cf-4b01-a3ce-779164eaf832","2026-08-28","manual_review"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL NO. 11 PAC","abe62467-94cf-4b01-a3ce-779164eaf832","2026-08-28","manual_review"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL NO.11 POLITICAL ACTION COMMITTEE","abe62467-94cf-4b01-a3ce-779164eaf832","2026-08-28","manual_review"
"LOCAL UNION 11, INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS","abe62467-94cf-4b01-a3ce-779164eaf832","2026-08-28","manual_review"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 595 PAC","a4e8d0a5-a4f5-433e-8950-756609ad3f3c","2026-08-28","manual_review"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL UNION NO. 100","85908829-c498-4462-93c1-ff53f652f0ad","2026-08-28","manual_review"
"CALIFORNIA APPLICANTS' ATTORNEYS ASSOCIATION","054b2e09-2483-4d05-a73d-cef4cd89a7cf","2026-08-28","manual_review"
"CALIFORNIA APPLICANTS' ATTORNEYS ASSOCIATION PAC","054b2e09-2483-4d05-a73d-cef4cd89a7cf","2026-08-28","manual_review"
"CALIFORNIA APPLICANTS' ATTORNEYS ASSOCIATION SCC","054b2e09-2483-4d05-a73d-cef4cd89a7cf","2026-08-28","manual_review"
"CALIFORNIA-NEVADA CONFERENCE OF OPERATING ENGINEERS","fee96970-a821-4977-8909-1d458e7424d0","2026-08-28","manual_review"
"CALIFORNIA-NEVADA CONFERENCE OF OPERATING ENGINEERS PAC","fee96970-a821-4977-8909-1d458e7424d0","2026-08-28","manual_review"
"CALIFORNIA-NEVADA CONFERENCE OF OPERATING ENGINEERS PAC SMALL CONTRIBUTOR COMMITTEE","fee96970-a821-4977-8909-1d458e7424d0","2026-08-28","manual_review"
"CALIFORNIA-NEVADA CONFERENCE OF OPERATING ENGINEERS POLITICAL ACTION COMMITTEE","fee96970-a821-4977-8909-1d458e7424d0","2026-08-28","manual_review"
"INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 12","8e628086-3eeb-46ed-94a1-4fc5184d2ca6","2026-08-28","manual_review"
"OPERATING ENGINEERS LOCAL UNION NO. 12 POLITICAL FUND","8e628086-3eeb-46ed-94a1-4fc5184d2ca6","2026-08-28","manual_review"
"OPERATING ENGINEERS LOCAL UNION NO. 12 POLITICAL FUND SMALL CONTRIBUTOR COMMITTEE","8e628086-3eeb-46ed-94a1-4fc5184d2ca6","2026-08-28","manual_review"
"INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL UNION NO. 3 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS)","770a4c69-ac91-473c-a6e1-e54b8c871922","2026-08-28","manual_review"
"OPERATING ENGINEERS 3 STATEWIDE PAC SMALL CONTRIBUTOR COMMITTEE","770a4c69-ac91-473c-a6e1-e54b8c871922","2026-08-28","manual_review"
"OPERATING ENGINEERS LOCAL NO. 3 STATEWIDE PAC SMALL CONTRIBUTOR COMMITTEE","770a4c69-ac91-473c-a6e1-e54b8c871922","2026-08-28","manual_review"
"OPERATING ENGINEERS LOCAL UNION 3 STATEWIDE PAC","770a4c69-ac91-473c-a6e1-e54b8c871922","2026-08-28","manual_review"
"OPERATING ENGINEERS LOCAL UNION 3 STATEWIDE PAC SMALL CONTRIBUTOR COMMITTEE","770a4c69-ac91-473c-a6e1-e54b8c871922","2026-08-28","manual_review"
"CALIFORNIA CHARTER SCHOOLS ASSOCIATION ADVOCATES","3fcda0d9-80ab-4bbd-82d7-d54be758404d","2026-08-28","manual_review"
"CCSA ADVOCATES FOR GREAT PUBLIC SCHOOLS","3fcda0d9-80ab-4bbd-82d7-d54be758404d","2026-08-28","manual_review"
"CHARTER PUBLIC SCHOOL PAC, SPONSORED BY CALIFORNIA CHARTER SCHOOLS ASSOCIATION ADVOCATES","df13e1e8-be9c-4244-b938-aab04647a456","2026-08-28","manual_review"
"CHARTER PUBLIC SCHOOLS PAC","df13e1e8-be9c-4244-b938-aab04647a456","2026-08-28","manual_review"
"CHARTER PUBLIC SCHOOLS PAC, SPONSORED BY CALIFORNIA CHARTER SCHOOLS ASSOCIATION ADVOCATES","df13e1e8-be9c-4244-b938-aab04647a456","2026-08-28","manual_review"
"CHARTER PUBLIC SCHOOLS POLITICAL ACTION COMMITTEE","df13e1e8-be9c-4244-b938-aab04647a456","2026-08-28","manual_review"
"CHARTER PUBLIC SCHOOLS POLITICAL ACTION COMMITTEE, SPONSORED BY CALIFORNIA CHARTER SCHOOLS ASSOCIATION ADVOCATES","df13e1e8-be9c-4244-b938-aab04647a456","2026-08-28","manual_review"
"PERSONAL INSURANCE FEDERATION AGENTS & EMPLOYEES SMALL CONTRIBUTOR COMMITTEE","74ac9fa2-63d6-434f-858c-9ef1a5e05fb2","2026-08-28","manual_review"
"PERSONAL INSURANCE FEDERATION OF CA AGENTS & EMPLOYEES PAC","74ac9fa2-63d6-434f-858c-9ef1a5e05fb2","2026-08-28","manual_review"
"PERSONAL INSURANCE FEDERATION OF CALIFORNIA","74ac9fa2-63d6-434f-858c-9ef1a5e05fb2","2026-08-28","manual_review"
"PERSONAL INSURANCE FEDERATION OF CALIFORNIA AGENTS & EMPLOYEES PAC","74ac9fa2-63d6-434f-858c-9ef1a5e05fb2","2026-08-28","manual_review"
"INTERNATIONAL UNION OF PAINTERS & ALLIED TRADES LEGISLATIVE EDUCATIONAL COMMITTEE (MPO)","d2cd4ef5-2b6a-4b3d-a91b-fdc7740a8bea","2026-08-28","manual_review"
"INTERNATIONAL UNION OF PAINTERS & ALLIED TRADES POLITICAL ACTION TOGETHER LEGISLATIVE EDUCATION COMMITTEE","d2cd4ef5-2b6a-4b3d-a91b-fdc7740a8bea","2026-08-28","manual_review"
"INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES (IUPAT) LEGISLATIVE EDUCATIONAL COMMITTEE (MPO)","d2cd4ef5-2b6a-4b3d-a91b-fdc7740a8bea","2026-08-28","manual_review"
"INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES (IUPAT) POLITICAL ACTION TOGETHER LEGISLATIVE EDUCATIONAL COMMITTEE (MPO)","d2cd4ef5-2b6a-4b3d-a91b-fdc7740a8bea","2026-08-28","manual_review"
"IUPAT POLITICAL ACTION TOGETHER LEGISLATIVE EDUCATION CMT.","d2cd4ef5-2b6a-4b3d-a91b-fdc7740a8bea","2026-08-28","manual_review"
"IUPAT POLITICAL ACTION TOGETHER LEGISLATIVE EDUCATION COMMITTEE","d2cd4ef5-2b6a-4b3d-a91b-fdc7740a8bea","2026-08-28","manual_review"
"IUPAT POLITICAL ACTION TOGTHER LEGISLATIVE EDUCATION COMMITTEE","d2cd4ef5-2b6a-4b3d-a91b-fdc7740a8bea","2026-08-28","manual_review"
"PAINTERS AND ALLIED TRADES DISTRICT COUNCIL NO. 36 POLITICAL ACTION COMMITTEE","afa104e8-f861-4715-935c-698d47688271","2026-08-28","manual_review"
"INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES DISTRICT COUNCIL 16","fe70e770-540f-4e39-84eb-b2d89b63bded","2026-08-28","manual_review"
"LOS ANGELES / ORANGE COUNTIES BUILDING & CONSTRUCTION TRADES COUNCIL","1088191d-9747-4271-a152-9cd10335abda","2026-08-28","manual_review"
"LOS ANGELES COUNTY BUILDING AND CONSTRUCTION TRADES COUNCIL","1088191d-9747-4271-a152-9cd10335abda","2026-08-28","manual_review"
"LOS ANGELES COUNTY BUILDING AND CONSTRUCTION TRADES COUNCIL - POLITICAL ACTION COMMITTEE","1088191d-9747-4271-a152-9cd10335abda","2026-08-28","manual_review"
"LOS ANGELES COUNTY BUILDING AND CONSTRUCTION TRADES COUNCIL PAC SMALL CONTRIBUTOR COMMITTEE","1088191d-9747-4271-a152-9cd10335abda","2026-08-28","manual_review"
"LOS ANGELES/ORANGE COUNTIES BUILDING AND CONSTRUCTION TRADES COUNCIL PAC","1088191d-9747-4271-a152-9cd10335abda","2026-08-28","manual_review"
"NORTH BAY BUILDING & CONSTRUCTION TRADES COUNCIL LET'S BUILD RESPONSIBLY","904d8a9b-37a9-44e3-92f7-702e6cf2a5c3","2026-08-28","manual_review"
"SAN JOAQUIN COUNTY BUILDING AND CONSTRUCTION TRADES COUNCIL","08e97f98-8d84-4ff4-8119-7a417c312a4a","2026-08-28","manual_review"
"SANTA CLARA & SAN BENITO COUNTIES BUILDING & CONSTRUCTION TRADES COUNCIL PAC","56596daa-a76f-4ea9-ba2e-d23f5470f00a","2026-08-28","manual_review"
"STATE BUILDING & CONSTRUCTION TRADES COUNCIL OF CA PAC","25e04715-a97a-49f7-9671-bd00a7fe25bb","2026-08-28","manual_review"
"STATE BUILDING & CONSTRUCTION TRADES COUNCIL OF CALIFORNIA","25e04715-a97a-49f7-9671-bd00a7fe25bb","2026-08-28","manual_review"
"STATE BUILDING & CONSTRUCTION TRADES COUNCIL OF CALIFORNIA PAC","25e04715-a97a-49f7-9671-bd00a7fe25bb","2026-08-28","manual_review"
"STATE BUILDING & CONSTRUCTION TRADES COUNCIL OF CALIFORNIA PAC SMALL CONTRIBUTOR COMMITTEE","25e04715-a97a-49f7-9671-bd00a7fe25bb","2026-08-28","manual_review"
"STATE BUILDING AND CONSTRUCTION TRADES COUNCIL OF CALIFORNIA PAC","25e04715-a97a-49f7-9671-bd00a7fe25bb","2026-08-28","manual_review"
"STATE BUILDING AND CONSTRUCTION TRADES COUNCIL OF CALIFORNIA PAC  SMALL CONTRIBUTOR COMMITTEE","25e04715-a97a-49f7-9671-bd00a7fe25bb","2026-08-28","manual_review"
"STATE BUILDING AND CONSTRUCTION TRADES COUNCIL OF CALIFORNIA PAC - SMALL CONTRIBUTOR COMMITTEE","25e04715-a97a-49f7-9671-bd00a7fe25bb","2026-08-28","manual_review"
"STATE BUILDING AND CONSTRUCTION TRADES COUNCIL OF CALIFORNIA PAC SMALL CONTRIBUTOR COMMITTEE","25e04715-a97a-49f7-9671-bd00a7fe25bb","2026-08-28","manual_review"
"STATE BUILDING AND CONSTRUCTION TRADES COUNCIL OF CALIFORNIA","25e04715-a97a-49f7-9671-bd00a7fe25bb","2026-08-28","manual_review"
"STATE BUILDING AND CONSTRUCTION TRADES COUNCIL OF CA PAC","25e04715-a97a-49f7-9671-bd00a7fe25bb","2026-08-28","manual_review"
"STATE BUILDING AND CONSTRUCTION TRADES COUNCIL OF CALIFORNIA PAC, SMALL CONTRIBUTOR COMMITTEE","25e04715-a97a-49f7-9671-bd00a7fe25bb","2026-08-28","manual_review"
"STATE BUILDING AND CONSTRUCTION TRADES COUNCIL OF CA IE PAC","25e04715-a97a-49f7-9671-bd00a7fe25bb","2026-08-28","manual_review"
"STATE BUILDING AND CONSTRUCTION TRADES COUNCIL OF CALIFORNIA INDEPENDENT EXPENDITURE PAC","25e04715-a97a-49f7-9671-bd00a7fe25bb","2026-08-28","manual_review"
"CA STATE COUNCIL OF SERVICE EMPLOYEES","a531dcca-e8e5-4ff2-a8a3-d449e2f1eb74","2026-08-28","manual_review"
"CA STATE COUNCIL OF SERVICE EMPLOYEES PAC","a531dcca-e8e5-4ff2-a8a3-d449e2f1eb74","2026-08-28","manual_review"
"CALIFORNIA STATE COUNCIL OF SERVICE EMPLOYEES","a531dcca-e8e5-4ff2-a8a3-d449e2f1eb74","2026-08-28","manual_review"
"SEIU CALIFORNIA STATE COUNCIL","a531dcca-e8e5-4ff2-a8a3-d449e2f1eb74","2026-08-28","manual_review"
"SEIU CALIFORNIA STATE COUNCIL OF SERVICE EMPLOYEES SMALL CONTRIBUTOR COMMITTEE","a6b23a19-bfa3-49f4-a697-1dcf0def47bf","2026-08-28","manual_review"
"SEIU CALIFORNIA STATE COUNCIL SMALL CONTRIBUTOR COMMITTEE","a531dcca-e8e5-4ff2-a8a3-d449e2f1eb74","2026-08-28","manual_review"
"CALIFORNIA STATE COUNCIL OF SERVICE EMPLOYEES ISSUE ADVOCACY","a531dcca-e8e5-4ff2-a8a3-d449e2f1eb74","2026-08-28","manual_review"
"SEIU LOCAL 2015","7cf0c6da-179c-44ba-9816-840db4f1ff48","2026-08-28","manual_review"
"SEIU LOCAL 2015 STATE PAC SMALL CONTRIBUTOR COMMITTEE","7cf0c6da-179c-44ba-9816-840db4f1ff48","2026-08-28","manual_review"
"SEIU LOCAL 2015 STATE PAC","7cf0c6da-179c-44ba-9816-840db4f1ff48","2026-08-28","manual_review"
"SERVICE EMPLOYEES INTERNATIONAL UNION SEIU LOCAL 2015 STATE PAC","7cf0c6da-179c-44ba-9816-840db4f1ff48","2026-08-28","manual_review"
"SEIU 121RN (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","30c02982-f5a1-4651-a38e-37ee984b1fd6","2026-08-28","manual_review"
"SEIU LOCAL 121RN PAC SMALL CONTRIBUTOR COMMITTEE","30c02982-f5a1-4651-a38e-37ee984b1fd6","2026-08-28","manual_review"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 121 RN","30c02982-f5a1-4651-a38e-37ee984b1fd6","2026-08-28","manual_review"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 121 RN PAC","30c02982-f5a1-4651-a38e-37ee984b1fd6","2026-08-28","manual_review"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 121RN PAC","30c02982-f5a1-4651-a38e-37ee984b1fd6","2026-08-28","manual_review"
"SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION) (FED PAC ID #C00004036)","a6b23a19-bfa3-49f4-a697-1dcf0def47bf","2026-08-28","manual_review"
"SEIU LOCAL 99 CANDIDATE PAC SMALL CONTRIBUTOR COMMITTEE","320d022d-d191-45c9-818e-eb02989564fb","2026-08-28","manual_review"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 99 CANDIDATE PAC","320d022d-d191-45c9-818e-eb02989564fb","2026-08-28","manual_review"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 99","320d022d-d191-45c9-818e-eb02989564fb","2026-08-28","manual_review"
"SEIU UNITED HEALTHCARE WORKERS WEST PAC","b5951f83-1f30-46b9-9257-e3919ea69ffa","2026-08-28","manual_review"
"SEIU UNITED HEALTHCARE WORKERS WEST PAC SMALL CONTRIBUTOR COMMITTEE","b5951f83-1f30-46b9-9257-e3919ea69ffa","2026-08-28","manual_review"
