─────────────────────────────────────────────────────────────────
CalAccess Multi-Race Pull  —  2026-04-23 12:25:33
  GOV: governor_race_2026-03-20.csv
  LTG: lt_governor_race_2026.csv
  INS: insurance_commissioner_race_2026.csv
─────────────────────────────────────────────────────────────────
Loading existing CSV files …
  [GOV] 89,608 existing rows | 87,339 dedup keys  (governor_race_2026-03-20.csv)
  [LTG] No existing file — will create: lt_governor_race_2026.csv
  [INS] No existing file — will create: insurance_commissioner_race_2026.csv
Downloading CalAccess database from:
  https://campaignfinance.cdn.sos.ca.gov/dbwebexport.zip

    0.1%     1.0 MB  (1.9 MB/s)
    0.1%     2.1 MB  (3.5 MB/s)
    0.2%     3.1 MB  (4.9 MB/s)
    0.3%     4.2 MB  (6.1 MB/s)
    0.3%     5.2 MB  (7.2 MB/s)
    0.4%     6.3 MB  (7.4 MB/s)
   15.3%   231.7 MB  (15.1 MB/s)
   15.4%   232.8 MB  (15.1 MB/s)
   15.5%   233.8 MB  (15.2 MB/s)
   15.5%   234.9 MB  (15.1 MB/s)
   15.6%   235.9 MB  (15.1 MB/s)
   15.7%   237.0 MB  (15.1 MB/s)
   15.7%   238.0 MB  (15.2 MB/s)
   15.8%   239.1 MB  (15.2 MB/s)
   15.9%   240.1 MB  (15.2 MB/s)
   15.9%   241.2 MB  (15.2 MB/s)
   16.0%   242.2 MB  (15.3 MB/s)
   16.1%   243.3 MB  (15.3 MB/s)
   16.1%   244.3 MB  (15.2 MB/s)
   16.2%   245.4 MB  (15.3 MB/s)
   16.3%   246.4 MB  (15.3 MB/s)
   16.4%   247.5 MB  (15.3 MB/s)
   16.4%   248.5 MB  (15.3 MB/s)
   16.5%   249.6 MB  (15.3 MB/s)
   16.6%   250.6 MB  (15.3 MB/s)
   16.6%   251.7 MB  (15.4 MB/s)
   16.7%   252.7 MB  (15.4 MB/s)
   16.8%   253.8 MB  (15.4 MB/s)
   16.8%   254.8 MB  (15.5 MB/s)
   16.9%   255.9 MB  (15.4 MB/s)
   17.0%   256.9 MB  (15.4 MB/s)
   17.0%   257.9 MB  (15.5 MB/s)
   17.1%   259.0 MB  (15.5 MB/s)
   17.2%   260.0 MB  (15.5 MB/s)
   17.3%   261.1 MB  (15.5 MB/s)
   17.3%   262.1 MB  (15.5 MB/s)
   17.4%   263.2 MB  (15.5 MB/s)
   17.5%   264.2 MB  (15.4 MB/s)
   17.5%   265.3 MB  (15.4 MB/s)
   17.6%   266.3 MB  (15.5 MB/s)
   17.7%   267.4 MB  (15.5 MB/s)
   17.7%   268.4 MB  (15.5 MB/s)
   17.8%   269.5 MB  (15.5 MB/s)
   17.9%   270.5 MB  (15.6 MB/s)
   17.9%   271.6 MB  (15.6 MB/s)
   18.0%   272.6 MB  (15.6 MB/s)
   18.1%   273.7 MB  (15.6 MB/s)
   18.2%   274.7 MB  (15.6 MB/s)
   18.2%   275.8 MB  (15.6 MB/s)
   18.3%   276.8 MB  (15.6 MB/s)
   18.4%   277.9 MB  (15.6 MB/s)
   18.4%   278.9 MB  (15.6 MB/s)
   18.5%   280.0 MB  (15.6 MB/s)
   18.6%   281.0 MB  (15.7 MB/s)
   18.6%   282.1 MB  (15.7 MB/s)
   18.7%   283.1 MB  (15.6 MB/s)
   18.8%   284.2 MB  (15.6 MB/s)
   18.8%   285.2 MB  (15.6 MB/s)
   18.9%   286.3 MB  (15.7 MB/s)
   19.0%   287.3 MB  (15.7 MB/s)
   19.1%   288.4 MB  (15.7 MB/s)
   19.1%   289.4 MB  (15.7 MB/s)
   19.2%   290.5 MB  (15.7 MB/s)
   19.3%   291.5 MB  (15.8 MB/s)
   19.3%   292.6 MB  (15.8 MB/s)
   19.4%   293.6 MB  (15.7 MB/s)
   19.5%   294.6 MB  (15.8 MB/s)
   19.5%   295.7 MB  (15.8 MB/s)
   19.6%   296.7 MB  (15.8 MB/s)
   19.7%   297.8 MB  (15.8 MB/s)
   19.7%   298.8 MB  (15.8 MB/s)
   19.8%   299.9 MB  (15.9 MB/s)
   19.9%   300.9 MB  (15.9 MB/s)
   20.0%   302.0 MB  (15.9 MB/s)
   20.0%   303.0 MB  (15.9 MB/s)
   20.1%   304.1 MB  (16.0 MB/s)
   20.2%   305.1 MB  (16.0 MB/s)
   20.2%   306.2 MB  (15.9 MB/s)
   20.3%   307.2 MB  (16.0 MB/s)
   20.4%   308.3 MB  (16.0 MB/s)
   20.4%   309.3 MB  (16.0 MB/s)
   20.5%   310.4 MB  (16.0 MB/s)
   20.6%   311.4 MB  (16.0 MB/s)
   20.7%   312.5 MB  (16.0 MB/s)
   20.7%   313.5 MB  (16.1 MB/s)
   20.8%   314.6 MB  (16.1 MB/s)
   20.9%   315.6 MB  (16.1 MB/s)
   20.9%   316.7 MB  (16.0 MB/s)
   21.0%   317.7 MB  (16.0 MB/s)
   21.1%   318.8 MB  (16.0 MB/s)
   21.1%   319.8 MB  (16.0 MB/s)
   21.2%   320.9 MB  (16.0 MB/s)
   21.3%   321.9 MB  (15.9 MB/s)
   21.3%   323.0 MB  (15.9 MB/s)
   21.4%   324.0 MB  (15.9 MB/s)
   21.5%   325.1 MB  (16.0 MB/s)
   21.6%   326.1 MB  (16.0 MB/s)
   21.6%   327.2 MB  (16.0 MB/s)
   21.7%   328.2 MB  (16.0 MB/s)
   21.8%   329.3 MB  (16.0 MB/s)
   21.8%   330.3 MB  (16.0 MB/s)
   21.9%   331.4 MB  (16.0 MB/s)
   22.0%   332.4 MB  (16.0 MB/s)
   22.0%   333.4 MB  (16.0 MB/s)
   22.1%   334.5 MB  (16.0 MB/s)
   22.2%   335.5 MB  (16.0 MB/s)
   22.2%   336.6 MB  (16.0 MB/s)
   22.3%   337.6 MB  (16.0 MB/s)
   22.4%   338.7 MB  (16.0 MB/s)
   22.5%   339.7 MB  (16.0 MB/s)
   22.5%   340.8 MB  (16.0 MB/s)
   22.6%   341.8 MB  (16.0 MB/s)
   22.7%   342.9 MB  (16.0 MB/s)
   22.7%   343.9 MB  (16.0 MB/s)
   22.8%   345.0 MB  (16.0 MB/s)
   22.9%   346.0 MB  (16.0 MB/s)
   22.9%   347.1 MB  (16.0 MB/s)
   23.0%   348.1 MB  (16.0 MB/s)
   23.1%   349.2 MB  (16.0 MB/s)
   23.1%   350.2 MB  (16.0 MB/s)
   23.2%   351.3 MB  (16.0 MB/s)
   23.3%   352.3 MB  (16.0 MB/s)
   23.4%   353.4 MB  (16.0 MB/s)
   23.4%   354.4 MB  (16.0 MB/s)
   23.5%   355.5 MB  (15.9 MB/s)
   23.6%   356.5 MB  (15.9 MB/s)
   23.6%   357.6 MB  (15.9 MB/s)
   23.7%   358.6 MB  (15.9 MB/s)
   23.8%   359.7 MB  (15.9 MB/s)
   23.8%   360.7 MB  (15.8 MB/s)
   23.9%   361.8 MB  (15.8 MB/s)
   24.0%   362.8 MB  (15.8 MB/s)
   24.0%   363.9 MB  (15.8 MB/s)
   24.1%   364.9 MB  (15.8 MB/s)
   24.2%   366.0 MB  (15.8 MB/s)
   24.3%   367.0 MB  (15.8 MB/s)
   24.3%   368.1 MB  (15.8 MB/s)
   24.4%   369.1 MB  (15.9 MB/s)
   24.5%   370.1 MB  (15.8 MB/s)
   24.5%   371.2 MB  (15.8 MB/s)
   24.6%   372.2 MB  (15.8 MB/s)
   24.7%   373.3 MB  (15.8 MB/s)
   24.7%   374.3 MB  (15.8 MB/s)
   24.8%   375.4 MB  (15.8 MB/s)
   24.9%   376.4 MB  (15.8 MB/s)
   24.9%   377.5 MB  (15.8 MB/s)
   25.0%   378.5 MB  (15.8 MB/s)
   25.1%   379.6 MB  (15.8 MB/s)
   25.2%   380.6 MB  (15.8 MB/s)
   25.2%   381.7 MB  (15.8 MB/s)
   25.3%   382.7 MB  (15.9 MB/s)
   25.4%   383.8 MB  (15.9 MB/s)
   25.4%   384.8 MB  (15.9 MB/s)
   25.5%   385.9 MB  (15.9 MB/s)
   25.6%   386.9 MB  (15.9 MB/s)
   25.6%   388.0 MB  (15.9 MB/s)
   25.7%   389.0 MB  (15.9 MB/s)
   25.8%   390.1 MB  (15.9 MB/s)
   25.8%   391.1 MB  (15.9 MB/s)
   25.9%   392.2 MB  (16.0 MB/s)
   26.0%   393.2 MB  (16.0 MB/s)
   26.1%   394.3 MB  (16.0 MB/s)
   26.1%   395.3 MB  (16.0 MB/s)
   26.2%   396.4 MB  (16.0 MB/s)
   26.3%   397.4 MB  (16.0 MB/s)
   26.3%   398.5 MB  (16.0 MB/s)
   26.4%   399.5 MB  (16.0 MB/s)
   26.5%   400.6 MB  (16.0 MB/s)
   26.5%   401.6 MB  (16.0 MB/s)
   26.6%   402.7 MB  (16.0 MB/s)
   26.7%   403.7 MB  (16.0 MB/s)
   26.7%   404.8 MB  (16.0 MB/s)
   26.8%   405.8 MB  (16.0 MB/s)
   26.9%   406.8 MB  (16.0 MB/s)
   27.0%   407.9 MB  (16.0 MB/s)
   27.0%   408.9 MB  (16.0 MB/s)
   27.1%   410.0 MB  (16.0 MB/s)
   27.2%   411.0 MB  (16.0 MB/s)
   27.2%   412.1 MB  (16.0 MB/s)
   27.3%   413.1 MB  (16.0 MB/s)
   27.4%   414.2 MB  (16.1 MB/s)
   27.4%   415.2 MB  (16.1 MB/s)
   27.5%   416.3 MB  (16.1 MB/s)
   27.6%   417.3 MB  (16.0 MB/s)
   27.6%   418.4 MB  (16.0 MB/s)
   27.7%   419.4 MB  (16.1 MB/s)
   27.8%   420.5 MB  (16.1 MB/s)
   27.9%   421.5 MB  (16.1 MB/s)
   27.9%   422.6 MB  (16.1 MB/s)
   28.0%   423.6 MB  (16.1 MB/s)
   28.1%   424.7 MB  (16.1 MB/s)
   28.1%   425.7 MB  (16.1 MB/s)
   28.2%   426.8 MB  (16.1 MB/s)
   28.3%   427.8 MB  (16.1 MB/s)
   28.3%   428.9 MB  (16.1 MB/s)
   28.4%   429.9 MB  (16.1 MB/s)
   28.5%   431.0 MB  (16.1 MB/s)
   28.6%   432.0 MB  (16.1 MB/s)
   28.6%   433.1 MB  (16.1 MB/s)
   28.7%   434.1 MB  (16.1 MB/s)
   28.8%   435.2 MB  (16.2 MB/s)
   28.8%   436.2 MB  (16.1 MB/s)
   28.9%   437.3 MB  (16.1 MB/s)
   29.0%   438.3 MB  (16.1 MB/s)
   29.0%   439.4 MB  (16.0 MB/s)
   29.1%   440.4 MB  (16.0 MB/s)
   29.2%   441.5 MB  (16.0 MB/s)
   29.2%   442.5 MB  (16.0 MB/s)
   29.3%   443.5 MB  (16.0 MB/s)
   29.4%   444.6 MB  (16.0 MB/s)
   29.5%   445.6 MB  (16.0 MB/s)
   29.5%   446.7 MB  (16.0 MB/s)
   29.6%   447.7 MB  (16.0 MB/s)
   29.7%   448.8 MB  (16.0 MB/s)
   29.7%   449.8 MB  (16.0 MB/s)
   29.8%   450.9 MB  (16.0 MB/s)
   29.9%   451.9 MB  (16.0 MB/s)
   29.9%   453.0 MB  (16.0 MB/s)
   30.0%   454.0 MB  (16.0 MB/s)
   30.1%   455.1 MB  (16.0 MB/s)
   30.1%   456.1 MB  (15.9 MB/s)
   30.2%   457.2 MB  (15.9 MB/s)
   30.3%   458.2 MB  (16.0 MB/s)
   30.4%   459.3 MB  (16.0 MB/s)
   30.4%   460.3 MB  (16.0 MB/s)
   30.5%   461.4 MB  (16.0 MB/s)
   30.6%   462.4 MB  (16.0 MB/s)
   30.6%   463.5 MB  (16.0 MB/s)
   30.7%   464.5 MB  (16.0 MB/s)
   30.8%   465.6 MB  (16.0 MB/s)
   30.8%   466.6 MB  (16.0 MB/s)
   30.9%   467.7 MB  (16.0 MB/s)
   31.0%   468.7 MB  (16.0 MB/s)
   31.0%   469.8 MB  (16.0 MB/s)
   31.1%   470.8 MB  (16.0 MB/s)
   31.2%   471.9 MB  (16.0 MB/s)
   31.3%   472.9 MB  (16.0 MB/s)
   31.3%   474.0 MB  (16.1 MB/s)
   31.4%   475.0 MB  (16.1 MB/s)
   31.5%   476.1 MB  (16.1 MB/s)
   31.5%   477.1 MB  (16.1 MB/s)
   31.6%   478.2 MB  (16.1 MB/s)
   31.7%   479.2 MB  (16.1 MB/s)
   31.7%   480.2 MB  (16.1 MB/s)
   31.8%   481.3 MB  (16.1 MB/s)
   31.9%   482.3 MB  (16.1 MB/s)
   31.9%   483.4 MB  (16.1 MB/s)
   32.0%   484.4 MB  (16.1 MB/s)
   32.1%   485.5 MB  (16.2 MB/s)
   32.2%   486.5 MB  (16.1 MB/s)
   32.2%   487.6 MB  (16.1 MB/s)
   32.3%   488.6 MB  (16.1 MB/s)
   32.4%   489.7 MB  (16.1 MB/s)
   32.4%   490.7 MB  (16.1 MB/s)
   32.5%   491.8 MB  (16.1 MB/s)
   32.6%   492.8 MB  (16.1 MB/s)
   32.6%   493.9 MB  (16.1 MB/s)
   32.7%   494.9 MB  (16.1 MB/s)
   32.8%   496.0 MB  (16.1 MB/s)
   32.8%   497.0 MB  (16.1 MB/s)
   32.9%   498.1 MB  (16.1 MB/s)
   33.0%   499.1 MB  (16.1 MB/s)
   33.1%   500.2 MB  (16.1 MB/s)
   33.1%   501.2 MB  (16.1 MB/s)
   33.2%   502.3 MB  (16.1 MB/s)
   33.3%   503.3 MB  (16.1 MB/s)
   33.3%   504.4 MB  (16.1 MB/s)
   33.4%   505.4 MB  (16.1 MB/s)
   33.5%   506.5 MB  (16.1 MB/s)
   33.5%   507.5 MB  (16.1 MB/s)
   33.6%   508.6 MB  (16.1 MB/s)
   33.7%   509.6 MB  (16.1 MB/s)
   33.7%   510.7 MB  (16.1 MB/s)
   33.8%   511.7 MB  (16.1 MB/s)
   33.9%   512.8 MB  (16.1 MB/s)
   34.0%   513.8 MB  (16.1 MB/s)
   34.0%   514.9 MB  (16.1 MB/s)
   34.1%   515.9 MB  (16.1 MB/s)
   34.2%   516.9 MB  (16.2 MB/s)
   34.2%   518.0 MB  (16.2 MB/s)
   34.3%   519.0 MB  (16.2 MB/s)
   34.4%   520.1 MB  (16.2 MB/s)
   34.4%   521.1 MB  (16.2 MB/s)
   34.5%   522.2 MB  (16.2 MB/s)
   34.6%   523.2 MB  (16.2 MB/s)
   34.6%   524.3 MB  (16.2 MB/s)
   34.7%   525.3 MB  (16.2 MB/s)
   34.8%   526.4 MB  (16.2 MB/s)
   34.9%   527.4 MB  (16.2 MB/s)
   34.9%   528.5 MB  (16.2 MB/s)
   35.0%   529.5 MB  (16.2 MB/s)
   35.1%   530.6 MB  (16.3 MB/s)
   35.1%   531.6 MB  (16.3 MB/s)
   35.2%   532.7 MB  (16.2 MB/s)
   35.3%   533.7 MB  (16.2 MB/s)
   35.3%   534.8 MB  (16.3 MB/s)
   35.4%   535.8 MB  (16.3 MB/s)
   35.5%   536.9 MB  (16.3 MB/s)
   35.5%   537.9 MB  (16.3 MB/s)
   35.6%   539.0 MB  (16.3 MB/s)
   35.7%   540.0 MB  (16.3 MB/s)
   35.8%   541.1 MB  (16.3 MB/s)
   35.8%   542.1 MB  (16.3 MB/s)
   35.9%   543.2 MB  (16.3 MB/s)
   36.0%   544.2 MB  (16.3 MB/s)
   36.0%   545.3 MB  (16.3 MB/s)
   36.1%   546.3 MB  (16.3 MB/s)
   36.2%   547.4 MB  (16.3 MB/s)
   36.2%   548.4 MB  (16.3 MB/s)
   36.3%   549.5 MB  (16.3 MB/s)
   36.4%   550.5 MB  (16.4 MB/s)
   36.5%   551.6 MB  (16.4 MB/s)
   36.5%   552.6 MB  (16.4 MB/s)
   36.6%   553.6 MB  (16.4 MB/s)
   36.7%   554.7 MB  (16.4 MB/s)
   36.7%   555.7 MB  (16.4 MB/s)
   36.8%   556.8 MB  (16.4 MB/s)
   36.9%   557.8 MB  (16.4 MB/s)
   36.9%   558.9 MB  (16.4 MB/s)
   37.0%   559.9 MB  (16.4 MB/s)
   37.1%   561.0 MB  (16.4 MB/s)
   37.1%   562.0 MB  (16.4 MB/s)
   37.2%   563.1 MB  (16.4 MB/s)
   37.3%   564.1 MB  (16.4 MB/s)
   37.4%   565.2 MB  (16.4 MB/s)
   37.4%   566.2 MB  (16.4 MB/s)
   37.5%   567.3 MB  (16.4 MB/s)
   37.6%   568.3 MB  (16.4 MB/s)
   37.6%   569.4 MB  (16.4 MB/s)
   37.7%   570.4 MB  (16.4 MB/s)
   37.8%   571.5 MB  (16.4 MB/s)
   37.8%   572.5 MB  (16.5 MB/s)
   37.9%   573.6 MB  (16.5 MB/s)
   38.0%   574.6 MB  (16.4 MB/s)
   38.0%   575.7 MB  (16.5 MB/s)
   38.1%   576.7 MB  (16.5 MB/s)
   38.2%   577.8 MB  (16.5 MB/s)
   38.3%   578.8 MB  (16.5 MB/s)
   38.3%   579.9 MB  (16.5 MB/s)
   38.4%   580.9 MB  (16.5 MB/s)
   38.5%   582.0 MB  (16.5 MB/s)
   38.5%   583.0 MB  (16.5 MB/s)
   38.6%   584.1 MB  (16.5 MB/s)
   38.7%   585.1 MB  (16.5 MB/s)
   38.7%   586.2 MB  (16.5 MB/s)
   38.8%   587.2 MB  (16.5 MB/s)
   38.9%   588.3 MB  (16.5 MB/s)
   38.9%   589.3 MB  (16.5 MB/s)
