pac_id,pac_name,industry,amount,total_received,pct_of_total
1018869,Painters and Allied Trades District Council No. 36 Political Action Committee,77,69153.47,69153.47,1
1018912,UAW Region 6 Western States PAC,77,604872,604872,1
1018915,"Service Employees International Union Local 721 CTW, CLC State & Local",77,564032.87,564032.87,1
1018937,California State Pipe Trades Council,99,1641247.6800000002,1645347.6800000002,0.9975081254558915
1018937,California State Pipe Trades Council,77,4100,1645347.6800000002,0.002491874544108513
1018954,Steamfitters & Refrigeration U.A. Local 250 PAC Small Contributor Committee,77,741729.13,741729.13,1
1018977,California Professional Firefighters PAC Small Contributor Committee,77,3844378.73,3844378.73,1
1018998,CLING PEACH GROWERS FOR EFFECTIVE GOVERNMENT (PEACH-PAC),11,5504.37,5504.37,1
1019100,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1230 POLITICAL ACTIVITY COMMITTEE,77,93819.6,93819.6,1
1019127,NA,77,279864.89,279864.89,1
1019216,IBEW Local 18 Water & Power Defense League,77,574905.4,574905.4,1
1019401,California Apartment Association PAC,40,2650179.6499999994,2734188.649999997,0.969274614610079
1019401,California Apartment Association PAC,52,30666,2734188.649999997,0.011215758649279754
1019401,California Apartment Association PAC,99,21520,2734188.649999997,0.007870707824055967
1019401,California Apartment Association PAC,50,12607,2734188.649999997,0.0046108742350313
1019401,California Apartment Association PAC,20,11768,2734188.649999997,0.004304019036872241
1019401,California Apartment Association PAC,60,7448,2734188.649999997,0.002724025644682567
1019646,"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES (AFSCME) AFL-CIO",77,1431400,1438207.5,0.995266677443971
1019646,"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES (AFSCME) AFL-CIO",99,6807.5,1438207.5,0.004733322556028946
1019718,ACT Political,99,12976.5,12976.5,1
1019780,California Optometric PAC,60,304935.8199999993,304935.8200000027,0.9999999999999889
1019841,NA,20,106595,106595,1
1020015,California Applicants' Attorneys Association PAC,50,146164.37,146164.37,1
1020403,U.A. Local 38 COPE Fund,77,412140.01999999967,412140.0199999995,1.0000000000000004
1020788,SEIU United Healthcare Workers West PAC,77,3828163.13,3828163.13,1
1021268,California Credit Union League PAC,52,2978727.4299999997,3065577.4299999992,0.9716692851565
1021268,California Credit Union League PAC,99,29300,3065577.4299999992,0.009557742601203848
1021268,California Credit Union League PAC,40,25500,3065577.4299999992,0.008318171888419731
1021268,California Credit Union League PAC,50,19050,3065577.4299999992,0.0062141637048782694
1021268,California Credit Union League PAC,80,7500,3065577.4299999992,0.0024465211436528623
1021268,California Credit Union League PAC,79,5500,3065577.4299999992,0.0017941155053454322
1021273,Consumer Attorneys of California PAC,50,2305264.38,2305264.38,1
1021352,CALIFORNIA MANUFACTURERS ASSOCIATION POLITICAL ACTION COMMITTEE,31-33,124352.5,147252.49999999997,0.8444848135006199
1021352,CALIFORNIA MANUFACTURERS ASSOCIATION POLITICAL ACTION COMMITTEE,21,9800,147252.49999999997,0.06655235055431998
1021352,CALIFORNIA MANUFACTURERS ASSOCIATION POLITICAL ACTION COMMITTEE,92,8100,147252.49999999997,0.055007555049999164
1021352,CALIFORNIA MANUFACTURERS ASSOCIATION POLITICAL ACTION COMMITTEE,50,5000,147252.49999999997,0.03395528089506121
1021408,CONCERNED AMERICANS FOR RESPONSIBLE GOVERNMENT SPONSORED BY THE CALIFORNIA TRUCKING ASSOCIATION,99,85688.35,163228.34999999998,0.5249599717205989
1021408,CONCERNED AMERICANS FOR RESPONSIBLE GOVERNMENT SPONSORED BY THE CALIFORNIA TRUCKING ASSOCIATION,20,41840,163228.34999999998,0.2563280214497053
1021408,CONCERNED AMERICANS FOR RESPONSIBLE GOVERNMENT SPONSORED BY THE CALIFORNIA TRUCKING ASSOCIATION,21,17800,163228.34999999998,0.1090496840775515
1021408,CONCERNED AMERICANS FOR RESPONSIBLE GOVERNMENT SPONSORED BY THE CALIFORNIA TRUCKING ASSOCIATION,80,9800,163228.34999999998,0.06003859011011262
1021408,CONCERNED AMERICANS FOR RESPONSIBLE GOVERNMENT SPONSORED BY THE CALIFORNIA TRUCKING ASSOCIATION,60,8100,163228.34999999998,0.04962373264203186
1021564,Southern California Pipe Trades District Council No.16,77,528323.1,528323.1,1
1021618,"California Hotel PAC, sponsored by California Hotel + Lodging Association",80,1073597.5,1138492.5,0.9429991853262099
1021618,"California Hotel PAC, sponsored by California Hotel + Lodging Association",99,30070,1138492.5,0.026412119535262638
1021618,"California Hotel PAC, sponsored by California Hotel + Lodging Association",40,19105,1138492.5,0.01678096254476863
1021618,"California Hotel PAC, sponsored by California Hotel + Lodging Association",70,8720,1138492.5,0.007659251158878956
1021618,"California Hotel PAC, sponsored by California Hotel + Lodging Association",76,7000,1138492.5,0.006148481434879896
1021706,California Farm Bureau Federation Fund to Protect the Family Farm (FARM PAC),11,463407.13,494386.87,0.937337049424472
1021706,California Farm Bureau Federation Fund to Protect the Family Farm (FARM PAC),88,20989.74,494386.87,0.04245610325371303
1021706,California Farm Bureau Federation Fund to Protect the Family Farm (FARM PAC),76,9990,494386.87,0.020206847321814998
1021721,CALIFORNIA CATTLEMEN'S ASSOCIATION POLITICAL ACTION COMMITTEE (CATTLE-PAC),11,179518.9,200518.9,0.8952717175288714
1021721,CALIFORNIA CATTLEMEN'S ASSOCIATION POLITICAL ACTION COMMITTEE (CATTLE-PAC),20,6000,200518.9,0.029922366420322474
1021721,CALIFORNIA CATTLEMEN'S ASSOCIATION POLITICAL ACTION COMMITTEE (CATTLE-PAC),60,5000,200518.9,0.02493530535026873
1021721,CALIFORNIA CATTLEMEN'S ASSOCIATION POLITICAL ACTION COMMITTEE (CATTLE-PAC),76,5000,200518.9,0.02493530535026873
1021721,CALIFORNIA CATTLEMEN'S ASSOCIATION POLITICAL ACTION COMMITTEE (CATTLE-PAC),80,5000,200518.9,0.02493530535026873
1021722,Greater Anesthesia Service and PAC,60,411815.36,411815.36,1
1021723,CALIFORNIA FUELS & CONVENIENCE ALLIANCE PAC,21,163185,290820.45999999996,0.5611193930440795
1021723,CALIFORNIA FUELS & CONVENIENCE ALLIANCE PAC,80,103885.45999999999,290820.45999999996,0.35721510102831144
1021723,CALIFORNIA FUELS & CONVENIENCE ALLIANCE PAC,20,18750,290820.45999999996,0.06447276783758613
1021723,CALIFORNIA FUELS & CONVENIENCE ALLIANCE PAC,50,5000,290820.45999999996,0.017192738090022967
1021744,Association of California Life & Health Insurance Companies PAC (ACLHIC PAC),52,170624.93,235424.93,0.7247530242442888
1021744,Association of California Life & Health Insurance Companies PAC (ACLHIC PAC),99,64800,235424.93,0.27524697575571117
1021800,AGRICULTURAL COUNCIL OF CALIFORNIA POLITICAL ACTION COMMITTEE,11,76765.58330611273,86338.46,0.8891238424464918
1021800,AGRICULTURAL COUNCIL OF CALIFORNIA POLITICAL ACTION COMMITTEE,99,5687.160855178228,86338.46,0.06587053851989284
1021800,AGRICULTURAL COUNCIL OF CALIFORNIA POLITICAL ACTION COMMITTEE,20,3885.7158387090353,86338.46,0.04500561903361532
1021823,PACE OF CALIFORNIA SCHOOL EMPLOYEES ASSOCIATION,77,1055526.55,1055526.5499999998,1.0000000000000002
1022037,CALIFORNIA BEER & BEVERAGE DISTRIBUTORS COMMUNITY AFFAIRS FUND,80,74777.47,74777.47,1
1022620,CALIFORNIA VETERINARY MEDICAL ASSOCIATION-PAC,50,56150.759999999995,56150.76,0.9999999999999999
1022714,CA Independent Telephone PAC,20,76925,76925,1
1022794,California Westside Farms PAC,11,41000.000000000015,55500.000000000015,0.7387387387387389
1022794,California Westside Farms PAC,99,14500,55500.000000000015,0.2612612612612612
1022953,Western United Dairies PAC,11,53559.2,53559.2,1
1023815,California Nurses Association PAC (CNA-PAC) Small Contributor Committee,77,6883360.4,6883360.399999999,1.0000000000000002
1025266,CALIFORNIA AMERICAN COUNCIL OF ENGINEERING COMPANIES POLITICAL ACTION COMMITTEE (CA ACEC PAC),50,301411.72000000003,314107.72,0.9595807451023491
1025266,CALIFORNIA AMERICAN COUNCIL OF ENGINEERING COMPANIES POLITICAL ACTION COMMITTEE (CA ACEC PAC),99,12696,314107.72,0.04041925489765104
1025467,LOS ANGELES COURT REPORTERS PAC (AKA PARLAC),92,29133.75,29133.75,1
1025597,Plumbers and Steamfitters Local No. 467 State Political Action Fund,77,174510.95,174510.95,1
1025607,SUNKIST POLITICAL ACTION COMMITTEE,11,195819.03000000003,195819.03,1.0000000000000002
1026324,GENERAL MOTORS COMPANY POLITICAL ACTION COMMITTEE (FED PAC ID C00076810),31-33,2002671.23,2002671.23,1
1026400,LOS ANGELES COUNTY ELECTRICAL CONTRACTORS POLITICAL ACTION COMMITTEE,40,37108.369999999995,56108.369999999995,0.6613695960157103
1026400,LOS ANGELES COUNTY ELECTRICAL CONTRACTORS POLITICAL ACTION COMMITTEE,50,10000,56108.369999999995,0.17822652841278405
1026400,LOS ANGELES COUNTY ELECTRICAL CONTRACTORS POLITICAL ACTION COMMITTEE,79,9000,56108.369999999995,0.16040387557150565
1026634,"California Hospital Association PAC, Sponsored by CA Association of Hospitals & Health Systems (CAHHS)",60,853504.89,996704.89,0.8563265802779396
1026634,"California Hospital Association PAC, Sponsored by CA Association of Hospitals & Health Systems (CAHHS)",50,54400,996704.89,0.054579846598324606
1026634,"California Hospital Association PAC, Sponsored by CA Association of Hospitals & Health Systems (CAHHS)",52,49000,996704.89,0.04916199417863797
1026634,"California Hospital Association PAC, Sponsored by CA Association of Hospitals & Health Systems (CAHHS)",40,14800,996704.89,0.014848928853955959
1026634,"California Hospital Association PAC, Sponsored by CA Association of Hospitals & Health Systems (CAHHS)",99,10000,996704.89,0.010033060036456728
1026634,"California Hospital Association PAC, Sponsored by CA Association of Hospitals & Health Systems (CAHHS)",11,5000,996704.89,0.005016530018228364
1026634,"California Hospital Association PAC, Sponsored by CA Association of Hospitals & Health Systems (CAHHS)",70,5000,996704.89,0.005016530018228364
1026634,"California Hospital Association PAC, Sponsored by CA Association of Hospitals & Health Systems (CAHHS)",76,5000,996704.89,0.005016530018228364
1029026,CALIFORNIA ASSOCIATION OF MARRIAGE AND FAMILY THERAPISTS PAC,60,76535.37000000001,76535.37000000001,1
1029583,California Association of Sheet Metal and Air Conditioning Contractors PAC,40,121062.70999999999,231072.71,0.5239160868455648
1029583,California Association of Sheet Metal and Air Conditioning Contractors PAC,76,49560,231072.71,0.21447794505893839
1029583,California Association of Sheet Metal and Air Conditioning Contractors PAC,31-33,42450,231072.71,0.18370840935738367
1029583,California Association of Sheet Metal and Air Conditioning Contractors PAC,80,7650,231072.71,0.03310646246369812
1029583,California Association of Sheet Metal and Air Conditioning Contractors PAC,50,5350,231072.71,0.023152885513828093
1029583,California Association of Sheet Metal and Air Conditioning Contractors PAC,100,5000,231072.71,0.021638210760587005
1029806,NA,88,1000115.5,1009402.32,0.9907996843121978
1029806,NA,77,9286.82,1009402.32,0.009200315687802264
1029893,NA,76,49600,49600,1
1030692,California Grain & Feed Association PAC,11,46960,46960,1
1030699,UNITE STATE AND LOCAL ELECTION FUND,99,3986896.24,3986896.24,1
1031089,Peace Officers Research Association of California PAC (PORAC PAC) Small Contributor Committee,92,3109361.52,3109361.52,1
1031555,California Association of Nurse Anesthetists PAC,60,269685.5400000006,269685.54000000056,1.0000000000000002
1034124,Los Angeles County Building and Construction Trades Council - Political Action Committee,77,370686.92,370686.92,1
1034330,CALIFORNIA INDEPENDENT PETROLEUM ASSOCIATION PAC,21,163087,163087,1
1034589,NA,77,1940620,1940620,1
1034642,SAN BERNARDINO SAFETY EMPLOYEES BENEFIT ASSOCIATION POLITICAL ACTION COMMITTEE,77,443550.89,443550.89,1
1034810,International Brotherhood of Electrical Workers Local No. 11,77,1626399,1626399,1
1034859,CALIFORNIA ORTHOPAEDIC ASSOCIATION POLITICAL ACTION COMMITTEE,60,112901.05,112901.05,1
1035088,CALIFORNIA HYGIENISTS POLITICAL ACTION COMMITTEE (CAL-HY-PAC),60,38149.43,43149.43,0.8841236141473943
1035088,CALIFORNIA HYGIENISTS POLITICAL ACTION COMMITTEE (CAL-HY-PAC),50,5000,43149.43,0.1158763858526057
1035164,"AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION OF AMERICA CALIFORNIA POLITICAL ACTION COMMITTEE ""MPO""",52,522838,531938,0.982892743139238
1035164,"AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION OF AMERICA CALIFORNIA POLITICAL ACTION COMMITTEE ""MPO""",99,9100,531938,0.01710725686076197
1035426,CALIFORNIA CITRUS MUTUAL POLITICAL ACTION COMMITTEE,11,142050,166595,0.852666646658063
1035426,CALIFORNIA CITRUS MUTUAL POLITICAL ACTION COMMITTEE,31-33,13500,166595,0.08103484498334283
1035426,CALIFORNIA CITRUS MUTUAL POLITICAL ACTION COMMITTEE,80,6045,166595,0.03628560280920796
1035426,CALIFORNIA CITRUS MUTUAL POLITICAL ACTION COMMITTEE,40,5000,166595,0.030012905549386237
1035434,NA,77,2913863,2913863,1
1036697,SEIU California State Council,77,2194803.69,2194803.69,1
1036761,DISTRICT COUNCIL OF IRON WORKERS OF THE STATE OF CALIFORNIA AND VICINITY PAC,77,398973.25,398973.25,1
1036915,"CALIFORNIA ATTORNEYS, ADMINISTRATIVE LAW JUDGES & HEARING OFFICERS IN STATE EMPLOYMENT PAC AKA CASE PAC",77,403495,403495,1
1036989,International Longshore and Warehouse Union Political Action Fund,88,25500,25550,0.9980430528375733
1036989,International Longshore and Warehouse Union Political Action Fund,77,50,25550,0.0019569471624266144
1038764,SEMPRA ENERGY EMPLOYEES POLITICAL ACTION COMMITTEE - STATE,20,4709.43,4709.429999999999,1.0000000000000002
1038907,Association of California School Administrators PAC,60,1598907.4799999974,1598907.4800000582,0.999999999999962
1038947,"Faculty for our University's Future, Local Committee Sponsored by the California Faculty Association",77,2267007.0200000005,2267007.0200000005,1
1039225,CALIFORNIA BUSINESS PROPERTIES ASSOCIATION POLITICAL ACTION COMMITTEE (CBPA-PAC),40,377250,397830.1,0.9482691229245852
1039225,CALIFORNIA BUSINESS PROPERTIES ASSOCIATION POLITICAL ACTION COMMITTEE (CBPA-PAC),20,15000,397830.1,0.037704537690838376
1039225,CALIFORNIA BUSINESS PROPERTIES ASSOCIATION POLITICAL ACTION COMMITTEE (CBPA-PAC),80,5580.1,397830.1,0.014026339384576482
1039258,NA,99,45593,54305,0.8395727833532823
1039258,NA,11,8712,54305,0.1604272166467176
1039318,Sheet Metal Workers Local Union 104 PAC,77,771449.37,1025779.8799999998,0.7520613194323914
1039318,Sheet Metal Workers Local Union 104 PAC,40,195565.29000000004,1025779.8799999998,0.1906503469340811
1039318,Sheet Metal Workers Local Union 104 PAC,60,46709.62,1025779.8799999998,0.045535714738331595
1039318,Sheet Metal Workers Local Union 104 PAC,99,12055.6,1025779.8799999998,0.011752618895196115
1039598,California Defense Counsel PAC,50,60982,60982,1
1040377,"Plumbers, Steamfitters & Refrigeration Fitters Local 393 Political Action Fund",77,383175.44000000006,383175.44000000047,0.9999999999999989
1040545,Laborers' International Union of North America Local 1309 PAC,77,329361.89,329361.88999999996,1.0000000000000002
1040629,Western States Council of Sheet Metal Workers PAC,77,170138.37999999998,170138.37999999998,1
1041364,CALIFORNIA COALITION OF NURSE PRACTITIONERS PAC,60,64132.95,80132.95,0.8003318235507366
1041364,CALIFORNIA COALITION OF NURSE PRACTITIONERS PAC,50,11000,80132.95,0.1372718713088686
1041364,CALIFORNIA COALITION OF NURSE PRACTITIONERS PAC,76,5000,80132.95,0.062396305140394806
1041721,UNITED AGRICULTURAL POLITICAL ACTION COMMITTEE,11,108629.63,108629.63,1
1041831,NA,88,45978,45978,1
1042048,"SPECIALTY EQUIPMENT MARKET ASSOCIATION AND PERFORMANCE RACING, INC. CALIFORNIA POLITICAL ACTION COMMITTEE",76,78750,79125,0.995260663507109
1042048,"SPECIALTY EQUIPMENT MARKET ASSOCIATION AND PERFORMANCE RACING, INC. CALIFORNIA POLITICAL ACTION COMMITTEE",80,375,79125,0.004739336492890996
1042187,International Union Of Operating Engineers Stationary Engineers Local 39,77,146058.5,146058.5,1
1042752,United Association No. 159 Consumer Protection Fund Sponsored by Plumbers & Steamfitters Local 159,77,59730,59730,1
1042976,NA,77,21917.5,21917.5,1
1043298,Laborers Local 185 PAC,77,160056,160056,1
1043345,Building A Stronger California sponsored by Western States Regional Council of Carpenters,77,6399550.32,6399550.32,1
1043772,NA,77,90000,90000,1
1044790,NA,88,53025.29,53025.29,1
1045460,Cement Masons Local 600 Political Action Committee,77,21830.15,21830.15,1
1045692,CALIFORNIA TOW TRUCK ASSOCIATION POLITICAL ACTION COMMITTEE FUND AKA: CTTA PAC FUND,20,2500,2500,1
1045835,"D.R.I.V.E. - DEMOCRAT, REPUBLICAN, INDEPENDENT VOTER EDUCATION",99,12570892.05,12570892.05,1
1045880,SOUTHERN CALIFORNIA CONTRACTORS ASSOCIATION POLITICAL ACTION COMMITTEE,40,201996.88,201996.88,1
1045888,CALIFORNIA FINANCIAL SERVICES ASSOCIATION POLITICAL ACTION COMMITTEE,52,74200,74200,1
1045895,CALIFORNIA FACULTY ASSOCIATION POLITICAL ISSUES COMMITTEE,77,292092.54000000004,292092.54000000004,1
1047153,Sheet Metal Workers 104 District 2 Small Contributor Committee,77,239277.36,239277.36,1
1047468,Plumbers and Steamfitters Local Union No. 398 Political Action Committee,77,59722.06,59722.06,1
1047521,California Real Estate PAC,40,9892642.44,9892642.439999975,1.0000000000000024
1047526,California Ambulance Association PAC,60,5000,8600,0.5813953488372093
1047526,California Ambulance Association PAC,92,3600,8600,0.4186046511627907
1047567,California Mortgage Bankers Association PAC (CAMPAC),52,199560.95000000007,226174.44999999984,0.8823319787005128
1047567,California Mortgage Bankers Association PAC (CAMPAC),99,8500,226174.44999999984,0.03758161012439737
1047567,California Mortgage Bankers Association PAC (CAMPAC),80,8000,226174.44999999984,0.035370927175903406
1047567,California Mortgage Bankers Association PAC (CAMPAC),50,5113.5,226174.44999999984,0.022608654514247758
1047567,California Mortgage Bankers Association PAC (CAMPAC),40,5000,226174.44999999984,0.022106829484939628
1047609,Associated General Contractors Political Action Committee of CA,40,1034602.3699999994,1109419.620000003,0.9325618110124975
1047609,Associated General Contractors Political Action Committee of CA,50,39233.05,1109419.620000003,0.03536358046381035
1047609,Associated General Contractors Political Action Committee of CA,20,9999.2,1109419.620000003,0.009013000869770065
1047609,Associated General Contractors Political Action Committee of CA,88,8318.7,1109419.620000003,0.007498244893127074
1047609,Associated General Contractors Political Action Committee of CA,31-33,6000,1109419.620000003,0.0054082331805164795
1047609,Associated General Contractors Political Action Committee of CA,52,6000,1109419.620000003,0.0054082331805164795
1047609,Associated General Contractors Political Action Committee of CA,100,5266.3,1109419.620000003,0.004746896399758989
1047683,Steamfitters Local 342 Political Action Committee,77,760013.3899999991,760013.3900000001,0.9999999999999987
1047852,Plumbers and Steamfitters Local Union No. 484 Political Action Committee,77,26267.61,26267.61,1
1047853,Plumbers and Steamfitters Local Union No. 582 Political Action Committee,77,108659.16,108659.16,1
1047876,United Association of Journeymen & Apprentices of the Plumbing & Pipefitting Industry Local Union Number 345 Political Action Committee,77,3850.53,3850.53,1
1047877,Plumbers and Steamfitters Local Union No. 114 Political Action Committee,77,371.46,371.46,1
1047878,Plumbers and Steamfitters Local Union No. 761 Political Action Committee,77,74369.6,74369.6,1
1047894,CALIFORNIA BUILDING INDUSTRY ASSOCIATION PAC,40,613260.0700000001,670560.0700000001,0.9145490425637781
1047894,CALIFORNIA BUILDING INDUSTRY ASSOCIATION PAC,20,15075,670560.0700000001,0.022481207388325403
1047894,CALIFORNIA BUILDING INDUSTRY ASSOCIATION PAC,50,11000,670560.0700000001,0.0164041977626255
1047894,CALIFORNIA BUILDING INDUSTRY ASSOCIATION PAC,99,10150,670560.0700000001,0.015136600662786256
1047894,CALIFORNIA BUILDING INDUSTRY ASSOCIATION PAC,80,10075,670560.0700000001,0.015024753859859265
1047894,CALIFORNIA BUILDING INDUSTRY ASSOCIATION PAC,52,6000,670560.0700000001,0.008947744234159364
1047894,CALIFORNIA BUILDING INDUSTRY ASSOCIATION PAC,31-33,5000,670560.0700000001,0.007456453528466136
1048313,NA,20,172133.63,172133.63,1
1048529,UNITED CONTRACTORS PAC,50,516816.6000000001,951412.09,0.543210040561919
1048529,UNITED CONTRACTORS PAC,40,404194.45,951412.09,0.4248363608665095
1048529,UNITED CONTRACTORS PAC,88,11601.04,951412.09,0.012193496511064938
1048529,UNITED CONTRACTORS PAC,21,9800,951412.09,0.010300478733668393
1048529,UNITED CONTRACTORS PAC,52,9000,951412.09,0.00945962332683832
1048794,California Rice Industry Association Political Action Committee,31-33,153059.24000000002,180120.51,0.8497601966594477
1048794,California Rice Industry Association Political Action Committee,11,20954.550000000003,180120.51,0.116336279527523
1048794,California Rice Industry Association Political Action Committee,99,6106.72,180120.51,0.0339035238130294
1048801,"OPERATING ENGINEERS LOCAL 3, DISTRICT 30 PAC",77,59239.24999999999,59239.24999999999,1
1049575,CALIFORNIA AGENTS AND HEALTH INSURANCE PROFESSIONALS PAC,52,104531,128033,0.816437949591121
1049575,CALIFORNIA AGENTS AND HEALTH INSURANCE PROFESSIONALS PAC,76,23502,128033,0.18356205040887896
1049814,NA,99,820856,820856,1
1050957,GOLDEN GATE CHAPTER ASSOCIATED BUILDERS AND CONTRACTORS POLITICAL ACTION COMMITTEE,40,371263.9799999999,371263.9799999999,1
1050995,LABORERS LOCAL UNION NO. 270 POLITICAL ACTION COMMITTEE,77,119750,119750,1
1051285,Sprinkler Fitters United Association 709 P.A.C.,77,173818.58000000002,173818.58000000002,1
1051385,PACIFIC COAST PRODUCERS POLITICAL ACTION COMMITTEE,99,14997.01,31643.930000000004,0.4739300712648523
1051385,PACIFIC COAST PRODUCERS POLITICAL ACTION COMMITTEE,20,10246.61,31643.930000000004,0.3238096532257529
1051385,PACIFIC COAST PRODUCERS POLITICAL ACTION COMMITTEE,11,6400.31,31643.930000000004,0.20226027550939468
1052206,CONSTRUCTION & GENERAL LABORERS LOCAL UNION  NO. 304 POLITICAL ACTION COMMITTEE,77,161411.53,161411.53,1
1052411,California State Council of Laborers PAC,77,1786987.62,1786987.62,1
1053292,PERSONAL INSURANCE FEDERATION OF CALIFORNIA PAC,52,276115,276115,1
1053654,NA,88,137012,137012,1
1053896,United Food and Commercial Workers Western States Council Candidate PAC Small Contributor Committee,77,570200.43,570200.43,1
1054067,California Poultry Federation PAC,11,25877.97,34177.97,0.7571535114578192
1054067,California Poultry Federation PAC,20,8300,34177.97,0.24284648854218083
1055863,Plumbers Local No. 78 Political Action Committee,77,106714.11,106714.11,1
1056178,Local 770 United Food and Commercial Workers PAC,77,423036,423036,1
1056662,IBEW Local 6 Political Account,77,140000,140000,1
1058056,Doctors Company Political Action Committee (DOCPAC),60,335550.0899999999,335550.0899999999,1
1058417,NA,50,219905.75,489441.35,0.4492994921659153
1058417,NA,99,143610.16,489441.35,0.29341648391579506
1058417,NA,70,49587.96,489441.35,0.101315428293911
1058417,NA,76,38337.5,489441.35,0.07832909908408843
1058417,NA,80,20832.48,489441.35,0.04256379237267142
1058417,NA,60,6030,489441.35,0.012320168698455904
1058417,NA,20,6000,489441.35,0.012258874326821795
1058417,NA,40,5137.5,489441.35,0.010496661142341162
1058621,HARTFORD ADVOCATES FUND,52,216524.27,216524.27,1
1064202,Oakland Police Officer's Association - Political Action Committee,88,36600,38870.99,0.9415762243256476
1064202,Oakland Police Officer's Association - Political Action Committee,77,2270.99,38870.99,0.058423775674352516
1064861,California Chamber of Commerce PAC AKA ChamberPAC,20,189079.76123739668,788800,0.23970557966201406
1064861,California Chamber of Commerce PAC AKA ChamberPAC,79,120000,788800,0.15212981744421908
1064861,California Chamber of Commerce PAC AKA ChamberPAC,52,92429.02431220318,788800,0.11717675495968963
1064861,California Chamber of Commerce PAC AKA ChamberPAC,99,91211.59600856365,788800,0.11563336207982207
1064861,California Chamber of Commerce PAC AKA ChamberPAC,40,82802.8499496551,788800,0.10497318705585078
1064861,California Chamber of Commerce PAC AKA ChamberPAC,80,45000,788800,0.05704868154158215
1064861,California Chamber of Commerce PAC AKA ChamberPAC,70,39400,788800,0.04994929006085193
1064861,California Chamber of Commerce PAC AKA ChamberPAC,50,30299.706825277033,788800,0.03841240723285628
1064861,California Chamber of Commerce PAC AKA ChamberPAC,31-33,28300,788800,0.03587728194726166
1064861,California Chamber of Commerce PAC AKA ChamberPAC,21,25000,788800,0.03169371196754564
