unit_id,entity_id,entity_type,name,employer,occupation,code_final,code_final_source,code_final_description,category_final,category_final_source,manual_review,manual_review_reason,suspected_org,cross_source_conflict,rule_code,rule_label,rule_tier,rule_category,os_code,os_category,os_conf,llm_code,llm_conf,llm_category,llm_category_conf,llm_reasoning,ml_code,ml_conf,ml_category,ml_category_conf
2045ba01-03a0-4738-8f81-3b189446ab87,org_c99b119f,organization,"Pacific Personnel Management, Inc.",NONE,NONE,50,pre_classified (locked),Professional/Legal,Business Services,llm (high confidence),FALSE,NA,FALSE,FALSE,50,Professional/Legal,pre_classified,NA,NA,NA,NA,50,high,Business Services,high,The company is explicitly a staffing agency providing temporary employees.,20,0.2279,Public Sector Unions,0.1056
59b91c84-7349-4421-bd7a-fc689f5fe7ea,org_2c97d883,organization,AN Farming Company,NONE,NONE,11,pre_classified (locked),Agriculture/Livestock,Crop Production & Basic Processing & Livestock,llm (high confidence),FALSE,NA,FALSE,FALSE,11,Agriculture,pre_classified,NA,NA,NA,NA,11,high,Crop Production & Basic Processing & Livestock,high,"The company is explicitly stated to be involved in the agriculture industry, including growing crops or raising livestock.",11,0.7549,Crop Production & Basic Processing,0.7636
fc7e324d-341e-42f5-9d00-f621c0711960,org_323a960d,organization,"DWO Enterprises, Inc.",NONE,NONE,40,pre_classified (locked),Real Estate/Construction,Real Estate,llm (high confidence),FALSE,NA,FALSE,FALSE,40,Real Estate/Construction,pre_classified,NA,NA,NA,NA,40,high,Real Estate,high,The firm is a real estate development and investing firm that acquires and develops various types of properties.,50,0.4173,Real Estate,0.1608
2220884e-421d-4ab1-a2f0-8678ef16e6e9,org_81d395e7,organization,South Cord Management LLC,NA,NA,50,pre_classified (locked),Professional/Legal,Business Services,llm (high confidence),FALSE,NA,FALSE,FALSE,50,Professional/Legal,pre_classified,NA,NA,NA,NA,50,high,Business Services,high,The company is a management and consulting company providing services to cannabis dispensaries.,20,0.2303,Special Trade Contractors,0.2005
a353d9c1-3ea0-4cec-afd9-a736059e7d9d,org_52c741db,organization,"Administrative Services Cooperative, Inc.",NA,NA,50,pre_classified (locked),Professional/Legal,Miscellaneous Transport,llm (high confidence),FALSE,NA,FALSE,FALSE,50,Professional/Legal,pre_classified,NA,50,Business Services,NA,20,high,Miscellaneous Transport,high,The company provides taxi and ridesharing services and functions as a taxi management company.,50,0.3366,Real Estate,0.2276
4017b363-ad87-4527-bd6f-23d11061bd29,org_d873a789,organization,Christopher Sabourin DDS MSD Inc.,NONE,NONE,60,pre_classified (locked),Healthcare/Education,Health Professionals,llm (high confidence),FALSE,NA,FALSE,FALSE,60,Healthcare/Education,pre_classified,NA,NA,NA,NA,60,high,Health Professionals,high,The entity is a dental practice specializing in endodontics.,50,0.6368,Health Professionals,0.1789
6851eac0-90d1-4e81-8012-b2d53a8b4b84,org_e2c257be,organization,El Sur Ranch,NONE,NONE,11,pre_classified (locked),Agriculture/Livestock,Livestock,llm (high confidence),FALSE,NA,FALSE,FALSE,11,Agriculture,pre_classified,NA,NA,NA,NA,11,high,Livestock,high,The entity is a cattle ranch primarily focused on commercial cow-calf operations.,80,0.3916,Livestock,0.1289
30a7545d-5679-4f6e-b83a-fba87fd9a8a5,org_0fb11bac,organization,J & L Capital Resources,NONE,NONE,52,pre_classified (locked),Finance/Insurance,Finance & Credit Companies,llm (high confidence),FALSE,NA,FALSE,FALSE,52,Finance/Insurance,pre_classified,NA,NA,NA,NA,52,high,Finance & Credit Companies,high,The company is an equipment financing company providing loans and leasing programs to businesses.,52,0.7125,Real Estate,0.5356
822eb827-56ee-4735-9523-7620ac164a5d,org_0fb11bac,organization,J & L Capital Resources,NONE,NONE,52,pre_classified (locked),Finance/Insurance,Finance & Credit Companies,llm (high confidence),FALSE,NA,FALSE,FALSE,52,Finance/Insurance,pre_classified,NA,NA,NA,NA,52,high,Finance & Credit Companies,high,The company is an equipment financing company providing loans and leasing programs to businesses.,52,0.7125,Real Estate,0.5356
d0c0ed89-b9ec-4ffd-bcf2-74ebf2ab165d,org_0fb11bac,organization,J & L Capital Resources,NONE,NONE,52,pre_classified (locked),Finance/Insurance,Finance & Credit Companies,llm (high confidence),FALSE,NA,FALSE,FALSE,52,Finance/Insurance,pre_classified,NA,NA,NA,NA,52,high,Finance & Credit Companies,high,The company is an equipment financing company providing loans and leasing programs to businesses.,52,0.7125,Real Estate,0.5356
0e3ffe20-431c-4883-b71d-7314890fa21d,org_ca6dce16,organization,"Smittcamp Ag Enterprises Series D, LLC",NONE,NONE,11,pre_classified (locked),Agriculture/Livestock,Crop Production & Basic Processing,llm (high confidence),FALSE,NA,FALSE,FALSE,11,Agriculture,pre_classified,NA,NA,NA,NA,11,high,Crop Production & Basic Processing,high,"The business is primarily involved in fruit farming, including peaches, strawberries, and pears.",50,0.3246,Real Estate,0.2845
00cefb73-e891-4b76-833f-ff30bb6904ed,org_321c3ecd,organization,"JW Howard/Attorneys, Ltd.",NONE,NONE,50,pre_classified (locked),Professional/Legal,Lawyers & Lobbyists,llm (high confidence),FALSE,NA,FALSE,FALSE,50,Professional/Legal,pre_classified,NA,NA,NA,NA,50,high,Lawyers & Lobbyists,high,"The entity is a law firm specializing in business litigation, corporate transactions, and other legal services.",50,0.8235,Lawyers & Lobbyists,0.8247
af226fb3-419d-493c-bbcb-411905c797cf,org_4af08256,organization,GCEC,NONE,NONE,20,pre_classified (locked),Utilities/Infrastructure,Electric Utilities,llm (high confidence),FALSE,NA,FALSE,FALSE,20,Utilities/Infrastructure,pre_classified,NA,NA,NA,NA,20,high,Electric Utilities,high,The cooperative is an electric utility that provides electricity.,50,0.3422,Pharmaceuticals & Health Products,0.0943
62efded2-51e7-4d85-a34d-edf632e81ea7,org_2c76d201,organization,Carpenter & Zuckerman LLP (John Carpenter),NA,NA,50,pre_classified (locked),Professional/Legal,Lawyers & Lobbyists,agreement (opensecrets+llm),FALSE,NA,FALSE,FALSE,50,Professional/Legal,pre_classified,NA,50,Lawyers & Lobbyists,NA,50,high,Lawyers & Lobbyists,high,The entity is a personal injury law firm representing clients in various legal cases.,50,0.7168,Lawyers & Lobbyists,0.5765
ab681cbe-db00-4a10-827d-b2f403dfe0ac,org_a8c62442,organization,Producers Ranch,NONE,NONE,11,pre_classified (locked),Agriculture/Livestock,Agricultural Services & Products,llm (high confidence),FALSE,NA,FALSE,FALSE,11,Agriculture,pre_classified,NA,NA,NA,NA,80,medium,Agricultural Services & Products,high,"PRODUCERS RANCH is described as an 'agricultural supply cooperative that provides livestock feeds, seed, fertilizer, fuel, and a wide array of farm and ranch supplies', which represents wholesale trade in agricultural products.",11,0.8561,Crop Production & Basic Processing,0.4313
56581f85-6899-4fa3-8a78-dcadca116976,org_c99b119f,organization,"Pacific Personnel Management, Inc.",NONE,NONE,50,pre_classified (locked),Professional/Legal,Business Services,llm (high confidence),FALSE,NA,FALSE,FALSE,50,Professional/Legal,pre_classified,NA,NA,NA,NA,50,high,Business Services,high,The company is explicitly a staffing agency providing temporary employees.,20,0.2279,Public Sector Unions,0.1056
6258658b-8af8-4a1a-ab9e-c7d5c7f683d4,org_758696ed,organization,Casaca Vineyards,NONE,NONE,11,pre_classified (locked),Agriculture/Livestock,Crop Production & Basic Processing,llm (high confidence),FALSE,NA,FALSE,FALSE,11,Agriculture,pre_classified,NA,80,"Beer, Wine & Liquor",NA,11,high,Crop Production & Basic Processing,high,"The entity is an agricultural operation focused on organic crop production, specifically growing barley.",31-33,0.3602,"Beer, Wine & Liquor",0.7476
83a7f212-7365-4ddb-a370-413bfd7462e7,org_c8d04ccd,organization,Comcast Financial Agency Corporation,NA,NA,99,pre_classified (locked),Uncategorized,"Miscellaneous Finance, Insurance & Real Estate","llm (low confidence, single source)",FALSE,NA,FALSE,FALSE,99,Uncategorized,pre_classified,NA,NA,NA,NA,52,medium,"Miscellaneous Finance, Insurance & Real Estate",medium,"Comcast Financial Agency Corporation's name suggests a primary involvement in financial activities, aligning with the Finance and Insurance sector.",20,0.4232,Telecom Services & Equipment,0.1776
c876bc7b-52ee-4199-84f3-30e2a9f1d16c,org_c8d04ccd,organization,Comcast Financial Agency Corporation,NA,NA,99,pre_classified (locked),Uncategorized,"Miscellaneous Finance, Insurance & Real Estate","llm (low confidence, single source)",FALSE,NA,FALSE,FALSE,99,Uncategorized,pre_classified,NA,NA,NA,NA,52,medium,"Miscellaneous Finance, Insurance & Real Estate",medium,"Comcast Financial Agency Corporation's name suggests a primary involvement in financial activities, aligning with the Finance and Insurance sector.",20,0.4232,Telecom Services & Equipment,0.1776
22ad29d4-6f39-494f-bc79-51a14d3a3352,org_c8d04ccd,organization,Comcast Financial Agency Corporation,NA,NA,99,pre_classified (locked),Uncategorized,"Miscellaneous Finance, Insurance & Real Estate","llm (low confidence, single source)",FALSE,NA,FALSE,FALSE,99,Uncategorized,pre_classified,NA,NA,NA,NA,52,medium,"Miscellaneous Finance, Insurance & Real Estate",medium,"Comcast Financial Agency Corporation's name suggests a primary involvement in financial activities, aligning with the Finance and Insurance sector.",20,0.4232,Telecom Services & Equipment,0.1776
1c86670b-21bf-482c-97b5-bdb3e38a0128,org_b57a6ed6,organization,Yocha Dehe Wintun Nation,NA,NA,92a,pre_classified (locked),Tribes,Tribal Governments,agreement (opensecrets+llm),FALSE,NA,FALSE,FALSE,92a,Tribes,pre_classified,NA,92a,Tribal Governments,NA,92a,high,Tribal Governments,high,The Yocha Dehe Wintun Nation is explicitly identified as a 'federally recognized tribe'.,80,0.2441,Tribal Governments,0.1542
06d7d03c-85c3-434d-8e4a-e6b6ce6c5e86,org_b57a6ed6,organization,Yocha Dehe Wintun Nation,NA,NA,92a,pre_classified (locked),Tribes,Tribal Governments,agreement (opensecrets+llm),FALSE,NA,FALSE,FALSE,92a,Tribes,pre_classified,NA,92a,Tribal Governments,NA,92a,high,Tribal Governments,high,The Yocha Dehe Wintun Nation is explicitly identified as a 'federally recognized tribe'.,80,0.2441,Tribal Governments,0.1542
4a0295ce-2f31-4d2d-af9b-b876673fddfc,org_02219b46,organization,Davidson Communities,NONE,NONE,40,pre_classified (locked),Real Estate/Construction,Home Builders,llm (high confidence),FALSE,NA,FALSE,FALSE,40,Real Estate/Construction,pre_classified,NA,NA,NA,NA,40,high,Home Builders,high,"The company is a homebuilder specializing in the design, construction, and sale of luxury multi-family homes.",50,0.3284,Real Estate,0.2626
4aa1bf6d-63b9-4f59-b8ba-11dc22ff29e2,org_d325c776,organization,"Uber Technologies, Inc.",NONE,NONE,79,pre_classified (locked),Technology,Miscellaneous Transport,llm (high confidence),FALSE,NA,FALSE,FALSE,79,Technology,pre_classified,NA,NA,NA,NA,20,high,Miscellaneous Transport,high,"The company provides ride-hailing, food delivery, courier services, and freight transport.",50,0.5673,Computer Equipment & Services,0.1971
