race_prop,candidate,code,code_label,total_amount,n_contributions,candidate_total,pct_of_total
Governor,"HILTON, STEVE",79,Technology,191342.48350178002,13,18607279.81999769,1.0283205570764817
Governor,"HILTON, STEVE",20,Utilities/Infrastructure,132200,14,18607279.81999769,0.7104746168105748
Governor,"HILTON, STEVE",21,Oil and Gas,108403.20999999999,18,18607279.81999769,0.5825849401345405
Governor,"HILTON, STEVE",92,Government/Public Safety,49240.9,57,18607279.81999769,0.2646324474955207
Governor,"HILTON, STEVE",76,Associations,6434.338351768152,1,18607279.81999769,0.03457968286612756
Governor,"HILTON, STEVE",90,Candidates/Political Parties,5000,1,18607279.81999769,0.026871203358947608
Insurance Commissioner,"HOWELL, ROBERT P.",31-33,Manufacturing,50025,2,60795.67,82.28382054182477
Insurance Commissioner,"HOWELL, ROBERT P.",79,Technology,10000,1,60795.67,16.448539838445733
Insurance Commissioner,"HOWELL, ROBERT P.",99,99,765.67,4,60795.67,1.2594153498102743
Insurance Commissioner,"HOWELL, ROBERT P.",101,Unitemized Contributions,5,1,60795.67,0.008224269919222866
Insurance Commissioner,"KIM, JANE",99,99,281679.19014048437,829,991220.5500000002,28.417408228722085
Insurance Commissioner,"KIM, JANE",77,Unions,250715.58313616543,23,991220.5500000002,25.293622406856414
Insurance Commissioner,"KIM, JANE",100,Retired/Homemaker/Student/Unemployed,96413.7301830919,16,991220.5500000002,9.726768697752673
Insurance Commissioner,"KIM, JANE",50,Professional/Legal,90966.96972227043,17,991220.5500000002,9.177268340761339
Insurance Commissioner,"KIM, JANE",80,Other Industries,45221.86222682864,12,991220.5500000002,4.562240182250926
Insurance Commissioner,"KIM, JANE",101,Unitemized Contributions,38399.47,4,991220.5500000002,3.8739582225166735
Insurance Commissioner,"KIM, JANE",100a,Megadonors,32950.20428236682,7,991220.5500000002,3.3242051208852375
Insurance Commissioner,"KIM, JANE",40,Real Estate/Construction,30432.297928234282,7,991220.5500000002,3.070184322574252
Insurance Commissioner,"KIM, JANE",60,Healthcare/Education,29957.729858263923,11,991220.5500000002,3.0223071806031383
Insurance Commissioner,"KIM, JANE",79,Technology,24719.725978283797,7,991220.5500000002,2.493867381813643
Insurance Commissioner,"KIM, JANE",90,Candidates/Political Parties,23377.15435947651,4,991220.5500000002,2.3584210758621285
Insurance Commissioner,"KIM, JANE",52,Finance/Insurance,19672.956581909177,3,991220.5500000002,1.984720411810386
Insurance Commissioner,"KIM, JANE",70,"Entertainment, Media and Gambling",11612.120560539177,8,991220.5500000002,1.1714971567668946
Insurance Commissioner,"KIM, JANE",92,Government/Public Safety,9800,1,991220.5500000002,0.9886800672161205
Insurance Commissioner,"KIM, JANE",21,Oil and Gas,5000,1,991220.5500000002,0.5044286057225105
Insurance Commissioner,"KIM, JANE",20,Utilities/Infrastructure,165.9496892066416,1,991220.5500000002,0.01674195406931803
Insurance Commissioner,"KIM, JANE",31-33,Manufacturing,101.1303716700145,1,991220.5500000002,0.010202610475540936
Insurance Commissioner,"KIM, JANE",88,PACs,34.47415567755027,1,991220.5500000002,0.00347795005637749
Insurance Commissioner,"KIM, JANE",11,Agriculture/Livestock,8.255313523385955e-4,1,991220.5500000002,8.328432580807524e-8
Insurance Commissioner,"KORSGADEN, STACY",99,99,123508.10954943774,376,204486.3700000001,60.39918922196998
Insurance Commissioner,"KORSGADEN, STACY",52,Finance/Insurance,67995.05848126372,9,204486.3700000001,33.25163358382453
Insurance Commissioner,"KORSGADEN, STACY",50,Professional/Legal,5041.04336084113,2,204486.3700000001,2.4652221861247416
Insurance Commissioner,"KORSGADEN, STACY",90,Candidates/Political Parties,4822.769534914903,1,204486.3700000001,2.3584797044981043
Insurance Commissioner,"KORSGADEN, STACY",101,Unitemized Contributions,2555.99,4,204486.3700000001,1.2499561706728906
Insurance Commissioner,"KORSGADEN, STACY",100,Retired/Homemaker/Student/Unemployed,254.8717279741317,1,204486.3700000001,0.12463995912007804
Insurance Commissioner,"KORSGADEN, STACY",40,Real Estate/Construction,99.01357078949778,1,204486.3700000001,0.04842062128126081
Insurance Commissioner,"KORSGADEN, STACY",92a,Tribes,75.05639736709502,1,204486.3700000001,0.0367048411916623
Insurance Commissioner,"KORSGADEN, STACY",31-33,Manufacturing,58.64753510585669,1,204486.3700000001,0.02868041283429143
Insurance Commissioner,"KORSGADEN, STACY",60,Healthcare/Education,24.64932863163736,1,204486.3700000001,0.012054264854736943
Insurance Commissioner,"KORSGADEN, STACY",21,Oil and Gas,10.696443103040112,1,204486.3700000001,0.005230883164995352
Insurance Commissioner,"KORSGADEN, STACY",77,Unions,10.696443103040112,1,204486.3700000001,0.005230883164995352
Insurance Commissioner,"KORSGADEN, STACY",79,Technology,10.696443103040112,1,204486.3700000001,0.005230883164995352
Insurance Commissioner,"KORSGADEN, STACY",80,Other Industries,10.006402074521745,1,204486.3700000001,0.004893432297967703
Insurance Commissioner,"KORSGADEN, STACY",100a,Megadonors,9.06478229071196,1,204486.3700000001,0.004432951834741824
Insurance Commissioner,"LEE, SEAN",60,Healthcare/Education,34173.92,6,69068.43000000002,49.478350673382884
Insurance Commissioner,"LEE, SEAN",99,99,20260.66,48,69068.43000000002,29.334183504677885
Insurance Commissioner,"LEE, SEAN",80,Other Industries,8000,1,69068.43000000002,11.58271586598971
Insurance Commissioner,"LEE, SEAN",52,Finance/Insurance,6000,1,69068.43000000002,8.687036899492282
Insurance Commissioner,"LEE, SEAN",101,Unitemized Contributions,633.85,3,69068.43000000002,0.9177130564571973
Insurance Commissioner,"MC GUIRE, MIKE",77,Unions,246212.42444024511,27,844085.0699999997,29.169148133403805
Insurance Commissioner,"MC GUIRE, MIKE",99,99,199591.23259230997,330,844085.0699999997,23.64586694944267
Insurance Commissioner,"MC GUIRE, MIKE",60,Healthcare/Education,106222.40244125752,23,844085.0699999997,12.584324283956066
Insurance Commissioner,"MC GUIRE, MIKE",80,Other Industries,67211.08759371331,16,844085.0699999997,7.9625964233336495
Insurance Commissioner,"MC GUIRE, MIKE",50,Professional/Legal,56698.56802568808,19,844085.0699999997,6.717162764848821
Insurance Commissioner,"MC GUIRE, MIKE",31-33,Manufacturing,41653.842620138275,8,844085.0699999997,4.934792013337979
Insurance Commissioner,"MC GUIRE, MIKE",20,Utilities/Infrastructure,23471.139318245147,10,844085.0699999997,2.780660404080498
Insurance Commissioner,"MC GUIRE, MIKE",92a,Tribes,19600,5,844085.0699999997,2.3220408341069234
Insurance Commissioner,"MC GUIRE, MIKE",79,Technology,19261.825883467176,12,844085.0699999997,2.2819768490239003
Insurance Commissioner,"MC GUIRE, MIKE",70,"Entertainment, Media and Gambling",18627.01783181136,7,844085.0699999997,2.2067702052603972
Insurance Commissioner,"MC GUIRE, MIKE",52,Finance/Insurance,14089.38436327432,8,844085.0699999997,1.669190092803599
Insurance Commissioner,"MC GUIRE, MIKE",11,Agriculture/Livestock,11500.010671044414,5,844085.0699999997,1.362423182185229
Insurance Commissioner,"MC GUIRE, MIKE",76,Associations,5034.735893291524,3,844085.0699999997,0.59647256801871
Insurance Commissioner,"MC GUIRE, MIKE",100,Retired/Homemaker/Student/Unemployed,5017.241795577898,3,844085.0699999997,0.5944000165265214
Insurance Commissioner,"MC GUIRE, MIKE",100a,Megadonors,4524.70217095058,6,844085.0699999997,0.5360481226081373
Insurance Commissioner,"MC GUIRE, MIKE",40,Real Estate/Construction,2817.366581241776,8,844085.0699999997,0.3337775635863074
Insurance Commissioner,"MC GUIRE, MIKE",101,Unitemized Contributions,2545,2,844085.0699999997,0.3015098940205163
Insurance Commissioner,"MC GUIRE, MIKE",92,Government/Public Safety,4.3261802729856695,2,844085.0699999997,5.125289413051307e-4
Insurance Commissioner,"MC GUIRE, MIKE",21,Oil and Gas,1.8286253520777276,2,844085.0699999997,2.1663993560243024e-4
Insurance Commissioner,"MC GUIRE, MIKE",88,PACs,0.9329721184070041,2,844085.0699999997,1.1053057938899503e-4
OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,79,Technology,10052541.752257343,9,11270000.00000001,89.19735361364096
OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,52,Finance/Insurance,532059.4058032606,9,11270000.00000001,4.7210240089020425
OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,100,Retired/Homemaker/Student/Unemployed,224349.83773509142,7,11270000.00000001,1.9906817900185558
OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,40,Real Estate/Construction,128881.77587786643,8,11270000.00000001,1.1435827495817774
OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,31-33,Manufacturing,100934.0755956861,8,11270000.00000001,0.8955996059954393
OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,60,Healthcare/Education,100000,1,11270000.00000001,0.8873114463176568
OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,80,Other Industries,100000,1,11270000.00000001,0.8873114463176568
OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,100a,Megadonors,14594.93118259501,7,11270000.00000001,0.1295024949653505
OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,99,Uncategorized,10508.350451468408,7,11270000.00000001,0.09324179637505234
OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,50,Professional/Legal,5837.972473038004,7,11270000.00000001,0.05180099798614019
OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,OPPOSED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,20,Utilities/Infrastructure,291.89862365190027,7,11270000.00000001,0.00259004989930701
SUPPORTED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,SUPPORTED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,77,Unions,31425235.4,81,31432930.42,99.97551924081787
SUPPORTED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,SUPPORTED: PROPOSITION 040 - IMPOSES ONE-TIME TAX ON CERTAIN INDIVIDUALS AND TRUSTS. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,99,99,7695.02,35,31432930.42,0.024480759182108736
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,79,Technology,44945437.07561534,9,58276335.920000024,77.12467911042839
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,52,Finance/Insurance,7807485.002283846,9,58276335.920000024,13.397350535218486
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,100,Retired/Homemaker/Student/Unemployed,4444657.3201786745,9,58276335.920000024,7.626864747090766
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,31-33,Manufacturing,1055126.5671236909,9,58276335.920000024,1.8105574938207105
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,99,99,22807.034206593005,11,58276335.920000024,0.03913601266541844
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,40,Real Estate/Construction,287.2505628878856,1,58276335.920000024,4.929111591405034e-4
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,60,Healthcare/Education,168.33632982841632,1,58276335.920000024,2.888588089331891e-4
SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,SUPPORTED: PROPOSITION 041 - REQUIRES AUDITS OF PROGRAMS FUNDED BY NEW STATE SPECIAL TAXES. PROHIBITS NEW STATE TAXES THAT ARE EXCLUDED FROM EXISTING VOTER-APPROVED STATE SPENDING LIMIT...,50,Professional/Legal,153.57398365377895,1,58276335.920000024,2.635271782779903e-4
