Filing_ID,Amend_ID,Form_Type,RPT_Date,Filer_ID,Filer_Name,Filer_City,Filer_State,Candidate_Name,Sup_Opp,From_Date,Thru_Date,IE_Spender_Text,Industry_Category,Classification_Confidence,Classification_Method,IE_Amount_F465
1516920.0,0.0,F496,9/3/2010 12:00:00 AM,1324632,"CA Working Families for Jerry Brown for Governor 2010, A Coalition of Public Employees, Firefighters, and Building Trades Organizations",Los Angeles,CA,Whitman Meg,O,,,"CA Working Families for Jerry Brown for Governor 2010, A Coalition of Public Employees, Firefighters, and Building Trades Organizations",Labor,0.9,keyword,
1516932.0,1.0,F496,10/29/2010 12:00:00 AM,831628,California State Council of Service Employees Small Contributor Committee,Sacramento,CA,Jerry Brown (I),S,,,California State Council of Service Employees Small Contributor Committee,Labor,1.0,knn,
1516943.0,1.0,F496,9/9/2010 12:00:00 AM,1241835,California Professional Firefighters IE PAC,Sacramento,CA,Jerry Brown,S,,,California Professional Firefighters IE PAC,Labor,0.9,keyword,
1516962.0,0.0,F496,9/3/2010 12:00:00 AM,1327049,Peace Officers Research Association of California (PORAC) Statewide Independent Expenditure Committee,Sacramento,CA,Jerry Brown,S,,,Peace Officers Research Association of California (PORAC) Statewide Independent Expenditure Committee,Labor,0.9,keyword,
1517006.0,0.0,F496,9/4/2010 12:00:00 AM,981281,GREEN PARTY OF SAN MATEO COUNTY,SAN CARLOS,CA,Wells Laura,S,,,GREEN PARTY OF SAN MATEO COUNTY,Labor,0.669,knn,
1517171.0,0.0,F496,9/7/2010 12:00:00 AM,1328946,California Nurses Association's Committee to Defend Nurses Against Meg Whitman (Governor's Race 2010),Oakland,CA,Meg Whitman (I),O,,,California Nurses Association's Committee to Defend Nurses Against Meg Whitman (Governor's Race 2010),Labor,0.9,keyword,
1517178.0,0.0,F496,9/7/2010 12:00:00 AM,1270707,"American Federation of State, County & Municipal Employees - CA People & AFSCME AFL-CIO - supporting Jerry Brown for Governor 2010",Sacramento,CA,Jerry Brown,S,,,"American Federation of State, County & Municipal Employees - CA People & AFSCME AFL-CIO",Labor,0.9,keyword,
1517398.0,1.0,F496,10/29/2010 12:00:00 AM,1270707,"American Federation of State, County & Municipal Employees - CA People & AFSCME AFL-CIO - supporting Jerry Brown for Governor 2010",Sacramento,CA,Jerry Brown,S,,,"American Federation of State, County & Municipal Employees - CA People & AFSCME AFL-CIO",Labor,0.9,keyword,
1517824.0,1.0,F496,9/15/2010 12:00:00 AM,831628,California State Council of Service Employees Small Contributor Committee,Sacramento,CA,Jerry Brown (I),S,,,California State Council of Service Employees Small Contributor Committee,Labor,1.0,knn,
1517956.0,0.0,F496,9/13/2010 12:00:00 AM,742993,LOCAL 1245 IBEW EXECUTIVE BOARD,Vacaville,CA,Brown Jerry,s,,,LOCAL 1245 IBEW EXECUTIVE BOARD,Labor,1.0,knn,
1518173.0,0.0,F496,9/14/2010 12:00:00 AM,742230,DEMOCRATIC PARTY OF SANTA CRUZ COUNTY,SANTA CRUZ,CA,Brown Jerry,S,,,DEMOCRATIC PARTY OF SANTA CRUZ COUNTY,Political,0.9,keyword,
1518394.0,0.0,F496,9/15/2010 12:00:00 AM,901908,"AMERICAN FEDERATION OF TEACHERS GUILD, SAN DIEGO COMMUNITY COLLEGE DISTRICT COMMITTEE ON POLITICAL EDUCATION (AKA: AFT GUILD-SDCCD C.O.P.E)",SAN DIEGO,CA,Whitman Meg,O,,,"AMERICAN FEDERATION OF TEACHERS GUILD, SAN DIEGO COMMUNITY COLLEGE DISTRICT COMMITTEE ON POLITICAL EDUCATION (AKA: AFT GUILD-SDCCD C.O.P.E)",Labor,0.9,keyword,
1518736.0,0.0,F496,9/16/2010 12:00:00 AM,1241835,California Professional Firefighters IE PAC,Sacramento,CA,Jerry Brown,S,,,California Professional Firefighters IE PAC,Labor,0.9,keyword,
1518737.0,0.0,F496,9/16/2010 12:00:00 AM,1241835,California Professional Firefighters IE PAC,Sacramento,CA,Meg Whitman,O,,,California Professional Firefighters IE PAC,Labor,0.9,keyword,
1518750.0,0.0,F496,9/16/2010 12:00:00 AM,850007,"Faculty for our University's Future, a committee sponsored by the California Faculty Association",Los Angeles,CA,Jerry Brown,S,,,"Faculty for our University's Future, a committee sponsored by the California Faculty Association",Labor,1.0,knn,
1518787.0,0.0,F496,9/17/2010 12:00:00 AM,743107,CALIFORNIA STATE ASSOCIATION OF ELECTRICAL WORKERS,PASADENA,CA,Brown Jerry,S,,,CALIFORNIA STATE ASSOCIATION OF ELECTRICAL WORKERS,Labor,1.0,knn,
